"Reason for Journey","Year","Statistic Label","UNIT","VALUE"
"Visit to friends/relatives","1999","Expenditure by Irish Residents Abroad","Euro Million","555"
"Visit to friends/relatives","1999","Visits Abroad by Irish Residents","Thousand","958"
"Visit to friends/relatives","1999","Average Length of Stay Abroad by Irish Residents","Nights","9.2"
"Visit to friends/relatives","2000","Expenditure by Vistors to Ireland","Euro Million","569"
"Visit to friends/relatives","2000","Visitors to Ireland","Thousand","1564"
"Visit to friends/relatives","2000","Average Length of Stay by Visitors to Ireland","Nights","8.4"
"Visit to friends/relatives","2000","Expenditure by Irish Residents Abroad","Euro Million","598"
"Visit to friends/relatives","2000","Visits Abroad by Irish Residents","Thousand","946"
"Visit to friends/relatives","2000","Average Length of Stay Abroad by Irish Residents","Nights","9.3"
"Visit to friends/relatives","2001","Expenditure by Vistors to Ireland","Euro Million","648"
"Visit to friends/relatives","2001","Visitors to Ireland","Thousand","1566"
"Visit to friends/relatives","2001","Average Length of Stay by Visitors to Ireland","Nights","8.4"
"Visit to friends/relatives","2001","Expenditure by Irish Residents Abroad","Euro Million","678"
"Visit to friends/relatives","2001","Visits Abroad by Irish Residents","Thousand","1048"
"Visit to friends/relatives","2001","Average Length of Stay Abroad by Irish Residents","Nights","8.9"
"Visit to friends/relatives","2002","Expenditure by Vistors to Ireland","Euro Million","675"
"Visit to friends/relatives","2002","Visitors to Ireland","Thousand","1603"
"Visit to friends/relatives","2002","Average Length of Stay by Visitors to Ireland","Nights","8.1"
"Visit to friends/relatives","2002","Expenditure by Irish Residents Abroad","Euro Million","754"
"Visit to friends/relatives","2002","Visits Abroad by Irish Residents","Thousand","1099"
"Visit to friends/relatives","2002","Average Length of Stay Abroad by Irish Residents","Nights","9.2"
"Visit to friends/relatives","2003","Expenditure by Vistors to Ireland","Euro Million","708"
"Visit to friends/relatives","2003","Visitors to Ireland","Thousand","1736"
"Visit to friends/relatives","2003","Average Length of Stay by Visitors to Ireland","Nights","7.8"
"Visit to friends/relatives","2003","Expenditure by Irish Residents Abroad","Euro Million","796"
"Visit to friends/relatives","2003","Visits Abroad by Irish Residents","Thousand","1170"
"Visit to friends/relatives","2003","Average Length of Stay Abroad by Irish Residents","Nights","8.8"
"Visit to friends/relatives","2004","Expenditure by Vistors to Ireland","Euro Million","755"
"Visit to friends/relatives","2004","Visitors to Ireland","Thousand","1807"
"Visit to friends/relatives","2004","Average Length of Stay by Visitors to Ireland","Nights","7.9"
"Visit to friends/relatives","2004","Expenditure by Irish Residents Abroad","Euro Million","862"
"Visit to friends/relatives","2004","Visits Abroad by Irish Residents","Thousand","1296"
"Visit to friends/relatives","2004","Average Length of Stay Abroad by Irish Residents","Nights","8.8"
"Visit to friends/relatives","2005","Expenditure by Vistors to Ireland","Euro Million","884"
"Visit to friends/relatives","2005","Visitors to Ireland","Thousand","2125"
"Visit to friends/relatives","2005","Average Length of Stay by Visitors to Ireland","Nights","8.2"
"Visit to friends/relatives","2005","Expenditure by Irish Residents Abroad","Euro Million","945"
"Visit to friends/relatives","2005","Visits Abroad by Irish Residents","Thousand","1416"
"Visit to friends/relatives","2005","Average Length of Stay Abroad by Irish Residents","Nights","9.1"
"Visit to friends/relatives","2006","Expenditure by Vistors to Ireland","Euro Million","936"
"Visit to friends/relatives","2006","Visitors to Ireland","Thousand","2323"
"Visit to friends/relatives","2006","Average Length of Stay by Visitors to Ireland","Nights","8.5"
"Visit to friends/relatives","2006","Expenditure by Irish Residents Abroad","Euro Million","1132"
"Visit to friends/relatives","2006","Visits Abroad by Irish Residents","Thousand","1648"
"Visit to friends/relatives","2006","Average Length of Stay Abroad by Irish Residents","Nights","9"
"Visit to friends/relatives","2007","Expenditure by Vistors to Ireland","Euro Million","914"
"Visit to friends/relatives","2007","Visitors to Ireland","Thousand","2247"
"Visit to friends/relatives","2007","Average Length of Stay by Visitors to Ireland","Nights","7.9"
"Visit to friends/relatives","2007","Expenditure by Irish Residents Abroad","Euro Million","1227"
"Visit to friends/relatives","2007","Visits Abroad by Irish Residents","Thousand","1753"
"Visit to friends/relatives","2007","Average Length of Stay Abroad by Irish Residents","Nights","8.3"
"Visit to friends/relatives","2008","Expenditure by Vistors to Ireland","Euro Million","899"
"Visit to friends/relatives","2008","Visitors to Ireland","Thousand","2276"
"Visit to friends/relatives","2008","Average Length of Stay by Visitors to Ireland","Nights","8.3"
"Visit to friends/relatives","2008","Expenditure by Irish Residents Abroad","Euro Million","1283"
"Visit to friends/relatives","2008","Visits Abroad by Irish Residents","Thousand","1804"
"Visit to friends/relatives","2008","Average Length of Stay Abroad by Irish Residents","Nights","8.8"
"Business","1976","Expenditure by Vistors to Ireland","Euro Million","15"
"Business","1976","Visitors to Ireland","Thousand","188"
"Business","1976","Average Length of Stay by Visitors to Ireland","Nights",""
"Business","1976","Expenditure by Irish Residents Abroad","Euro Million","33"
"Business","1976","Visits Abroad by Irish Residents","Thousand","150"
"Business","1976","Average Length of Stay Abroad by Irish Residents","Nights",""
"Business","1977","Expenditure by Vistors to Ireland","Euro Million","20"
"Business","1977","Visitors to Ireland","Thousand","214"
"Business","1977","Average Length of Stay by Visitors to Ireland","Nights",""
"Business","1977","Expenditure by Irish Residents Abroad","Euro Million","42"
"Business","1977","Visits Abroad by Irish Residents","Thousand","171"
"Business","1977","Average Length of Stay Abroad by Irish Residents","Nights",""
"Business","1978","Expenditure by Vistors to Ireland","Euro Million","28"
"Business","1978","Visitors to Ireland","Thousand","269"
"Business","1978","Average Length of Stay by Visitors to Ireland","Nights",""
"Business","1978","Expenditure by Irish Residents Abroad","Euro Million","52"
"Business","1978","Visits Abroad by Irish Residents","Thousand","212"
"Business","1978","Average Length of Stay Abroad by Irish Residents","Nights",""
"Business","1979","Expenditure by Vistors to Ireland","Euro Million","44"
"Business","1979","Visitors to Ireland","Thousand","318"
"Business","1979","Average Length of Stay by Visitors to Ireland","Nights",""
"Business","1979","Expenditure by Irish Residents Abroad","Euro Million","79"
"Business","1979","Visits Abroad by Irish Residents","Thousand","230"
"Business","1979","Average Length of Stay Abroad by Irish Residents","Nights",""
"Business","1980","Expenditure by Vistors to Ireland","Euro Million","51"
"Business","1980","Visitors to Ireland","Thousand","314"
"Business","1980","Average Length of Stay by Visitors to Ireland","Nights",""
"Business","1980","Expenditure by Irish Residents Abroad","Euro Million","86"
"Business","1980","Visits Abroad by Irish Residents","Thousand","233"
"Business","1980","Average Length of Stay Abroad by Irish Residents","Nights",""
"Business","1981","Expenditure by Vistors to Ireland","Euro Million","57"
"Business","1981","Visitors to Ireland","Thousand","313"
"Business","1981","Average Length of Stay by Visitors to Ireland","Nights",""
"Business","1981","Expenditure by Irish Residents Abroad","Euro Million","88"
"Business","1981","Visits Abroad by Irish Residents","Thousand","226"
"Business","1981","Average Length of Stay Abroad by Irish Residents","Nights",""
"Business","1982","Expenditure by Vistors to Ireland","Euro Million","74"
"Business","1982","Visitors to Ireland","Thousand","356"
"Business","1982","Average Length of Stay by Visitors to Ireland","Nights",""
"Business","1982","Expenditure by Irish Residents Abroad","Euro Million","110"
"Business","1982","Visits Abroad by Irish Residents","Thousand","225"
"Business","1982","Average Length of Stay Abroad by Irish Residents","Nights",""
"Business","1983","Expenditure by Vistors to Ireland","Euro Million","75"
"Business","1983","Visitors to Ireland","Thousand","357"
"Business","1983","Average Length of Stay by Visitors to Ireland","Nights","3.7"
"Business","1983","Expenditure by Irish Residents Abroad","Euro Million","104"
"Business","1983","Visits Abroad by Irish Residents","Thousand","210"
"Business","1983","Average Length of Stay Abroad by Irish Residents","Nights","5"
"Business","1984","Expenditure by Vistors to Ireland","Euro Million","62"
"Business","1984","Visitors to Ireland","Thousand","319"
"Business","1984","Average Length of Stay by Visitors to Ireland","Nights","3.4"
"Business","1984","Expenditure by Irish Residents Abroad","Euro Million","107"
"Business","1984","Visits Abroad by Irish Residents","Thousand","197"
"Business","1984","Average Length of Stay Abroad by Irish Residents","Nights","5.4"
"Business","1985","Expenditure by Vistors to Ireland","Euro Million","67"
"Business","1985","Visitors to Ireland","Thousand","290"
"Business","1985","Average Length of Stay by Visitors to Ireland","Nights","3.6"
"Business","1985","Expenditure by Irish Residents Abroad","Euro Million","126"
"Business","1985","Visits Abroad by Irish Residents","Thousand","220"
"Business","1985","Average Length of Stay Abroad by Irish Residents","Nights","5.9"
"Business","1986","Expenditure by Vistors to Ireland","Euro Million","80"
"Business","1986","Visitors to Ireland","Thousand","315"
"Business","1986","Average Length of Stay by Visitors to Ireland","Nights","4.3"
"Business","1986","Expenditure by Irish Residents Abroad","Euro Million","138"
"Business","1986","Visits Abroad by Irish Residents","Thousand","233"
"Business","1986","Average Length of Stay Abroad by Irish Residents","Nights","6.4"
"Business","1987","Expenditure by Vistors to Ireland","Euro Million","97"
"Business","1987","Visitors to Ireland","Thousand","354"
"Business","1987","Average Length of Stay by Visitors to Ireland","Nights","3.7"
"Business","1987","Expenditure by Irish Residents Abroad","Euro Million","182"
"Business","1987","Visits Abroad by Irish Residents","Thousand","288"
"Business","1987","Average Length of Stay Abroad by Irish Residents","Nights","6.4"
"Business","1988","Expenditure by Vistors to Ireland","Euro Million","118"
"Business","1988","Visitors to Ireland","Thousand","438"
"Business","1988","Average Length of Stay by Visitors to Ireland","Nights","3.8"
"Business","1988","Expenditure by Irish Residents Abroad","Euro Million","194"
"Business","1988","Visits Abroad by Irish Residents","Thousand","320"
"Business","1988","Average Length of Stay Abroad by Irish Residents","Nights","6.9"
"Business","1989","Expenditure by Vistors to Ireland","Euro Million","128"
"Business","1989","Visitors to Ireland","Thousand","471"
"Business","1989","Average Length of Stay by Visitors to Ireland","Nights","3.9"
"Business","1989","Expenditure by Irish Residents Abroad","Euro Million","240"
"Business","1989","Visits Abroad by Irish Residents","Thousand","377"
"Business","1989","Average Length of Stay Abroad by Irish Residents","Nights","6.5"
"Business","1990","Expenditure by Vistors to Ireland","Euro Million","145"
"Business","1990","Visitors to Ireland","Thousand","507"
"Business","1990","Average Length of Stay by Visitors to Ireland","Nights","4.1"
"Business","1990","Expenditure by Irish Residents Abroad","Euro Million","234"
"Business","1990","Visits Abroad by Irish Residents","Thousand","350"
"Business","1990","Average Length of Stay Abroad by Irish Residents","Nights","6.4"
"Business","1991","Expenditure by Vistors to Ireland","Euro Million","135"
"Business","1991","Visitors to Ireland","Thousand","445"
"Business","1991","Average Length of Stay by Visitors to Ireland","Nights","4.3"
"Business","1991","Expenditure by Irish Residents Abroad","Euro Million","244"
"Business","1991","Visits Abroad by Irish Residents","Thousand","353"
"Business","1991","Average Length of Stay Abroad by Irish Residents","Nights","6.3"
"Business","1992","Expenditure by Vistors to Ireland","Euro Million","145"
"Business","1992","Visitors to Ireland","Thousand","458"
"Business","1992","Average Length of Stay by Visitors to Ireland","Nights","4.5"
"Business","1992","Expenditure by Irish Residents Abroad","Euro Million","246"
"Business","1992","Visits Abroad by Irish Residents","Thousand","352"
"Business","1992","Average Length of Stay Abroad by Irish Residents","Nights","6"
"Business","1993","Expenditure by Vistors to Ireland","Euro Million","166"
"Business","1993","Visitors to Ireland","Thousand","497"
"Business","1993","Average Length of Stay by Visitors to Ireland","Nights","4.5"
"Business","1993","Expenditure by Irish Residents Abroad","Euro Million","264"
"Business","1993","Visits Abroad by Irish Residents","Thousand","373"
"Business","1993","Average Length of Stay Abroad by Irish Residents","Nights","6.4"
"Business","1994","Expenditure by Vistors to Ireland","Euro Million","198"
"Business","1994","Visitors to Ireland","Thousand","547"
"Business","1994","Average Length of Stay by Visitors to Ireland","Nights","4.5"
"Business","1994","Expenditure by Irish Residents Abroad","Euro Million","350"
"Business","1994","Visits Abroad by Irish Residents","Thousand","446"
"Business","1994","Average Length of Stay Abroad by Irish Residents","Nights","7.3"
"Business","1995","Expenditure by Vistors to Ireland","Euro Million","221"
"Business","1995","Visitors to Ireland","Thousand","597"
"Business","1995","Average Length of Stay by Visitors to Ireland","Nights","4.3"
"Business","1995","Expenditure by Irish Residents Abroad","Euro Million","414"
"Business","1995","Visits Abroad by Irish Residents","Thousand","451"
"Business","1995","Average Length of Stay Abroad by Irish Residents","Nights","6.9"
"Business","1996","Expenditure by Vistors to Ireland","Euro Million","269"
"Business","1996","Visitors to Ireland","Thousand","757"
"Business","1996","Average Length of Stay by Visitors to Ireland","Nights","4.5"
"Business","1996","Expenditure by Irish Residents Abroad","Euro Million","499"
"Business","1996","Visits Abroad by Irish Residents","Thousand","551"
"Business","1996","Average Length of Stay Abroad by Irish Residents","Nights","6.3"
"Business","1997","Expenditure by Vistors to Ireland","Euro Million","330"
"Business","1997","Visitors to Ireland","Thousand","785"
"Business","1997","Average Length of Stay by Visitors to Ireland","Nights","5.2"
"Business","1997","Expenditure by Irish Residents Abroad","Euro Million","453"
"Business","1997","Visits Abroad by Irish Residents","Thousand","530"
"Business","1997","Average Length of Stay Abroad by Irish Residents","Nights","6.1"
"Business","1998","Expenditure by Vistors to Ireland","Euro Million","361"
"Business","1998","Visitors to Ireland","Thousand","891"
"Business","1998","Average Length of Stay by Visitors to Ireland","Nights","5.1"
"Business","1998","Expenditure by Irish Residents Abroad","Euro Million","524"
"Business","1998","Visits Abroad by Irish Residents","Thousand","596"
"Business","1998","Average Length of Stay Abroad by Irish Residents","Nights","6.1"
"Business","1999","Expenditure by Vistors to Ireland","Euro Million","438"
"Business","1999","Visitors to Ireland","Thousand","994"
"Business","1999","Average Length of Stay by Visitors to Ireland","Nights","5.6"
"Business","1999","Expenditure by Irish Residents Abroad","Euro Million","556"
"Business","1999","Visits Abroad by Irish Residents","Thousand","594"
"Business","1999","Average Length of Stay Abroad by Irish Residents","Nights","6.6"
"Business","2000","Expenditure by Vistors to Ireland","Euro Million","486"
"Business","2000","Visitors to Ireland","Thousand","1074"
"Business","2000","Average Length of Stay by Visitors to Ireland","Nights","5.5"
"Business","2000","Expenditure by Irish Residents Abroad","Euro Million","657"
"Business","2000","Visits Abroad by Irish Residents","Thousand","631"
"Business","2000","Average Length of Stay Abroad by Irish Residents","Nights","7.1"
"Business","2001","Expenditure by Vistors to Ireland","Euro Million","460"
"Business","2001","Visitors to Ireland","Thousand","975"
"Business","2001","Average Length of Stay by Visitors to Ireland","Nights","5.9"
"Business","2001","Expenditure by Irish Residents Abroad","Euro Million","521"
"Business","2001","Visits Abroad by Irish Residents","Thousand","542"
"Business","2001","Average Length of Stay Abroad by Irish Residents","Nights","7.2"
"Business","2002","Expenditure by Vistors to Ireland","Euro Million","445"
"Business","2002","Visitors to Ireland","Thousand","906"
"Business","2002","Average Length of Stay by Visitors to Ireland","Nights","5.9"
"Business","2002","Expenditure by Irish Residents Abroad","Euro Million","581"
"Business","2002","Visits Abroad by Irish Residents","Thousand","559"
"Business","2002","Average Length of Stay Abroad by Irish Residents","Nights","7.6"
"Business","2003","Expenditure by Vistors to Ireland","Euro Million","402"
"Business","2003","Visitors to Ireland","Thousand","854"
"Business","2003","Average Length of Stay by Visitors to Ireland","Nights","5.6"
"Business","2003","Expenditure by Irish Residents Abroad","Euro Million","605"
"Business","2003","Visits Abroad by Irish Residents","Thousand","597"
"Business","2003","Average Length of Stay Abroad by Irish Residents","Nights","7.3"
"Business","2004","Expenditure by Vistors to Ireland","Euro Million","424"
"Business","2004","Visitors to Ireland","Thousand","926"
"Business","2004","Average Length of Stay by Visitors to Ireland","Nights","5.4"
"Business","2004","Expenditure by Irish Residents Abroad","Euro Million","612"
"Business","2004","Visits Abroad by Irish Residents","Thousand","671"
"Business","2004","Average Length of Stay Abroad by Irish Residents","Nights","6.3"
"Business","2005","Expenditure by Vistors to Ireland","Euro Million","457"
"Business","2005","Visitors to Ireland","Thousand","967"
"Business","2005","Average Length of Stay by Visitors to Ireland","Nights","5.5"
"Business","2005","Expenditure by Irish Residents Abroad","Euro Million","708"
"Business","2005","Visits Abroad by Irish Residents","Thousand","738"
"Business","2005","Average Length of Stay Abroad by Irish Residents","Nights","6.6"
"Business","2006","Expenditure by Vistors to Ireland","Euro Million","473"
"Business","2006","Visitors to Ireland","Thousand","1100"
"Business","2006","Average Length of Stay by Visitors to Ireland","Nights","4.2"
"Business","2006","Expenditure by Irish Residents Abroad","Euro Million","781"
"Business","2006","Visits Abroad by Irish Residents","Thousand","813"
"Business","2006","Average Length of Stay Abroad by Irish Residents","Nights","6.3"
"Business","2007","Expenditure by Vistors to Ireland","Euro Million","554"
"Business","2007","Visitors to Ireland","Thousand","1211"
"Business","2007","Average Length of Stay by Visitors to Ireland","Nights","5.2"
"Business","2007","Expenditure by Irish Residents Abroad","Euro Million","829"
"Business","2007","Visits Abroad by Irish Residents","Thousand","886"
"Business","2007","Average Length of Stay Abroad by Irish Residents","Nights","6.1"
"Business","2008","Expenditure by Vistors to Ireland","Euro Million","594"
"Business","2008","Visitors to Ireland","Thousand","1334"
"Business","2008","Average Length of Stay by Visitors to Ireland","Nights","4.7"
"Business","2008","Expenditure by Irish Residents Abroad","Euro Million","971"
"Business","2008","Visits Abroad by Irish Residents","Thousand","922"
"Business","2008","Average Length of Stay Abroad by Irish Residents","Nights","6.5"
"Other reason for journey","1976","Expenditure by Vistors to Ireland","Euro Million","4"
"Other reason for journey","1976","Visitors to Ireland","Thousand","75"
"Other reason for journey","1976","Average Length of Stay by Visitors to Ireland","Nights",""
"Other reason for journey","1976","Expenditure by Irish Residents Abroad","Euro Million","10"
"Other reason for journey","1976","Visits Abroad by Irish Residents","Thousand","87"
"Other reason for journey","1976","Average Length of Stay Abroad by Irish Residents","Nights",""
"Other reason for journey","1977","Expenditure by Vistors to Ireland","Euro Million","11"
"Other reason for journey","1977","Visitors to Ireland","Thousand","102"
"Other reason for journey","1977","Average Length of Stay by Visitors to Ireland","Nights",""
"Other reason for journey","1977","Expenditure by Irish Residents Abroad","Euro Million","17"
"Other reason for journey","1977","Visits Abroad by Irish Residents","Thousand","123"
"Other reason for journey","1977","Average Length of Stay Abroad by Irish Residents","Nights",""
"Other reason for journey","1978","Expenditure by Vistors to Ireland","Euro Million","8"
"Other reason for journey","1978","Visitors to Ireland","Thousand","80"
"Other reason for journey","1978","Average Length of Stay by Visitors to Ireland","Nights",""
"Other reason for journey","1978","Expenditure by Irish Residents Abroad","Euro Million","17"
"Other reason for journey","1978","Visits Abroad by Irish Residents","Thousand","92"
"Other reason for journey","1978","Average Length of Stay Abroad by Irish Residents","Nights",""
"Other reason for journey","1979","Expenditure by Vistors to Ireland","Euro Million","14"
"Other reason for journey","1979","Visitors to Ireland","Thousand","112"
"Other reason for journey","1979","Average Length of Stay by Visitors to Ireland","Nights",""
"Other reason for journey","1979","Expenditure by Irish Residents Abroad","Euro Million","37"
"Other reason for journey","1979","Visits Abroad by Irish Residents","Thousand","139"
"Other reason for journey","1979","Average Length of Stay Abroad by Irish Residents","Nights",""
"Other reason for journey","1980","Expenditure by Vistors to Ireland","Euro Million","14"
"Other reason for journey","1980","Visitors to Ireland","Thousand","115"
"Other reason for journey","1980","Average Length of Stay by Visitors to Ireland","Nights",""
"Other reason for journey","1980","Expenditure by Irish Residents Abroad","Euro Million","25"
"Other reason for journey","1980","Visits Abroad by Irish Residents","Thousand","119"
"Other reason for journey","1980","Average Length of Stay Abroad by Irish Residents","Nights",""
"Other reason for journey","1981","Expenditure by Vistors to Ireland","Euro Million","19"
"Other reason for journey","1981","Visitors to Ireland","Thousand","134"
"Other reason for journey","1981","Average Length of Stay by Visitors to Ireland","Nights",""
"Other reason for journey","1981","Expenditure by Irish Residents Abroad","Euro Million","25"
"Other reason for journey","1981","Visits Abroad by Irish Residents","Thousand","120"
"Other reason for journey","1981","Average Length of Stay Abroad by Irish Residents","Nights",""
"Other reason for journey","1982","Expenditure by Vistors to Ireland","Euro Million","24"
"Other reason for journey","1982","Visitors to Ireland","Thousand","154"
"Other reason for journey","1982","Average Length of Stay by Visitors to Ireland","Nights",""
"Other reason for journey","1982","Expenditure by Irish Residents Abroad","Euro Million","28"
"Other reason for journey","1982","Visits Abroad by Irish Residents","Thousand","154"
"Other reason for journey","1982","Average Length of Stay Abroad by Irish Residents","Nights",""
"Other reason for journey","1983","Expenditure by Vistors to Ireland","Euro Million","20"
"Other reason for journey","1983","Visitors to Ireland","Thousand","135"
"Other reason for journey","1983","Average Length of Stay by Visitors to Ireland","Nights","6.1"
"Other reason for journey","1983","Expenditure by Irish Residents Abroad","Euro Million","30"
"Other reason for journey","1983","Visits Abroad by Irish Residents","Thousand","125"
"Other reason for journey","1983","Average Length of Stay Abroad by Irish Residents","Nights","5.9"
"Other reason for journey","1984","Expenditure by Vistors to Ireland","Euro Million","18"
"Other reason for journey","1984","Visitors to Ireland","Thousand","127"
"Other reason for journey","1984","Average Length of Stay by Visitors to Ireland","Nights","5.2"
"Other reason for journey","1984","Expenditure by Irish Residents Abroad","Euro Million","38"
"Other reason for journey","1984","Visits Abroad by Irish Residents","Thousand","139"
"Other reason for journey","1984","Average Length of Stay Abroad by Irish Residents","Nights","5.3"
"Other reason for journey","1985","Expenditure by Vistors to Ireland","Euro Million","27"
"Other reason for journey","1985","Visitors to Ireland","Thousand","117"
"Other reason for journey","1985","Average Length of Stay by Visitors to Ireland","Nights","7.2"
"Other reason for journey","1985","Expenditure by Irish Residents Abroad","Euro Million","46"
"Other reason for journey","1985","Visits Abroad by Irish Residents","Thousand","142"
"Other reason for journey","1985","Average Length of Stay Abroad by Irish Residents","Nights","6.9"
"Other reason for journey","1986","Expenditure by Vistors to Ireland","Euro Million","43"
"Other reason for journey","1986","Visitors to Ireland","Thousand","156"
"Other reason for journey","1986","Average Length of Stay by Visitors to Ireland","Nights","11.6"
"Other reason for journey","1986","Expenditure by Irish Residents Abroad","Euro Million","85"
"Other reason for journey","1986","Visits Abroad by Irish Residents","Thousand","166"
"Other reason for journey","1986","Average Length of Stay Abroad by Irish Residents","Nights","11.7"
"Other reason for journey","1987","Expenditure by Vistors to Ireland","Euro Million","43"
"Other reason for journey","1987","Visitors to Ireland","Thousand","139"
"Other reason for journey","1987","Average Length of Stay by Visitors to Ireland","Nights","10.9"
"Other reason for journey","1987","Expenditure by Irish Residents Abroad","Euro Million","103"
"Other reason for journey","1987","Visits Abroad by Irish Residents","Thousand","171"
"Other reason for journey","1987","Average Length of Stay Abroad by Irish Residents","Nights","14.7"
"Other reason for journey","1988","Expenditure by Vistors to Ireland","Euro Million","56"
"Other reason for journey","1988","Visitors to Ireland","Thousand","178"
"Other reason for journey","1988","Average Length of Stay by Visitors to Ireland","Nights","9.2"
"Other reason for journey","1988","Expenditure by Irish Residents Abroad","Euro Million","104"
"Other reason for journey","1988","Visits Abroad by Irish Residents","Thousand","193"
"Other reason for journey","1988","Average Length of Stay Abroad by Irish Residents","Nights","13.7"
"Other reason for journey","1989","Expenditure by Vistors to Ireland","Euro Million","66"
"Other reason for journey","1989","Visitors to Ireland","Thousand","181"
"Other reason for journey","1989","Average Length of Stay by Visitors to Ireland","Nights","11.9"
"Other reason for journey","1989","Expenditure by Irish Residents Abroad","Euro Million","98"
"Other reason for journey","1989","Visits Abroad by Irish Residents","Thousand","153"
"Other reason for journey","1989","Average Length of Stay Abroad by Irish Residents","Nights","17"
"Other reason for journey","1990","Expenditure by Vistors to Ireland","Euro Million","67"
"Other reason for journey","1990","Visitors to Ireland","Thousand","175"
"Other reason for journey","1990","Average Length of Stay by Visitors to Ireland","Nights","12.1"
"Other reason for journey","1990","Expenditure by Irish Residents Abroad","Euro Million","105"
"Other reason for journey","1990","Visits Abroad by Irish Residents","Thousand","171"
"Other reason for journey","1990","Average Length of Stay Abroad by Irish Residents","Nights","15.7"
"Other reason for journey","1991","Expenditure by Vistors to Ireland","Euro Million","77"
"Other reason for journey","1991","Visitors to Ireland","Thousand","177"
"Other reason for journey","1991","Average Length of Stay by Visitors to Ireland","Nights","13.3"
"Other reason for journey","1991","Expenditure by Irish Residents Abroad","Euro Million","100"
"Other reason for journey","1991","Visits Abroad by Irish Residents","Thousand","173"
"Other reason for journey","1991","Average Length of Stay Abroad by Irish Residents","Nights","11.8"
"Other reason for journey","1992","Expenditure by Vistors to Ireland","Euro Million","84"
"Other reason for journey","1992","Visitors to Ireland","Thousand","205"
"Other reason for journey","1992","Average Length of Stay by Visitors to Ireland","Nights","11.5"
"Other reason for journey","1992","Expenditure by Irish Residents Abroad","Euro Million","105"
"Other reason for journey","1992","Visits Abroad by Irish Residents","Thousand","177"
"Other reason for journey","1992","Average Length of Stay Abroad by Irish Residents","Nights","13.3"
"Other reason for journey","1993","Expenditure by Vistors to Ireland","Euro Million","95"
"Other reason for journey","1993","Visitors to Ireland","Thousand","233"
"Other reason for journey","1993","Average Length of Stay by Visitors to Ireland","Nights","11.9"
"Other reason for journey","1993","Expenditure by Irish Residents Abroad","Euro Million","127"
"Other reason for journey","1993","Visits Abroad by Irish Residents","Thousand","204"
"Other reason for journey","1993","Average Length of Stay Abroad by Irish Residents","Nights","12.3"
"Other reason for journey","1994","Expenditure by Vistors to Ireland","Euro Million","143"
"Other reason for journey","1994","Visitors to Ireland","Thousand","297"
"Other reason for journey","1994","Average Length of Stay by Visitors to Ireland","Nights","13.9"
"Other reason for journey","1994","Expenditure by Irish Residents Abroad","Euro Million","163"
"Other reason for journey","1994","Visits Abroad by Irish Residents","Thousand","235"
"Other reason for journey","1994","Average Length of Stay Abroad by Irish Residents","Nights","13.2"
"Other reason for journey","1995","Expenditure by Vistors to Ireland","Euro Million","161"
"Other reason for journey","1995","Visitors to Ireland","Thousand","332"
"Other reason for journey","1995","Average Length of Stay by Visitors to Ireland","Nights","13.7"
"Other reason for journey","1995","Expenditure by Irish Residents Abroad","Euro Million","223"
"Other reason for journey","1995","Visits Abroad by Irish Residents","Thousand","285"
"Other reason for journey","1995","Average Length of Stay Abroad by Irish Residents","Nights","14.7"
"Other reason for journey","1996","Expenditure by Vistors to Ireland","Euro Million","187"
"Other reason for journey","1996","Visitors to Ireland","Thousand","376"
"Other reason for journey","1996","Average Length of Stay by Visitors to Ireland","Nights","13.6"
"Other reason for journey","1996","Expenditure by Irish Residents Abroad","Euro Million","206"
"Other reason for journey","1996","Visits Abroad by Irish Residents","Thousand","278"
"Other reason for journey","1996","Average Length of Stay Abroad by Irish Residents","Nights","13.9"
"Other reason for journey","1997","Expenditure by Vistors to Ireland","Euro Million","184"
"Other reason for journey","1997","Visitors to Ireland","Thousand","380"
"Other reason for journey","1997","Average Length of Stay by Visitors to Ireland","Nights","13.2"
"Other reason for journey","1997","Expenditure by Irish Residents Abroad","Euro Million","274"
"Other reason for journey","1997","Visits Abroad by Irish Residents","Thousand","360"
"Other reason for journey","1997","Average Length of Stay Abroad by Irish Residents","Nights","13.7"
"Other reason for journey","1998","Expenditure by Vistors to Ireland","Euro Million","193"
"Other reason for journey","1998","Visitors to Ireland","Thousand","438"
"Other reason for journey","1998","Average Length of Stay by Visitors to Ireland","Nights","12.4"
"Other reason for journey","1998","Expenditure by Irish Residents Abroad","Euro Million","253"
"Other reason for journey","1998","Visits Abroad by Irish Residents","Thousand","344"
"Other reason for journey","1998","Average Length of Stay Abroad by Irish Residents","Nights","12.9"
"Other reason for journey","1999","Expenditure by Vistors to Ireland","Euro Million","161"
"Other reason for journey","1999","Visitors to Ireland","Thousand","328"
"Other reason for journey","1999","Average Length of Stay by Visitors to Ireland","Nights","13"
"Other reason for journey","1999","Expenditure by Irish Residents Abroad","Euro Million","180"
"Other reason for journey","1999","Visits Abroad by Irish Residents","Thousand","261"
"Other reason for journey","1999","Average Length of Stay Abroad by Irish Residents","Nights","12.6"
"Other reason for journey","2000","Expenditure by Vistors to Ireland","Euro Million","175"
"Other reason for journey","2000","Visitors to Ireland","Thousand","328"
"Other reason for journey","2000","Average Length of Stay by Visitors to Ireland","Nights","13.2"
"Other reason for journey","2000","Expenditure by Irish Residents Abroad","Euro Million","195"
