"Statistic Label","Quarter","Length of Stay","Region Visited","UNIT","VALUE"
"Number of Nights by Irish Residents","2012Q1","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2012Q1","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2012Q1","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2012Q1","1 - 3 Nights","State","Thousand","2433"
"Number of Nights by Irish Residents","2012Q1","1 - 3 Nights","Border, Midland and Western","Thousand","736"
"Number of Nights by Irish Residents","2012Q1","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2012Q1","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2012Q1","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2012Q1","1 - 3 Nights","Southern and Eastern","Thousand","1697"
"Number of Nights by Irish Residents","2012Q1","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2012Q1","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2012Q1","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2012Q1","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2012Q1","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2012Q1","4 + Nights","State","Thousand","970"
"Number of Nights by Irish Residents","2012Q1","4 + Nights","Border, Midland and Western","Thousand","329"
"Number of Nights by Irish Residents","2012Q1","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2012Q1","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2012Q1","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2012Q1","4 + Nights","Southern and Eastern","Thousand","641"
"Number of Nights by Irish Residents","2012Q1","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2012Q1","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2012Q1","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2012Q1","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2012Q1","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 + Nights","State","Thousand","5175"
"Number of Nights by Irish Residents","2012Q2","1 + Nights","Border, Midland and Western","Thousand","1653"
"Number of Nights by Irish Residents","2012Q2","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 + Nights","Southern and Eastern","Thousand","3522"
"Number of Nights by Irish Residents","2012Q2","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 - 3 Nights","State","Thousand","3033"
"Number of Nights by Irish Residents","2012Q2","1 - 3 Nights","Border, Midland and Western","Thousand","997"
"Number of Nights by Irish Residents","2012Q2","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 - 3 Nights","Southern and Eastern","Thousand","2036"
"Number of Nights by Irish Residents","2012Q2","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2012Q2","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2012Q2","4 + Nights","State","Thousand","2142"
"Number of Nights by Irish Residents","2012Q2","4 + Nights","Border, Midland and Western","Thousand","655"
"Number of Nights by Irish Residents","2012Q2","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2012Q2","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2012Q2","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2012Q2","4 + Nights","Southern and Eastern","Thousand","1487"
"Number of Nights by Irish Residents","2012Q2","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2012Q2","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2012Q2","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2012Q2","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2012Q2","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 + Nights","State","Thousand","10867"
"Number of Nights by Irish Residents","2012Q3","1 + Nights","Border, Midland and Western","Thousand","3171"
"Number of Nights by Irish Residents","2012Q3","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 + Nights","Southern and Eastern","Thousand","7696"
"Number of Nights by Irish Residents","2012Q3","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 - 3 Nights","State","Thousand","3834"
"Number of Nights by Irish Residents","2012Q3","1 - 3 Nights","Border, Midland and Western","Thousand","1055"
"Number of Nights by Irish Residents","2012Q3","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 - 3 Nights","Southern and Eastern","Thousand","2779"
"Number of Nights by Irish Residents","2012Q3","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2012Q3","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2012Q3","4 + Nights","State","Thousand","7033"
"Number of Nights by Irish Residents","2012Q3","4 + Nights","Border, Midland and Western","Thousand","2116"
"Number of Nights by Irish Residents","2012Q3","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2012Q3","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2012Q3","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2012Q3","4 + Nights","Southern and Eastern","Thousand","4917"
"Number of Nights by Irish Residents","2012Q3","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2012Q3","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2012Q3","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2012Q3","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2012Q3","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 + Nights","State","Thousand","4259"
"Number of Nights by Irish Residents","2012Q4","1 + Nights","Border, Midland and Western","Thousand","1189"
"Number of Nights by Irish Residents","2012Q4","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 + Nights","Southern and Eastern","Thousand","3070"
"Number of Nights by Irish Residents","2012Q4","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 - 3 Nights","State","Thousand","2669"
"Number of Nights by Irish Residents","2012Q4","1 - 3 Nights","Border, Midland and Western","Thousand","731"
"Number of Nights by Irish Residents","2012Q4","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 - 3 Nights","Southern and Eastern","Thousand","1938"
"Number of Nights by Irish Residents","2012Q4","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2012Q4","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2012Q4","4 + Nights","State","Thousand","1590"
"Number of Nights by Irish Residents","2012Q4","4 + Nights","Border, Midland and Western","Thousand","458"
"Number of Nights by Irish Residents","2012Q4","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2012Q4","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2012Q4","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2012Q4","4 + Nights","Southern and Eastern","Thousand","1132"
"Number of Nights by Irish Residents","2012Q4","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2012Q4","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2012Q4","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2012Q4","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2012Q4","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 + Nights","State","Thousand","3338"
"Number of Nights by Irish Residents","2013Q1","1 + Nights","Border, Midland and Western","Thousand","930"
"Number of Nights by Irish Residents","2013Q1","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 + Nights","Southern and Eastern","Thousand","2408"
"Number of Nights by Irish Residents","2013Q1","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 - 3 Nights","State","Thousand","2191"
"Number of Nights by Irish Residents","2013Q1","1 - 3 Nights","Border, Midland and Western","Thousand","632"
"Number of Nights by Irish Residents","2013Q1","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 - 3 Nights","Southern and Eastern","Thousand","1558"
"Number of Nights by Irish Residents","2013Q1","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2013Q1","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2013Q1","4 + Nights","State","Thousand","1148"
"Number of Nights by Irish Residents","2013Q1","4 + Nights","Border, Midland and Western","Thousand","298"
"Number of Nights by Irish Residents","2013Q1","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2013Q1","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2013Q1","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2013Q1","4 + Nights","Southern and Eastern","Thousand","850"
"Number of Nights by Irish Residents","2013Q1","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2013Q1","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2013Q1","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2013Q1","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2013Q1","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2013Q2","1 + Nights","State","Thousand","5191"
"Number of Nights by Irish Residents","2013Q2","1 + Nights","Border, Midland and Western","Thousand","1974"
"Number of Nights by Irish Residents","2013Q2","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2013Q2","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2013Q2","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2013Q2","1 + Nights","Southern and Eastern","Thousand","3217"
"Number of Nights by Irish Residents","2013Q2","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2013Q2","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2013Q2","1 + Nights","Mid-West","Thousand",""
