DATAFLOW,LAST UPDATE,freq,unit,indx,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2018-05,95.3,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2018-06,94.6,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2018-07,89.4,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2018-08,87.4,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2018-09,88.4,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2018-10,92.4,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2018-11,93.6,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2018-12,91.8,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2019-01,87.2,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2019-02,88.1,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2019-03,94.6,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2019-04,108.1,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2019-05,114.2,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2019-06,111.7,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2019-07,101.0,e
