freq,animals,month,unit,geo\TIME_PERIOD	1959 	1960 	1961 	1962 	1963 	1964 	1965 	1966 	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,A2000,M12,THS_HD,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	821.20 	819.30 	806.10 	757.80 	708.30 	614.60 	463.20 	419.50 	370.40 	343.00 	325.60 	307.50 	267.30 	252.80 	260.50 	253.90 	257.20 	249.80 	252.20 	245.00 	240.50 	237.90 	234.70 	236.30 	238.30 	246.00 	261.40 	264.70 	256.20 	248.20 	250.90 	251.90 	254.00 	253.30 	250.80 	249.62 	241.36 
A,A2000,M12,THS_HD,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	824.23 	784.12 	768.62 	756.82 	775.90 	760.25 	740.44 	694.94 	689.62 	687.13 	631.00 	629.00 	608.00 	520.18 	550.00 	593.00 	597.00 	579.00 	652.00 	568.00 	559.00 	613.00 	651.00 	640.00 	665.16 	682.66 	682.00 	682.00 	675.00 	679.00 	681.00 	685.00 	653.00 	659.00 	582.00 	554.00 	556.00 	542.00 	530.00 	631.50 	614.10 	581.60 	574.50 p
A,A2000,M12,THS_HD,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4919.93 	4906.53 	4931.89 	5075.13 	5046.19 	5169.02 	5104.11 	5046.14 	4961.52 	5001.00 	5234.00 	5495.00 	5905.00 	5869.00 	5966.00 	6291.00 	6163.89 	6410.78 	6477.90 	6548.38 	6653.09 	6464.00 	6184.00 	6584.98 	6020.16 	6082.44 	6075.08 	5923.11 	5812.61 	5802.22 	6078.73 	6182.91 	6317.64 	6465.75 	6510.59 	6600.33 	6636.43 p	6576.30 p	6455.13 	6294.64 p
A,A2000,M12,THS_HD,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	84522.11 	85047.80 	84535.96 	83498.17 	82778.67 	82584.88 	80014.90 	79981.84 	78554.27 	77522.34 	77002.68 	76463.07 	75405.49 	76040.39 	76653.20 	76288.23 	74898.50 b	74144.92 	74327.16 	74565.58 	75044.11 	75661.10 	75910.39 	75175.58 	73781.91 	72924.81 	: 	: 	: 	: 
A,A2000,M12,THS_HD,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90355.23 	88786.35 	87532.68 	86777.35 	86403.08 	85276.01 	86001.45 	86696.36 	86321.55 	84832.39 	84051.29 	84300.52 	84651.28 	85310.98 	86024.34 	86439.70 	85781.91 	84516.78 	83749.66 	: 	: 	: 	: 
A,A2000,M12,THS_HD,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	93796.13 	92363.15 	91165.98 	90265.00 	89894.17 	88846.12 	89431.47 	89954.09 	89381.71 	87387.19 	86607.72 	86844.95 	87259.23 	87942.25 	88677.79 	89059.54 	88345.94 	87036.10 	86200.16 	: 	: 	: 	: 
A,A2000,M12,THS_HD,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	84073.69 	82399.06 	81091.37 	79985.94 	79819.20 	78994.03 	79823.55 	80496.69 	79927.81 	77935.49 	77379.22 	77547.95 	78019.23 	78690.25 	79302.79 	79697.54 	79009.94 	77840.10 	77161.16 	76551.10 	75705.30 p	74807.63 	73834.21 
A,A2000,M12,THS_HD,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94234.56 	92780.27 	91610.30 	90730.94 	90365.20 	89329.03 	89898.55 	90407.69 	89828.81 	87831.49 	87054.22 	87296.95 	87701.23 	88383.25 	89118.79 	89503.54 	88796.94 	87450.10 	86620.16 	: 	: 	: 	: 
A,A2000,M12,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1230.30 	1185.30 	1179.30 	1150.30 	1125.00 	1100.60 	1068.00 	1035.10 	1019.40 	1011.75 	977.48 	951.88 	945.10 	929.09 	902.71 	906.87 	908.15 	908.93 	902.68 	901.39 	903.36 	907.40 	903.41 	887.25 	874.52 	859.38 	840.74 	835.38 	829.98 	821.97 	798.64 
A,A2000,M12,THS_HD,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23949.00 	24300.00 	23641.00 	23333.00 	23359.60 	23507.50 	23550.00 	23605.40 	23492.30 	23656.30 	23518.60 	23101.98 	22802.10 	22170.90 	21052.50 	21340.00 	21393.90 	21446.00 	20970.00 	20329.00 	20099.00 	20507.10 	20836.50 	20540.70 	20334.20 	20055.27 	20216.03 	20088.93 	20320.06 	19777.00 	19168.00 	18948.00 	18929.95 	18902.00 	19124.00 	20028.00 	19842.00 	19599.00 	19129.00 	19052.00 	19095.80 	19248.63 	19386.52 	19373.38 	18953.58 	18613.04 	18172.97 d	17815.67 d	17330.08 p	16986.19 	16806.90 p
A,A2000,M12,THS_HD,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	426.57 	438.42 	417.11 	444.32 	465.94 	471.03 	482.91 	467.08 	453.60 	447.10 	444.30 	446.50 	452.00 	442.00 	441.00 	441.00 	444.00 	451.00 	414.00 b	420.00 	423.00 	428.00 	422.00 b	415.00 p
A,A2000,M12,THS_HD,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1664.00 	1690.00 	1598.00 	1571.00 	1420.00 	1159.00 	999.00 	910.00 	928.00 	909.00 	871.00 	873.00 	857.00 	805.00 	783.00 	770.00 	739.00 	723.00 	708.00 	702.00 	705.00 	701.00 	700.00 	682.00 	697.00 	760.00 	782.00 	802.00 	821.00 	852.00 	870.00 	885.00 	909.00 	932.90 b	909.90 	894.00 	869.70 
A,A2000,M12,THS_HD,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6534.10 	6696.10 	6211.00 	6207.00 	6244.00 	6130.00 	6168.90 	5825.60 	5762.10 	5795.20 	5830.60 	5861.00 	5812.90 	5670.40 	5632.70 	5698.60 	5969.00 	6100.40 	6147.36 	6236.39 	6263.89 	6343.87 	6450.64 	6660.90 	6881.63 	6951.73 	6557.89 	6330.19 	6408.07 	6332.82 	6223.40 	6211.51 	6390.21 	6340.16 	6247.58 	6303.86 	6231.68 	5917.70 	5925.32 	6253.24 	6309.05 	6243.05 	6422.23 	6613.43 	6673.59 	6593.49 	6559.65 	6529.44 	6649.31 	6551.83 	6525.96 
A,A2000,M12,THS_HD,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	73.60 	72.80 	73.20 	73.70 	75.90 	79.90 	80.90 	81.40 	80.90 	81.40 	: 	79.93 	: 
A,A2000,M12,THS_HD,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8539.00 	8300.00 	8577.00 	8813.00 	8568.20 	8723.90 	8808.20 	8836.10 	8903.40 	9126.60 	9220.40 	9162.90 	9008.60 	8921.50 	8897.40 	8843.60 	8857.90 	8235.00 	8087.30 	7703.50 	7560.00 	7272.00 	7418.00 	7390.00 	7328.00 	7316.00 	7361.00 	6231.95 	6932.66 	6695.00 	6727.16 	6515.00 	6459.90 	6340.16 	6577.00 	6486.27 	6446.74 	5832.46 b	6251.93 	6251.93 	6249.29 	6125.42 	6155.81 	6314.89 	6349.81 	6311.16 	6377.23 	6400.04 	6280.28 	6049.00 b	5999.00 
A,A2000,M12,THS_HD,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2493.50 	2434.60 	2422.30 	2321.50 	2196.60 	1701.00 	1384.30 	1152.40 	1065.10 	1054.10 	1016.30 	922.80 	897.80 	748.30 	751.70 	779.10 	812.10 	792.00 	800.30 	838.80 	787.90 	770.90 	759.40 	748.00 	752.40 	729.20 	713.50 	736.60 	722.60 	694.80 	676.90 	653.50 	634.60 	629.50 	628.70 	641.92 	619.48 p
A,A2000,M12,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	208.00 	214.00 	206.00 	199.00 	206.54 	214.57 	217.01 	219.73 	213.30 	219.44 	219.00 	221.00 	220.39 	213.62 	208.52 	206.99 	208.43 	215.15 	205.06 	201.64 	205.07 	203.71 	203.85 	209.21 	205.19 	201.77 	202.75 	199.64 	198.35 	189.85 	184.84 	184.25 	184.25 	186.31 	193.14 	196.30 	194.86 	194.01 	188.09 	188.30 	198.24 	201.15 	200.64 	202.41 	198.07 	194.39 	192.10 	190.69 	187.20 	186.13 	183.56 
A,A2000,M12,THS_HD,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1481.10 	1459.80 	1472.00 	1439.30 	1382.90 	1144.30 	677.90 	550.80 	537.10 	509.40 	476.90 	434.40 	378.40 	366.70 	384.70 	388.10 	378.60 	371.10 	385.20 	377.08 	398.70 	380.23 	378.21 	379.49 	380.61 	393.10 	406.49 	422.02 	419.08 	412.31 	405.82 	395.33 	395.32 	398.99 	393.47 	391.35 	368.06 p
A,A2000,M12,THS_HD,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	85.00 	89.00 	94.00 	92.00 	89.00 p	87.00 p	83.30 p	81.40 p	77.89 p	71.17 p	70.77 p	: 
A,A2000,M12,THS_HD,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	251.00 	238.00 	242.00 	253.00 	255.00 	255.00 	256.00 	219.00 	222.00 	178.00 	165.00 	: 
A,A2000,M12,THS_HD,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.00 	18.77 	17.94 	19.41 	19.74 	19.12 	19.44 	17.78 	16.26 	14.95 	15.07 	15.59 	15.22 	14.88 	15.02 	14.36 	14.18 	14.12 	14.00 	14.29 	14.02 	14.20 	14.23 
A,A2000,M12,THS_HD,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4668.00 	4714.00 	4606.00 	4528.00 	4673.00 	4797.00 	5028.00 	5010.00 	5046.00 	5192.00 	5359.00 	5280.00 	5076.00 	4922.00 	4548.78 	4606.00 	4731.00 	4830.00 	4876.00 	4794.00 	4629.00 	4588.00 	4545.00 	4366.00 	4287.00 	4184.00 	4097.00 	3890.00 	3842.00 	3780.00 	3734.66 	3759.00 	3746.00 	3673.00 	3820.00 	3996.00 	3998.00 	3960.00 	3912.00 	3985.00 	4090.00 	4169.00 	4315.00 	4294.00 	4030.00 	3690.00 	3721.00 	3691.00 	3705.00 	3751.00 	3723.00 
A,A2000,M12,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10200.10 	10099.60 	10276.60 	9024.20 	8028.80 	7599.80 	7270.00 	7120.00 	7193.00 	6958.10 	7028.80 	6455.20 	6092.60 	5723.00 	5498.79 	5420.99 	5276.81 	5200.17 	5384.98 	5280.97 	5405.55 	5563.56 	5590.22 	5561.75 	5500.94 	5520.35 	5589.54 	5660.27 	5762.50 	5970.20 	6035.70 	6183.30 	6261.60 	6278.90 	6378.70 	6448.29 	6435.52 p
A,A2000,M12,THS_HD,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1371.00 	1359.00 	1392.00 	1367.00 	1398.00 	1336.00 	1348.41 	1363.41 	1386.41 	1389.41 	1386.41 	1409.41 	1421.24 	1396.86 	1420.54 	1422.08 	1432.31 	1488.15 	1494.73 	1451.70 	1491.50 	1495.28 	1446.51 	1502.76 	1519.11 	1497.55 	1470.50 	1548.61 	1605.86 	1635.01 	1670.02 	1632.42 	1674.97 	1691.32 	1640.65 p	1579.14 	1527.72 p
A,A2000,M12,THS_HD,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6559.00 	6416.00 	6291.00 	5381.00 	4355.00 	3683.00 	3597.00 	3481.00 	3496.30 	3434.90 	3235.40 	3142.70 	3051.10 	2870.40 	2799.80 	2877.80 	2897.10 	2808.10 	2861.10 	2933.60 	2819.00 	2683.60 	2512.30 	2001.10 	1988.90 	2009.10 	2022.40 	2068.90 	2092.40 	2049.70 	2011.10 	1977.20 	1923.30 	1875.20 	1826.80 	1833.70 	1816.40 p
A,A2000,M12,THS_HD,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1106.00 	1087.00 	1057.00 	1002.00 	938.00 	937.00 	921.00 e	913.00 	920.00 	916.00 	893.00 	899.00 	878.00 	898.00 	886.00 	860.00 	799.84 	725.41 
A,A2000,M12,THS_HD,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1790.00 	1779.30 	1747.10 	1708.40 	1711.70 	1679.50 	1617.60 	1617.30 	1576.30 	1553.30 	1551.60 	1532.89 	1515.85 	1516.65 	1505.42 	1481.98 	1474.50 	1449.73 	1443.58 	1443.52 	1436.49 	1428.40 	1436.05 	1448.59 	1435.45 	1404.67 	1390.96 	1389.89 	1390.55 	1369.00 
A,A2000,M12,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	549.00 	546.00 	546.00 	533.00 	484.00 	504.00 	478.00 	477.00 	496.00 	486.00 	445.70 	453.10 	471.43 	493.67 	477.08 	473.24 	449.85 	451.14 	452.52 	454.03 	479.53 	470.01 	472.88 	470.15 	462.30 	460.06 	460.58 	468.25 	484.19 	488.60 	479.61 	476.81 	483.07 	485.61 	482.62 	464.91 	456.05 
A,A2000,M12,THS_HD,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1576.00 	1594.00 	1622.00 	1563.00 	1398.00 	1181.00 	993.00 	916.00 	929.00 	892.00 	803.00 	705.00 	665.06 	646.15 	625.19 	607.84 	593.18 	540.15 	527.89 	507.82 	501.82 	488.38 	471.97 	467.13 	463.36 	471.08 	467.82 	465.54 	457.46 	446.11 	439.83 	438.86 	432.25 	442.29 	434.09 	433.18 	427.36 p
A,A2000,M12,THS_HD,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14022.35 	14532.85 	14244.67 	14127.84 	14222.23 p	16105.03 p	17220.90 p	17872.33 	18157.97 	18036.12 	17023.79 	: 
A,A2000,M12,THS_HD,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14925.00 	14914.00 	13991.00 	13667.00 	13568.41 	13538.24 	13363.41 	13061.00 	13054.21 	13272.54 	13258.20 	13090.23 	12798.83 	12577.89 	11973.66 	12024.22 	12038.51 	11967.00 	11749.02 	11730.26 	11820.10 	11980.67 	11735.35 	11430.09 	11346.81 	11237.06 	11281.32 	10877.51 	10160.87 	10381.21 	10518.93 	10745.00 	10546.00 	10335.00 	10075.00 	9911.00 	9901.00 	9896.00 	9675.00 	9749.00 	9682.00 	9693.00 	9816.00 	9806.00 	9787.00 	9610.00 	9459.00 	: 	: 	: 	: 
A,A2000,M12,THS_HD,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	261.69 	258.50 	264.97 	259.73 	259.73 	257.73 	261.39 	260.53 	250.90 	: 
A,A2010,M05_M06,THS_HD,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	706.33 	702.77 	701.79 	690.73 	652.18 	640.07 	633.87 	645.29 	655.50 	631.91 	625.27 	626.40 	614.64 	616.79 	620.48 	620.37 	630.35 	623.11 	613.67 	613.66 	604.15 	612.63 	621.98 	605.17 	619.56 	605.52 	595.84 	587.76 	596.07 	592.21 	573.72 
A,A2010,M05_M06,THS_HD,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	795.00 	779.00 	771.00 	761.00 	782.13 	802.27 	801.84 	795.01 	794.73 	810.96 	813.47 	811.50 	794.45 	818.87 	826.23 	868.76 	999.67 	1021.41 	1018.00 	1006.90 	1033.91 	1042.76 	1046.71 	989.30 	974.22 	977.00 	956.48 	895.73 	840.24 	802.68 	795.30 	784.63 	778.45 	773.55 	753.13 	759.75 	758.35 	758.90 	701.42 	689.00 	733.73 	744.28 	750.34 	716.71 	710.32 	705.73 	715.76 	712.18 	656.36 	677.30 
A,A2010,M05_M06,THS_HD,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	222.70 	215.20 	226.50 	220.80 	: 	199.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2010,M05_M06,THS_HD,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	502.94 	499.16 	500.80 	501.57 	501.25 	493.03 p	507.76 	508.30 	501.74 
A,A2010,M05_M06,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	442.00 	439.70 	421.30 	432.87 	430.93 	428.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2010,M05_M06,THS_HD,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6219.91 	5560.96 	5307.79 	5299.07 	5215.90 	5151.89 	5009.73 	4828.75 	4790.67 	4626.79 	4527.58 	4315.57 	4187.75 	4041.16 	4085.27 	3933.43 	3928.98 	3978.73 	3972.74 	3901.54 	3799.56 	3849.80 	3848.70 	3874.21 	3845.91 	3804.99 	3722.93 	3617.87 	3502.20 	3410.32 	3397.86 	3296.03 	3260.14 
A,A2010,M05_M06,THS_HD,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1149.00 	1127.00 	1106.00 	1106.00 	1120.00 	1098.00 	1086.00 	1061.00 	999.00 	952.00 	901.00 	861.00 	839.00 	843.00 	843.00 	833.00 	820.00 	779.00 	755.00 	757.00 	709.00 	692.00 	654.00 	631.00 	595.00 	566.00 	546.00 	547.00 	516.00 	530.00 	511.00 	517.00 	536.00 	547.00 	550.00 	544.00 	523.00 	528.00 	524.00 	547.00 	527.00 	538.00 	510.00 	517.00 	517.00 	510.00 	497.62 
A,A2010,M05_M06,THS_HD,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	302.90 	300.39 	280.27 	283.52 	259.00 	262.00 	256.62 	233.53 	226.23 	194.00 	194.00 	194.00 	165.00 	182.00 	168.00 	172.00 	155.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2010,M05_M06,THS_HD,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1219.96 	1201.48 	1435.60 	1465.80 	1543.95 	1579.46 	1516.02 	1696.24 	1622.81 	1586.06 	1687.21 	1793.00 	1975.00 	2028.00 	2231.00 	2233.00 	2032.13 	2077.00 	2256.14 	2297.54 	2252.00 	2190.36 	2167.00 	2390.32 	2376.14 	2118.52 	2184.08 	1993.87 	2083.81 	2025.59 	2172.36 	2280.86 	2413.33 	2479.65 	2504.41 	2507.39 	2487.94 p	2634.25 	2569.02 	2426.95 
A,A2010,M05_M06,THS_HD,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25864.04 	25960.47 	25615.09 	25863.28 	25463.27 	25077.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2010,M05_M06,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	462.70 	436.90 	425.40 	422.10 	406.50 	401.80 	398.30 	379.20 	364.90 	362.30 	354.20 	343.77 	330.40 	329.00 	317.67 	311.10 	304.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2010,M05_M06,THS_HD,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6003.70 	6089.00 	6031.40 	5890.00 	6350.10 	6179.80 	6158.50 	6054.20 	6133.70 	5672.00 	5401.00 	5955.00 	5926.00 	6087.00 	5689.00 	5741.00 	5794.00 	5658.00 	5687.00 	5631.00 	5407.00 	5433.00 	5511.05 	5440.63 	5342.19 	5291.36 	5231.08 	5277.93 	5251.92 	5271.70 	5911.80 	5600.50 	5747.30 	5700.70 	5602.00 	5497.20 	5529.60 	5603.40 	5637.68 	5542.44 	5124.69 	5227.15 	5143.97 	5133.68 	4948.91 	4837.80 
A,A2010,M05_M06,THS_HD,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	233.00 	217.00 	214.00 	214.00 	197.00 	195.00 	191.00 	194.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2010,M05_M06,THS_HD,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1699.40 	1674.90 	1716.30 	1636.60 	1595.70 	1613.90 	1650.40 	1656.80 	1660.60 	1642.50 	1631.40 	1621.90 	1691.20 	1716.10 	1764.60 	1694.50 	1737.50 	1736.20 	1746.00 	1852.10 	1938.20 	1965.10 	1820.60 	1751.90 	1824.40 	1799.29 	1761.16 	1771.40 	1962.37 	1952.82 	1941.12 	1959.25 	1889.05 	1761.25 	1845.49 	2036.00 	1968.47 	1878.38 	2042.25 	2125.88 	2130.93 	2078.34 	2007.97 	2117.07 	2145.92 	2134.44 	2074.15 
A,A2010,M05_M06,THS_HD,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.00 	22.80 	: 	22.22 	22.53 	22.19 	: 	: 
