"STATISTIC Label","Month","Direction","Route","UNIT","VALUE"
"Air and Sea Travel","2019 June","Arrivals","All routes of travel","Thousand","1941.1"
"Air and Sea Travel","2019 June","Arrivals","Cross channel","Thousand","646.7"
"Air and Sea Travel","2019 June","Arrivals","Continental Europe","Thousand","985.4"
"Air and Sea Travel","2019 June","Arrivals","Transatlantic","Thousand","250.5"
"Air and Sea Travel","2019 June","Arrivals","Other","Thousand","58.5"
"Air and Sea Travel","2019 June","Departures","All routes of travel","Thousand","2081"
"Air and Sea Travel","2019 June","Departures","Cross channel","Thousand","706.1"
"Air and Sea Travel","2019 June","Departures","Continental Europe","Thousand","1063.5"
"Air and Sea Travel","2019 June","Departures","Transatlantic","Thousand","246.3"
"Air and Sea Travel","2019 June","Departures","Other","Thousand","65"
"Air and Sea Travel","2019 July","Arrivals","All routes of travel","Thousand","2225.9"
"Air and Sea Travel","2019 July","Arrivals","Cross channel","Thousand","803.2"
"Air and Sea Travel","2019 July","Arrivals","Continental Europe","Thousand","1114.4"
"Air and Sea Travel","2019 July","Arrivals","Transatlantic","Thousand","238.1"
"Air and Sea Travel","2019 July","Arrivals","Other","Thousand","70.1"
"Air and Sea Travel","2019 July","Departures","All routes of travel","Thousand","2183.9"
"Air and Sea Travel","2019 July","Departures","Cross channel","Thousand","734.4"
"Air and Sea Travel","2019 July","Departures","Continental Europe","Thousand","1107.1"
"Air and Sea Travel","2019 July","Departures","Transatlantic","Thousand","268.8"
"Air and Sea Travel","2019 July","Departures","Other","Thousand","73.5"
"Air and Sea Travel","2019 August","Arrivals","All routes of travel","Thousand","2256.5"
"Air and Sea Travel","2019 August","Arrivals","Cross channel","Thousand","803.7"
"Air and Sea Travel","2019 August","Arrivals","Continental Europe","Thousand","1119.4"
"Air and Sea Travel","2019 August","Arrivals","Transatlantic","Thousand","254.4"
"Air and Sea Travel","2019 August","Arrivals","Other","Thousand","78.9"
"Air and Sea Travel","2019 August","Departures","All routes of travel","Thousand","2191.9"
"Air and Sea Travel","2019 August","Departures","Cross channel","Thousand","801"
"Air and Sea Travel","2019 August","Departures","Continental Europe","Thousand","1059.1"
"Air and Sea Travel","2019 August","Departures","Transatlantic","Thousand","259.8"
"Air and Sea Travel","2019 August","Departures","Other","Thousand","71.8"
"Air and Sea Travel","2019 September","Arrivals","All routes of travel","Thousand","1871.1"
"Air and Sea Travel","2019 September","Arrivals","Cross channel","Thousand","610.7"
"Air and Sea Travel","2019 September","Arrivals","Continental Europe","Thousand","960.4"
"Air and Sea Travel","2019 September","Arrivals","Transatlantic","Thousand","239.2"
"Air and Sea Travel","2019 September","Arrivals","Other","Thousand","60.8"
"Air and Sea Travel","2019 September","Departures","All routes of travel","Thousand","1869.3"
"Air and Sea Travel","2019 September","Departures","Cross channel","Thousand","650.5"
"Air and Sea Travel","2019 September","Departures","Continental Europe","Thousand","930.4"
"Air and Sea Travel","2019 September","Departures","Transatlantic","Thousand","232.1"
"Air and Sea Travel","2019 September","Departures","Other","Thousand","56.3"
"Air and Sea Travel","2019 October","Arrivals","All routes of travel","Thousand","1727.1"
"Air and Sea Travel","2019 October","Arrivals","Cross channel","Thousand","631.4"
"Air and Sea Travel","2019 October","Arrivals","Continental Europe","Thousand","864.3"
"Air and Sea Travel","2019 October","Arrivals","Transatlantic","Thousand","181"
"Air and Sea Travel","2019 October","Arrivals","Other","Thousand","50.4"
"Air and Sea Travel","2019 October","Departures","All routes of travel","Thousand","1739.9"
"Air and Sea Travel","2019 October","Departures","Cross channel","Thousand","640"
"Air and Sea Travel","2019 October","Departures","Continental Europe","Thousand","831.4"
"Air and Sea Travel","2019 October","Departures","Transatlantic","Thousand","209.8"
"Air and Sea Travel","2019 October","Departures","Other","Thousand","58.7"
"Air and Sea Travel","2019 November","Arrivals","All routes of travel","Thousand","1351.4"
"Air and Sea Travel","2019 November","Arrivals","Cross channel","Thousand","573.7"
"Air and Sea Travel","2019 November","Arrivals","Continental Europe","Thousand","599.8"
"Air and Sea Travel","2019 November","Arrivals","Transatlantic","Thousand","133.8"
"Air and Sea Travel","2019 November","Arrivals","Other","Thousand","44.1"
"Air and Sea Travel","2019 November","Departures","All routes of travel","Thousand","1328.4"
"Air and Sea Travel","2019 November","Departures","Cross channel","Thousand","580.3"
"Air and Sea Travel","2019 November","Departures","Continental Europe","Thousand","579.1"
"Air and Sea Travel","2019 November","Departures","Transatlantic","Thousand","130.7"
"Air and Sea Travel","2019 November","Departures","Other","Thousand","38.3"
"Air and Sea Travel","2019 December","Arrivals","All routes of travel","Thousand","1372.6"
"Air and Sea Travel","2019 December","Arrivals","Cross channel","Thousand","622.9"
"Air and Sea Travel","2019 December","Arrivals","Continental Europe","Thousand","568.7"
"Air and Sea Travel","2019 December","Arrivals","Transatlantic","Thousand","135.9"
"Air and Sea Travel","2019 December","Arrivals","Other","Thousand","45.2"
"Air and Sea Travel","2019 December","Departures","All routes of travel","Thousand","1383.8"
"Air and Sea Travel","2019 December","Departures","Cross channel","Thousand","568.9"
"Air and Sea Travel","2019 December","Departures","Continental Europe","Thousand","636.1"
"Air and Sea Travel","2019 December","Departures","Transatlantic","Thousand","131"
"Air and Sea Travel","2019 December","Departures","Other","Thousand","47.8"
"Air and Sea Travel","2020 January","Arrivals","All routes of travel","Thousand","1235.1"
"Air and Sea Travel","2020 January","Arrivals","Cross channel","Thousand","499.9"
"Air and Sea Travel","2020 January","Arrivals","Continental Europe","Thousand","586.9"
"Air and Sea Travel","2020 January","Arrivals","Transatlantic","Thousand","100.5"
"Air and Sea Travel","2020 January","Arrivals","Other","Thousand","47.8"
"Air and Sea Travel","2020 January","Departures","All routes of travel","Thousand","1239.8"
"Air and Sea Travel","2020 January","Departures","Cross channel","Thousand","547.1"
"Air and Sea Travel","2020 January","Departures","Continental Europe","Thousand","540.7"
"Air and Sea Travel","2020 January","Departures","Transatlantic","Thousand","104.7"
"Air and Sea Travel","2020 January","Departures","Other","Thousand","47.4"
"Air and Sea Travel","2020 February","Arrivals","All routes of travel","Thousand","1215.1"
"Air and Sea Travel","2020 February","Arrivals","Cross channel","Thousand","534.2"
"Air and Sea Travel","2020 February","Arrivals","Continental Europe","Thousand","553.9"
"Air and Sea Travel","2020 February","Arrivals","Transatlantic","Thousand","87.8"
"Air and Sea Travel","2020 February","Arrivals","Other","Thousand","39.2"
"Air and Sea Travel","2020 February","Departures","All routes of travel","Thousand","1203.3"
"Air and Sea Travel","2020 February","Departures","Cross channel","Thousand","530"
"Air and Sea Travel","2020 February","Departures","Continental Europe","Thousand","550.7"
"Air and Sea Travel","2020 February","Departures","Transatlantic","Thousand","86.2"
"Air and Sea Travel","2020 February","Departures","Other","Thousand","36.4"
"Air and Sea Travel","2020 March","Arrivals","All routes of travel","Thousand","635"
"Air and Sea Travel","2020 March","Arrivals","Cross channel","Thousand","273.1"
"Air and Sea Travel","2020 March","Arrivals","Continental Europe","Thousand","271.9"
"Air and Sea Travel","2020 March","Arrivals","Transatlantic","Thousand","59.9"
"Air and Sea Travel","2020 March","Arrivals","Other","Thousand","29.9"
"Air and Sea Travel","2020 March","Departures","All routes of travel","Thousand","602.1"
"Air and Sea Travel","2020 March","Departures","Cross channel","Thousand","258.9"
"Air and Sea Travel","2020 March","Departures","Continental Europe","Thousand","258.9"
"Air and Sea Travel","2020 March","Departures","Transatlantic","Thousand","62.2"
"Air and Sea Travel","2020 March","Departures","Other","Thousand","22.2"
"Air and Sea Travel","2020 April","Arrivals","All routes of travel","Thousand","16.1"
"Air and Sea Travel","2020 April","Arrivals","Cross channel","Thousand","9.3"
"Air and Sea Travel","2020 April","Arrivals","Continental Europe","Thousand","3.5"
"Air and Sea Travel","2020 April","Arrivals","Transatlantic","Thousand","1.2"
"Air and Sea Travel","2020 April","Arrivals","Other","Thousand","2.1"
"Air and Sea Travel","2020 April","Departures","All routes of travel","Thousand","17.8"
"Air and Sea Travel","2020 April","Departures","Cross channel","Thousand","8.8"
"Air and Sea Travel","2020 April","Departures","Continental Europe","Thousand","7.3"
"Air and Sea Travel","2020 April","Departures","Transatlantic","Thousand","0.5"
"Air and Sea Travel","2020 April","Departures","Other","Thousand","1.2"
"Air and Sea Travel","2020 May","Arrivals","All routes of travel","Thousand","28.3"
"Air and Sea Travel","2020 May","Arrivals","Cross channel","Thousand","16.4"
"Air and Sea Travel","2020 May","Arrivals","Continental Europe","Thousand","8.2"
"Air and Sea Travel","2020 May","Arrivals","Transatlantic","Thousand","1.7"
"Air and Sea Travel","2020 May","Arrivals","Other","Thousand","2"
"Air and Sea Travel","2020 May","Departures","All routes of travel","Thousand","36.3"
"Air and Sea Travel","2020 May","Departures","Cross channel","Thousand","18.7"
"Air and Sea Travel","2020 May","Departures","Continental Europe","Thousand","14.6"
"Air and Sea Travel","2020 May","Departures","Transatlantic","Thousand","1.7"
"Air and Sea Travel","2020 May","Departures","Other","Thousand","1.3"
"Air and Sea Travel","2020 June","Arrivals","All routes of travel","Thousand","57.1"
"Air and Sea Travel","2020 June","Arrivals","Cross channel","Thousand","32.3"
"Air and Sea Travel","2020 June","Arrivals","Continental Europe","Thousand","18.3"
"Air and Sea Travel","2020 June","Arrivals","Transatlantic","Thousand","3.8"
"Air and Sea Travel","2020 June","Arrivals","Other","Thousand","2.7"
"Air and Sea Travel","2020 June","Departures","All routes of travel","Thousand","73.9"
"Air and Sea Travel","2020 June","Departures","Cross channel","Thousand","36.8"
"Air and Sea Travel","2020 June","Departures","Continental Europe","Thousand","33.3"
"Air and Sea Travel","2020 June","Departures","Transatlantic","Thousand","2.5"
"Air and Sea Travel","2020 June","Departures","Other","Thousand","1.3"
"Air and Sea Travel","2020 July","Arrivals","All routes of travel","Thousand","227.3"
"Air and Sea Travel","2020 July","Arrivals","Cross channel","Thousand","97.1"
"Air and Sea Travel","2020 July","Arrivals","Continental Europe","Thousand","114.8"
"Air and Sea Travel","2020 July","Arrivals","Transatlantic","Thousand","8.8"
"Air and Sea Travel","2020 July","Arrivals","Other","Thousand","6.6"
"Air and Sea Travel","2020 July","Departures","All routes of travel","Thousand","275.4"
"Air and Sea Travel","2020 July","Departures","Cross channel","Thousand","82.8"
"Air and Sea Travel","2020 July","Departures","Continental Europe","Thousand","182.4"
"Air and Sea Travel","2020 July","Departures","Transatlantic","Thousand","4.6"
"Air and Sea Travel","2020 July","Departures","Other","Thousand","5.6"
"Air and Sea Travel","2020 August","Arrivals","All routes of travel","Thousand","362.6"
"Air and Sea Travel","2020 August","Arrivals","Cross channel","Thousand","112.6"
"Air and Sea Travel","2020 August","Arrivals","Continental Europe","Thousand","228.7"
"Air and Sea Travel","2020 August","Arrivals","Transatlantic","Thousand","11.6"
"Air and Sea Travel","2020 August","Arrivals","Other","Thousand","9.7"
"Air and Sea Travel","2020 August","Departures","All routes of travel","Thousand","328.2"
"Air and Sea Travel","2020 August","Departures","Cross channel","Thousand","125.4"
"Air and Sea Travel","2020 August","Departures","Continental Europe","Thousand","186"
"Air and Sea Travel","2020 August","Departures","Transatlantic","Thousand","7.8"
"Air and Sea Travel","2020 August","Departures","Other","Thousand","9"
"Air and Sea Travel","2020 September","Arrivals","All routes of travel","Thousand","254.4"
"Air and Sea Travel","2020 September","Arrivals","Cross channel","Thousand","77"
"Air and Sea Travel","2020 September","Arrivals","Continental Europe","Thousand","158.3"
"Air and Sea Travel","2020 September","Arrivals","Transatlantic","Thousand","9.8"
"Air and Sea Travel","2020 September","Arrivals","Other","Thousand","9.2"
"Air and Sea Travel","2020 September","Departures","All routes of travel","Thousand","236.7"
"Air and Sea Travel","2020 September","Departures","Cross channel","Thousand","93.5"
"Air and Sea Travel","2020 September","Departures","Continental Europe","Thousand","129.3"
"Air and Sea Travel","2020 September","Departures","Transatlantic","Thousand","6.6"
"Air and Sea Travel","2020 September","Departures","Other","Thousand","7.4"
"Air and Sea Travel","2020 October","Arrivals","All routes of travel","Thousand","160.9"
"Air and Sea Travel","2020 October","Arrivals","Cross channel","Thousand","56.4"
"Air and Sea Travel","2020 October","Arrivals","Continental Europe","Thousand","91"
"Air and Sea Travel","2020 October","Arrivals","Transatlantic","Thousand","5.6"
"Air and Sea Travel","2020 October","Arrivals","Other","Thousand","7.9"
"Air and Sea Travel","2020 October","Departures","All routes of travel","Thousand","163.3"
"Air and Sea Travel","2020 October","Departures","Cross channel","Thousand","62.5"
"Air and Sea Travel","2020 October","Departures","Continental Europe","Thousand","87.9"
"Air and Sea Travel","2020 October","Departures","Transatlantic","Thousand","5.9"
"Air and Sea Travel","2020 October","Departures","Other","Thousand","7.1"
"Air and Sea Travel","2020 November","Arrivals","All routes of travel","Thousand","103.9"
"Air and Sea Travel","2020 November","Arrivals","Cross channel","Thousand","38.8"
"Air and Sea Travel","2020 November","Arrivals","Continental Europe","Thousand","54.7"
"Air and Sea Travel","2020 November","Arrivals","Transatlantic","Thousand","4.7"
"Air and Sea Travel","2020 November","Arrivals","Other","Thousand","5.7"
"Air and Sea Travel","2020 November","Departures","All routes of travel","Thousand","96.8"
"Air and Sea Travel","2020 November","Departures","Cross channel","Thousand","39.6"
"Air and Sea Travel","2020 November","Departures","Continental Europe","Thousand","47.1"
"Air and Sea Travel","2020 November","Departures","Transatlantic","Thousand","4.7"
"Air and Sea Travel","2020 November","Departures","Other","Thousand","5.3"
"Air and Sea Travel","2020 December","Arrivals","All routes of travel","Thousand","164.4"
"Air and Sea Travel","2020 December","Arrivals","Cross channel","Thousand","65.1"
"Air and Sea Travel","2020 December","Arrivals","Continental Europe","Thousand","79.1"
"Air and Sea Travel","2020 December","Arrivals","Transatlantic","Thousand","11.7"
"Air and Sea Travel","2020 December","Arrivals","Other","Thousand","8.5"
"Air and Sea Travel","2020 December","Departures","All routes of travel","Thousand","178.8"
"Air and Sea Travel","2020 December","Departures","Cross channel","Thousand","54.8"
"Air and Sea Travel","2020 December","Departures","Continental Europe","Thousand","107.1"
"Air and Sea Travel","2020 December","Departures","Transatlantic","Thousand","7.9"
"Air and Sea Travel","2020 December","Departures","Other","Thousand","9.1"
"Air and Sea Travel","2021 January","Arrivals","All routes of travel","Thousand","108"
"Air and Sea Travel","2021 January","Arrivals","Cross channel","Thousand","15.1"
"Air and Sea Travel","2021 January","Arrivals","Continental Europe","Thousand","79.5"
"Air and Sea Travel","2021 January","Arrivals","Transatlantic","Thousand","4.9"
"Air and Sea Travel","2021 January","Arrivals","Other","Thousand","8.4"
"Air and Sea Travel","2021 January","Departures","All routes of travel","Thousand","118.7"
"Air and Sea Travel","2021 January","Departures","Cross channel","Thousand","36.7"
"Air and Sea Travel","2021 January","Departures","Continental Europe","Thousand","64.6"
"Air and Sea Travel","2021 January","Departures","Transatlantic","Thousand","8.6"
"Air and Sea Travel","2021 January","Departures","Other","Thousand","8.8"
"Air and Sea Travel","2021 February","Arrivals","All routes of travel","Thousand","54.8"
"Air and Sea Travel","2021 February","Arrivals","Cross channel","Thousand","13.2"
"Air and Sea Travel","2021 February","Arrivals","Continental Europe","Thousand","31.6"
"Air and Sea Travel","2021 February","Arrivals","Transatlantic","Thousand","2.1"
"Air and Sea Travel","2021 February","Arrivals","Other","Thousand","7.9"
"Air and Sea Travel","2021 February","Departures","All routes of travel","Thousand","53.2"
"Air and Sea Travel","2021 February","Departures","Cross channel","Thousand","17.2"
"Air and Sea Travel","2021 February","Departures","Continental Europe","Thousand","27.8"
"Air and Sea Travel","2021 February","Departures","Transatlantic","Thousand","2.2"
"Air and Sea Travel","2021 February","Departures","Other","Thousand","5.9"
"Air and Sea Travel","2021 March","Arrivals","All routes of travel","Thousand","61.4"
"Air and Sea Travel","2021 March","Arrivals","Cross channel","Thousand","17.5"
"Air and Sea Travel","2021 March","Arrivals","Continental Europe","Thousand","34.8"
"Air and Sea Travel","2021 March","Arrivals","Transatlantic","Thousand","2.8"
"Air and Sea Travel","2021 March","Arrivals","Other","Thousand","6.3"
"Air and Sea Travel","2021 March","Departures","All routes of travel","Thousand","66.5"
"Air and Sea Travel","2021 March","Departures","Cross channel","Thousand","20.4"
"Air and Sea Travel","2021 March","Departures","Continental Europe","Thousand","36.6"
"Air and Sea Travel","2021 March","Departures","Transatlantic","Thousand","2.7"
"Air and Sea Travel","2021 March","Departures","Other","Thousand","6.7"
"Air and Sea Travel","2021 April","Arrivals","All routes of travel","Thousand","69.4"
"Air and Sea Travel","2021 April","Arrivals","Cross channel","Thousand","21.6"
"Air and Sea Travel","2021 April","Arrivals","Continental Europe","Thousand","40.1"
"Air and Sea Travel","2021 April","Arrivals","Transatlantic","Thousand","3.3"
"Air and Sea Travel","2021 April","Arrivals","Other","Thousand","4.4"
"Air and Sea Travel","2021 April","Departures","All routes of travel","Thousand","73"
"Air and Sea Travel","2021 April","Departures","Cross channel","Thousand","28"
"Air and Sea Travel","2021 April","Departures","Continental Europe","Thousand","37.3"
"Air and Sea Travel","2021 April","Departures","Transatlantic","Thousand","3.3"
"Air and Sea Travel","2021 April","Departures","Other","Thousand","4.4"
"Air and Sea Travel","2021 May","Arrivals","All routes of travel","Thousand","85.4"
"Air and Sea Travel","2021 May","Arrivals","Cross channel","Thousand","32.4"
"Air and Sea Travel","2021 May","Arrivals","Continental Europe","Thousand","45.4"
"Air and Sea Travel","2021 May","Arrivals","Transatlantic","Thousand","4.9"
"Air and Sea Travel","2021 May","Arrivals","Other","Thousand","2.7"
"Air and Sea Travel","2021 May","Departures","All routes of travel","Thousand","97"
"Air and Sea Travel","2021 May","Departures","Cross channel","Thousand","36"
"Air and Sea Travel","2021 May","Departures","Continental Europe","Thousand","52.9"
"Air and Sea Travel","2021 May","Departures","Transatlantic","Thousand","4.5"
"Air and Sea Travel","2021 May","Departures","Other","Thousand","3.6"
"Air and Sea Travel","2021 June","Arrivals","All routes of travel","Thousand","160"
"Air and Sea Travel","2021 June","Arrivals","Cross channel","Thousand","57.7"
"Air and Sea Travel","2021 June","Arrivals","Continental Europe","Thousand","87.5"
"Air and Sea Travel","2021 June","Arrivals","Transatlantic","Thousand","11"
"Air and Sea Travel","2021 June","Arrivals","Other","Thousand","3.8"
"Air and Sea Travel","2021 June","Departures","All routes of travel","Thousand","199.1"
"Air and Sea Travel","2021 June","Departures","Cross channel","Thousand","64.5"
"Air and Sea Travel","2021 June","Departures","Continental Europe","Thousand","122.6"
"Air and Sea Travel","2021 June","Departures","Transatlantic","Thousand","7.7"
"Air and Sea Travel","2021 June","Departures","Other","Thousand","4.4"
"Air and Sea Travel","2021 July","Arrivals","All routes of travel","Thousand","380.7"
"Air and Sea Travel","2021 July","Arrivals","Cross channel","Thousand","123.1"
"Air and Sea Travel","2021 July","Arrivals","Continental Europe","Thousand","217.7"
"Air and Sea Travel","2021 July","Arrivals","Transatlantic","Thousand","26.7"
"Air and Sea Travel","2021 July","Arrivals","Other","Thousand","13.2"
"Air and Sea Travel","2021 July","Departures","All routes of travel","Thousand","428.6"
"Air and Sea Travel","2021 July","Departures","Cross channel","Thousand","110.8"
"Air and Sea Travel","2021 July","Departures","Continental Europe","Thousand","287.3"
"Air and Sea Travel","2021 July","Departures","Transatlantic","Thousand","18.3"
"Air and Sea Travel","2021 July","Departures","Other","Thousand","12.2"
"Air and Sea Travel","2021 August","Arrivals","All routes of travel","Thousand","821.7"
"Air and Sea Travel","2021 August","Arrivals","Cross channel","Thousand","247.7"
"Air and Sea Travel","2021 August","Arrivals","Continental Europe","Thousand","508.1"
"Air and Sea Travel","2021 August","Arrivals","Transatlantic","Thousand","43.2"
"Air and Sea Travel","2021 August","Arrivals","Other","Thousand","22.6"
"Air and Sea Travel","2021 August","Departures","All routes of travel","Thousand","781"
"Air and Sea Travel","2021 August","Departures","Cross channel","Thousand","265.6"
"Air and Sea Travel","2021 August","Departures","Continental Europe","Thousand","452.8"
"Air and Sea Travel","2021 August","Departures","Transatlantic","Thousand","43.3"
"Air and Sea Travel","2021 August","Departures","Other","Thousand","19.3"
"Air and Sea Travel","2021 September","Arrivals","All routes of travel","Thousand","810.1"
"Air and Sea Travel","2021 September","Arrivals","Cross channel","Thousand","252.7"
"Air and Sea Travel","2021 September","Arrivals","Continental Europe","Thousand","493.1"
"Air and Sea Travel","2021 September","Arrivals","Transatlantic","Thousand","40.5"
"Air and Sea Travel","2021 September","Arrivals","Other","Thousand","23.9"
"Air and Sea Travel","2021 September","Departures","All routes of travel","Thousand","792"
"Air and Sea Travel","2021 September","Departures","Cross channel","Thousand","277.1"
"Air and Sea Travel","2021 September","Departures","Continental Europe","Thousand","458.6"
"Air and Sea Travel","2021 September","Departures","Transatlantic","Thousand","40"
"Air and Sea Travel","2021 September","Departures","Other","Thousand","16.2"
"Air and Sea Travel","2021 October","Arrivals","All routes of travel","Thousand","925.5"
"Air and Sea Travel","2021 October","Arrivals","Cross channel","Thousand","314.2"
"Air and Sea Travel","2021 October","Arrivals","Continental Europe","Thousand","546"
"Air and Sea Travel","2021 October","Arrivals","Transatlantic","Thousand","39"
"Air and Sea Travel","2021 October","Arrivals","Other","Thousand","26.4"
"Air and Sea Travel","2021 October","Departures","All routes of travel","Thousand","895.1"
"Air and Sea Travel","2021 October","Departures","Cross channel","Thousand","322.9"
"Air and Sea Travel","2021 October","Departures","Continental Europe","Thousand","505.6"
"Air and Sea Travel","2021 October","Departures","Transatlantic","Thousand","42.1"
"Air and Sea Travel","2021 October","Departures","Other","Thousand","24.5"
"Air and Sea Travel","2021 November","Arrivals","All routes of travel","Thousand","785.8"
"Air and Sea Travel","2021 November","Arrivals","Cross channel","Thousand","313.8"
"Air and Sea Travel","2021 November","Arrivals","Continental Europe","Thousand","412"
"Air and Sea Travel","2021 November","Arrivals","Transatlantic","Thousand","37.3"
"Air and Sea Travel","2021 November","Arrivals","Other","Thousand","22.7"
"Air and Sea Travel","2021 November","Departures","All routes of travel","Thousand","785"
"Air and Sea Travel","2021 November","Departures","Cross channel","Thousand","322.7"
"Air and Sea Travel","2021 November","Departures","Continental Europe","Thousand","397.3"
"Air and Sea Travel","2021 November","Departures","Transatlantic","Thousand","46.7"
"Air and Sea Travel","2021 November","Departures","Other","Thousand","18.4"
"Air and Sea Travel","2021 December","Arrivals","All routes of travel","Thousand","692.9"
"Air and Sea Travel","2021 December","Arrivals","Cross channel","Thousand","285.4"
"Air and Sea Travel","2021 December","Arrivals","Continental Europe","Thousand","329.4"
"Air and Sea Travel","2021 December","Arrivals","Transatlantic","Thousand","55.8"
"Air and Sea Travel","2021 December","Arrivals","Other","Thousand","22.4"
"Air and Sea Travel","2021 December","Departures","All routes of travel","Thousand","732.7"
"Air and Sea Travel","2021 December","Departures","Cross channel","Thousand","255.6"
"Air and Sea Travel","2021 December","Departures","Continental Europe","Thousand","396.1"
"Air and Sea Travel","2021 December","Departures","Transatlantic","Thousand","56.5"
"Air and Sea Travel","2021 December","Departures","Other","Thousand","24.7"
"Air and Sea Travel","2022 January","Arrivals","All routes of travel","Thousand","584.1"
"Air and Sea Travel","2022 January","Arrivals","Cross channel","Thousand","164.7"
"Air and Sea Travel","2022 January","Arrivals","Continental Europe","Thousand","355.2"
"Air and Sea Travel","2022 January","Arrivals","Transatlantic","Thousand","40.2"
"Air and Sea Travel","2022 January","Arrivals","Other","Thousand","23.9"
"Air and Sea Travel","2022 January","Departures","All routes of travel","Thousand","562.3"
"Air and Sea Travel","2022 January","Departures","Cross channel","Thousand","203.6"
"Air and Sea Travel","2022 January","Departures","Continental Europe","Thousand","296.8"
"Air and Sea Travel","2022 January","Departures","Transatlantic","Thousand","40.8"
"Air and Sea Travel","2022 January","Departures","Other","Thousand","21.1"
"Air and Sea Travel","2022 February","Arrivals","All routes of travel","Thousand","787.3"
"Air and Sea Travel","2022 February","Arrivals","Cross channel","Thousand","318.6"
"Air and Sea Travel","2022 February","Arrivals","Continental Europe","Thousand","407.7"
"Air and Sea Travel","2022 February","Arrivals","Transatlantic","Thousand","38.1"
"Air and Sea Travel","2022 February","Arrivals","Other","Thousand","22.9"
"Air and Sea Travel","2022 February","Departures","All routes of travel","Thousand","785.2"
"Air and Sea Travel","2022 February","Departures","Cross channel","Thousand","319.5"
"Air and Sea Travel","2022 February","Departures","Continental Europe","Thousand","404.6"
"Air and Sea Travel","2022 February","Departures","Transatlantic","Thousand","38.8"
"Air and Sea Travel","2022 February","Departures","Other","Thousand","22.2"
"Air and Sea Travel","2022 March","Arrivals","All routes of travel","Thousand","1100.7"
"Air and Sea Travel","2022 March","Arrivals","Cross channel","Thousand","427.9"
"Air and Sea Travel","2022 March","Arrivals","Continental Europe","Thousand","554.2"
"Air and Sea Travel","2022 March","Arrivals","Transatlantic","Thousand","86.6"
"Air and Sea Travel","2022 March","Arrivals","Other","Thousand","32"
"Air and Sea Travel","2022 March","Departures","All routes of travel","Thousand","1055.4"
"Air and Sea Travel","2022 March","Departures","Cross channel","Thousand","414.6"
"Air and Sea Travel","2022 March","Departures","Continental Europe","Thousand","529.5"
"Air and Sea Travel","2022 March","Departures","Transatlantic","Thousand","82.7"
"Air and Sea Travel","2022 March","Departures","Other","Thousand","28.6"
"Air and Sea Travel","2022 April","Arrivals","All routes of travel","Thousand","1476.6"
"Air and Sea Travel","2022 April","Arrivals","Cross channel","Thousand","550"
"Air and Sea Travel","2022 April","Arrivals","Continental Europe","Thousand","763"
"Air and Sea Travel","2022 April","Arrivals","Transatlantic","Thousand","120.8"
"Air and Sea Travel","2022 April","Arrivals","Other","Thousand","42.8"
"Air and Sea Travel","2022 April","Departures","All routes of travel","Thousand","1493.6"
"Air and Sea Travel","2022 April","Departures","Cross channel","Thousand","545.6"
"Air and Sea Travel","2022 April","Departures","Continental Europe","Thousand","777.7"
"Air and Sea Travel","2022 April","Departures","Transatlantic","Thousand","128"
"Air and Sea Travel","2022 April","Departures","Other","Thousand","42.4"
"Air and Sea Travel","2022 May","Arrivals","All routes of travel","Thousand","1592.4"
"Air and Sea Travel","2022 May","Arrivals","Cross channel","Thousand","538.2"
"Air and Sea Travel","2022 May","Arrivals","Continental Europe","Thousand","835.5"
"Air and Sea Travel","2022 May","Arrivals","Transatlantic","Thousand","171.3"
"Air and Sea Travel","2022 May","Arrivals","Other","Thousand","47.4"
"Air and Sea Travel","2022 May","Departures","All routes of travel","Thousand","1577.6"
"Air and Sea Travel","2022 May","Departures","Cross channel","Thousand","507.2"
"Air and Sea Travel","2022 May","Departures","Continental Europe","Thousand","872.4"
"Air and Sea Travel","2022 May","Departures","Transatlantic","Thousand","154.8"
"Air and Sea Travel","2022 May","Departures","Other","Thousand","43.2"
"Air and Sea Travel","2022 June","Arrivals","All routes of travel","Thousand","1703.2"
"Air and Sea Travel","2022 June","Arrivals","Cross channel","Thousand","534.3"
"Air and Sea Travel","2022 June","Arrivals","Continental Europe","Thousand","910.6"
"Air and Sea Travel","2022 June","Arrivals","Transatlantic","Thousand","208.5"
"Air and Sea Travel","2022 June","Arrivals","Other","Thousand","49.8"
"Air and Sea Travel","2022 June","Departures","All routes of travel","Thousand","1829.5"
"Air and Sea Travel","2022 June","Departures","Cross channel","Thousand","596.2"
"Air and Sea Travel","2022 June","Departures","Continental Europe","Thousand","979.5"
"Air and Sea Travel","2022 June","Departures","Transatlantic","Thousand","202.3"
"Air and Sea Travel","2022 June","Departures","Other","Thousand","51.4"
"Air and Sea Travel","2022 July","Arrivals","All routes of travel","Thousand","1965.4"
"Air and Sea Travel","2022 July","Arrivals","Cross channel","Thousand","665.7"
"Air and Sea Travel","2022 July","Arrivals","Continental Europe","Thousand","1028.4"
"Air and Sea Travel","2022 July","Arrivals","Transatlantic","Thousand","212.2"
"Air and Sea Travel","2022 July","Arrivals","Other","Thousand","59.1"
"Air and Sea Travel","2022 July","Departures","All routes of travel","Thousand","1945.8"
"Air and Sea Travel","2022 July","Departures","Cross channel","Thousand","606.5"
"Air and Sea Travel","2022 July","Departures","Continental Europe","Thousand","1038.3"
