"STATISTIC Label","Month","Direction","Route","UNIT","VALUE"
"Air and Sea Travel","2013 February","Departures","All routes of travel","Thousand","745.3"
"Air and Sea Travel","2013 February","Departures","Cross channel","Thousand","386.4"
"Air and Sea Travel","2013 February","Departures","Continental Europe","Thousand","296"
"Air and Sea Travel","2013 February","Departures","Transatlantic","Thousand","41.5"
"Air and Sea Travel","2013 February","Departures","Other","Thousand","21.5"
"Air and Sea Travel","2013 March","Arrivals","All routes of travel","Thousand","1016.4"
"Air and Sea Travel","2013 March","Arrivals","Cross channel","Thousand","496"
"Air and Sea Travel","2013 March","Arrivals","Continental Europe","Thousand","426.1"
"Air and Sea Travel","2013 March","Arrivals","Transatlantic","Thousand","67.6"
"Air and Sea Travel","2013 March","Arrivals","Other","Thousand","26.7"
"Air and Sea Travel","2013 March","Departures","All routes of travel","Thousand","1018.6"
"Air and Sea Travel","2013 March","Departures","Cross channel","Thousand","467.7"
"Air and Sea Travel","2013 March","Departures","Continental Europe","Thousand","453.4"
"Air and Sea Travel","2013 March","Departures","Transatlantic","Thousand","70.1"
"Air and Sea Travel","2013 March","Departures","Other","Thousand","27.4"
"Air and Sea Travel","2013 April","Arrivals","All routes of travel","Thousand","1095.3"
"Air and Sea Travel","2013 April","Arrivals","Cross channel","Thousand","469.3"
"Air and Sea Travel","2013 April","Arrivals","Continental Europe","Thousand","516.9"
"Air and Sea Travel","2013 April","Arrivals","Transatlantic","Thousand","79.2"
"Air and Sea Travel","2013 April","Arrivals","Other","Thousand","29.8"
"Air and Sea Travel","2013 April","Departures","All routes of travel","Thousand","1076.1"
"Air and Sea Travel","2013 April","Departures","Cross channel","Thousand","492.6"
"Air and Sea Travel","2013 April","Departures","Continental Europe","Thousand","483.8"
"Air and Sea Travel","2013 April","Departures","Transatlantic","Thousand","75.7"
"Air and Sea Travel","2013 April","Departures","Other","Thousand","24"
"Air and Sea Travel","2013 May","Arrivals","All routes of travel","Thousand","1236.6"
"Air and Sea Travel","2013 May","Arrivals","Cross channel","Thousand","524.3"
"Air and Sea Travel","2013 May","Arrivals","Continental Europe","Thousand","574.3"
"Air and Sea Travel","2013 May","Arrivals","Transatlantic","Thousand","107.9"
"Air and Sea Travel","2013 May","Arrivals","Other","Thousand","30.3"
"Air and Sea Travel","2013 May","Departures","All routes of travel","Thousand","1277.7"
"Air and Sea Travel","2013 May","Departures","Cross channel","Thousand","512.7"
"Air and Sea Travel","2013 May","Departures","Continental Europe","Thousand","634.7"
"Air and Sea Travel","2013 May","Departures","Transatlantic","Thousand","98.9"
"Air and Sea Travel","2013 May","Departures","Other","Thousand","31.4"
"Air and Sea Travel","2013 June","Arrivals","All routes of travel","Thousand","1320.3"
"Air and Sea Travel","2013 June","Arrivals","Cross channel","Thousand","500.5"
"Air and Sea Travel","2013 June","Arrivals","Continental Europe","Thousand","651.4"
"Air and Sea Travel","2013 June","Arrivals","Transatlantic","Thousand","130.2"
"Air and Sea Travel","2013 June","Arrivals","Other","Thousand","38.2"
"Air and Sea Travel","2013 June","Departures","All routes of travel","Thousand","1450.7"
"Air and Sea Travel","2013 June","Departures","Cross channel","Thousand","559.4"
"Air and Sea Travel","2013 June","Departures","Continental Europe","Thousand","719.8"
"Air and Sea Travel","2013 June","Departures","Transatlantic","Thousand","129.4"
"Air and Sea Travel","2013 June","Departures","Other","Thousand","42.1"
"Air and Sea Travel","2013 July","Arrivals","All routes of travel","Thousand","1589.3"
"Air and Sea Travel","2013 July","Arrivals","Cross channel","Thousand","648.1"
"Air and Sea Travel","2013 July","Arrivals","Continental Europe","Thousand","767.2"
"Air and Sea Travel","2013 July","Arrivals","Transatlantic","Thousand","131.9"
"Air and Sea Travel","2013 July","Arrivals","Other","Thousand","42.2"
"Air and Sea Travel","2013 July","Departures","All routes of travel","Thousand","1525.1"
"Air and Sea Travel","2013 July","Departures","Cross channel","Thousand","593"
"Air and Sea Travel","2013 July","Departures","Continental Europe","Thousand","744.6"
"Air and Sea Travel","2013 July","Departures","Transatlantic","Thousand","143.6"
"Air and Sea Travel","2013 July","Departures","Other","Thousand","43.8"
"Air and Sea Travel","2013 August","Arrivals","All routes of travel","Thousand","1619.1"
"Air and Sea Travel","2013 August","Arrivals","Cross channel","Thousand","686.8"
"Air and Sea Travel","2013 August","Arrivals","Continental Europe","Thousand","747"
"Air and Sea Travel","2013 August","Arrivals","Transatlantic","Thousand","137.6"
"Air and Sea Travel","2013 August","Arrivals","Other","Thousand","47.7"
"Air and Sea Travel","2013 August","Departures","All routes of travel","Thousand","1562.7"
"Air and Sea Travel","2013 August","Departures","Cross channel","Thousand","687"
"Air and Sea Travel","2013 August","Departures","Continental Europe","Thousand","690.3"
"Air and Sea Travel","2013 August","Departures","Transatlantic","Thousand","142"
"Air and Sea Travel","2013 August","Departures","Other","Thousand","43.3"
"Air and Sea Travel","2013 September","Arrivals","All routes of travel","Thousand","1276.5"
"Air and Sea Travel","2013 September","Arrivals","Cross channel","Thousand","504.9"
"Air and Sea Travel","2013 September","Arrivals","Continental Europe","Thousand","614.5"
"Air and Sea Travel","2013 September","Arrivals","Transatlantic","Thousand","117.9"
"Air and Sea Travel","2013 September","Arrivals","Other","Thousand","39.1"
"Air and Sea Travel","2013 September","Departures","All routes of travel","Thousand","1269.4"
"Air and Sea Travel","2013 September","Departures","Cross channel","Thousand","533.2"
"Air and Sea Travel","2013 September","Departures","Continental Europe","Thousand","586.3"
"Air and Sea Travel","2013 September","Departures","Transatlantic","Thousand","115.7"
"Air and Sea Travel","2013 September","Departures","Other","Thousand","34.1"
"Air and Sea Travel","2013 October","Arrivals","All routes of travel","Thousand","1166.9"
"Air and Sea Travel","2013 October","Arrivals","Cross channel","Thousand","505.6"
"Air and Sea Travel","2013 October","Arrivals","Continental Europe","Thousand","548.8"
"Air and Sea Travel","2013 October","Arrivals","Transatlantic","Thousand","86.2"
"Air and Sea Travel","2013 October","Arrivals","Other","Thousand","26.3"
"Air and Sea Travel","2013 October","Departures","All routes of travel","Thousand","1167"
"Air and Sea Travel","2013 October","Departures","Cross channel","Thousand","517.4"
"Air and Sea Travel","2013 October","Departures","Continental Europe","Thousand","518.8"
"Air and Sea Travel","2013 October","Departures","Transatlantic","Thousand","98"
"Air and Sea Travel","2013 October","Departures","Other","Thousand","32.9"
"Air and Sea Travel","2013 November","Arrivals","All routes of travel","Thousand","897.9"
"Air and Sea Travel","2013 November","Arrivals","Cross channel","Thousand","455.7"
"Air and Sea Travel","2013 November","Arrivals","Continental Europe","Thousand","345.9"
"Air and Sea Travel","2013 November","Arrivals","Transatlantic","Thousand","69.8"
"Air and Sea Travel","2013 November","Arrivals","Other","Thousand","26.5"
"Air and Sea Travel","2013 November","Departures","All routes of travel","Thousand","894.4"
"Air and Sea Travel","2013 November","Departures","Cross channel","Thousand","468.9"
"Air and Sea Travel","2013 November","Departures","Continental Europe","Thousand","331.3"
"Air and Sea Travel","2013 November","Departures","Transatlantic","Thousand","71.2"
"Air and Sea Travel","2013 November","Departures","Other","Thousand","23"
"Air and Sea Travel","2013 December","Arrivals","All routes of travel","Thousand","935.7"
"Air and Sea Travel","2013 December","Arrivals","Cross channel","Thousand","510.7"
"Air and Sea Travel","2013 December","Arrivals","Continental Europe","Thousand","322.9"
"Air and Sea Travel","2013 December","Arrivals","Transatlantic","Thousand","73.7"
"Air and Sea Travel","2013 December","Arrivals","Other","Thousand","28.4"
"Air and Sea Travel","2013 December","Departures","All routes of travel","Thousand","897.8"
"Air and Sea Travel","2013 December","Departures","Cross channel","Thousand","442.1"
"Air and Sea Travel","2013 December","Departures","Continental Europe","Thousand","355.8"
"Air and Sea Travel","2013 December","Departures","Transatlantic","Thousand","69.5"
"Air and Sea Travel","2013 December","Departures","Other","Thousand","30.4"
"Air and Sea Travel","2014 January","Arrivals","All routes of travel","Thousand","778.9"
"Air and Sea Travel","2014 January","Arrivals","Cross channel","Thousand","366.4"
"Air and Sea Travel","2014 January","Arrivals","Continental Europe","Thousand","329.5"
"Air and Sea Travel","2014 January","Arrivals","Transatlantic","Thousand","52.9"
"Air and Sea Travel","2014 January","Arrivals","Other","Thousand","30.1"
"Air and Sea Travel","2014 January","Departures","All routes of travel","Thousand","825.4"
"Air and Sea Travel","2014 January","Departures","Cross channel","Thousand","433.9"
"Air and Sea Travel","2014 January","Departures","Continental Europe","Thousand","306.5"
"Air and Sea Travel","2014 January","Departures","Transatlantic","Thousand","54.4"
"Air and Sea Travel","2014 January","Departures","Other","Thousand","30.6"
"Air and Sea Travel","2014 February","Arrivals","All routes of travel","Thousand","800.1"
"Air and Sea Travel","2014 February","Arrivals","Cross channel","Thousand","423.6"
"Air and Sea Travel","2014 February","Arrivals","Continental Europe","Thousand","309.4"
"Air and Sea Travel","2014 February","Arrivals","Transatlantic","Thousand","43.3"
"Air and Sea Travel","2014 February","Arrivals","Other","Thousand","23.7"
"Air and Sea Travel","2014 February","Departures","All routes of travel","Thousand","790.3"
"Air and Sea Travel","2014 February","Departures","Cross channel","Thousand","420.8"
"Air and Sea Travel","2014 February","Departures","Continental Europe","Thousand","302.2"
"Air and Sea Travel","2014 February","Departures","Transatlantic","Thousand","43.3"
"Air and Sea Travel","2014 February","Departures","Other","Thousand","24"
"Air and Sea Travel","2014 March","Arrivals","All routes of travel","Thousand","972.8"
"Air and Sea Travel","2014 March","Arrivals","Cross channel","Thousand","485.3"
"Air and Sea Travel","2014 March","Arrivals","Continental Europe","Thousand","389.2"
"Air and Sea Travel","2014 March","Arrivals","Transatlantic","Thousand","68.9"
"Air and Sea Travel","2014 March","Arrivals","Other","Thousand","29.4"
"Air and Sea Travel","2014 March","Departures","All routes of travel","Thousand","958"
"Air and Sea Travel","2014 March","Departures","Cross channel","Thousand","480.3"
"Air and Sea Travel","2014 March","Departures","Continental Europe","Thousand","383.2"
"Air and Sea Travel","2014 March","Departures","Transatlantic","Thousand","68.8"
"Air and Sea Travel","2014 March","Departures","Other","Thousand","25.7"
"Air and Sea Travel","2014 April","Arrivals","All routes of travel","Thousand","1231"
"Air and Sea Travel","2014 April","Arrivals","Cross channel","Thousand","551.7"
"Air and Sea Travel","2014 April","Arrivals","Continental Europe","Thousand","557.6"
"Air and Sea Travel","2014 April","Arrivals","Transatlantic","Thousand","88.6"
"Air and Sea Travel","2014 April","Arrivals","Other","Thousand","33"
"Air and Sea Travel","2014 April","Departures","All routes of travel","Thousand","1232.8"
"Air and Sea Travel","2014 April","Departures","Cross channel","Thousand","549.3"
"Air and Sea Travel","2014 April","Departures","Continental Europe","Thousand","560.8"
"Air and Sea Travel","2014 April","Departures","Transatlantic","Thousand","91.5"
"Air and Sea Travel","2014 April","Departures","Other","Thousand","31.3"
"Air and Sea Travel","2014 May","Arrivals","All routes of travel","Thousand","1310.8"
"Air and Sea Travel","2014 May","Arrivals","Cross channel","Thousand","556.8"
"Air and Sea Travel","2014 May","Arrivals","Continental Europe","Thousand","592.3"
"Air and Sea Travel","2014 May","Arrivals","Transatlantic","Thousand","126.4"
"Air and Sea Travel","2014 May","Arrivals","Other","Thousand","35.2"
"Air and Sea Travel","2014 May","Departures","All routes of travel","Thousand","1349.4"
"Air and Sea Travel","2014 May","Departures","Cross channel","Thousand","551"
"Air and Sea Travel","2014 May","Departures","Continental Europe","Thousand","649"
"Air and Sea Travel","2014 May","Departures","Transatlantic","Thousand","115.2"
"Air and Sea Travel","2014 May","Departures","Other","Thousand","34.2"
"Air and Sea Travel","2014 June","Arrivals","All routes of travel","Thousand","1398.2"
"Air and Sea Travel","2014 June","Arrivals","Cross channel","Thousand","529.1"
"Air and Sea Travel","2014 June","Arrivals","Continental Europe","Thousand","680.4"
"Air and Sea Travel","2014 June","Arrivals","Transatlantic","Thousand","150.7"
"Air and Sea Travel","2014 June","Arrivals","Other","Thousand","38"
"Air and Sea Travel","2014 June","Departures","All routes of travel","Thousand","1527"
"Air and Sea Travel","2014 June","Departures","Cross channel","Thousand","584"
"Air and Sea Travel","2014 June","Departures","Continental Europe","Thousand","753"
"Air and Sea Travel","2014 June","Departures","Transatlantic","Thousand","148.7"
"Air and Sea Travel","2014 June","Departures","Other","Thousand","41.3"
"Air and Sea Travel","2014 July","Arrivals","All routes of travel","Thousand","1692.4"
"Air and Sea Travel","2014 July","Arrivals","Cross channel","Thousand","683.6"
"Air and Sea Travel","2014 July","Arrivals","Continental Europe","Thousand","817.4"
"Air and Sea Travel","2014 July","Arrivals","Transatlantic","Thousand","147.6"
"Air and Sea Travel","2014 July","Arrivals","Other","Thousand","43.8"
"Air and Sea Travel","2014 July","Departures","All routes of travel","Thousand","1626.6"
"Air and Sea Travel","2014 July","Departures","Cross channel","Thousand","624.3"
"Air and Sea Travel","2014 July","Departures","Continental Europe","Thousand","794.4"
"Air and Sea Travel","2014 July","Departures","Transatlantic","Thousand","163.8"
"Air and Sea Travel","2014 July","Departures","Other","Thousand","44.1"
"Air and Sea Travel","2014 August","Arrivals","All routes of travel","Thousand","1737.1"
"Air and Sea Travel","2014 August","Arrivals","Cross channel","Thousand","719.3"
"Air and Sea Travel","2014 August","Arrivals","Continental Europe","Thousand","810.6"
"Air and Sea Travel","2014 August","Arrivals","Transatlantic","Thousand","157.2"
"Air and Sea Travel","2014 August","Arrivals","Other","Thousand","50"
"Air and Sea Travel","2014 August","Departures","All routes of travel","Thousand","1682.8"
"Air and Sea Travel","2014 August","Departures","Cross channel","Thousand","722.3"
"Air and Sea Travel","2014 August","Departures","Continental Europe","Thousand","753.6"
"Air and Sea Travel","2014 August","Departures","Transatlantic","Thousand","160.4"
"Air and Sea Travel","2014 August","Departures","Other","Thousand","46.5"
"Air and Sea Travel","2014 September","Arrivals","All routes of travel","Thousand","1344.6"
"Air and Sea Travel","2014 September","Arrivals","Cross channel","Thousand","531.3"
"Air and Sea Travel","2014 September","Arrivals","Continental Europe","Thousand","631.6"
"Air and Sea Travel","2014 September","Arrivals","Transatlantic","Thousand","138.7"
"Air and Sea Travel","2014 September","Arrivals","Other","Thousand","43.1"
"Air and Sea Travel","2014 September","Departures","All routes of travel","Thousand","1350.7"
"Air and Sea Travel","2014 September","Departures","Cross channel","Thousand","557.7"
"Air and Sea Travel","2014 September","Departures","Continental Europe","Thousand","612.7"
"Air and Sea Travel","2014 September","Departures","Transatlantic","Thousand","138.3"
"Air and Sea Travel","2014 September","Departures","Other","Thousand","42"
"Air and Sea Travel","2014 October","Arrivals","All routes of travel","Thousand","1276.6"
"Air and Sea Travel","2014 October","Arrivals","Cross channel","Thousand","551.1"
"Air and Sea Travel","2014 October","Arrivals","Continental Europe","Thousand","583.6"
"Air and Sea Travel","2014 October","Arrivals","Transatlantic","Thousand","107.3"
"Air and Sea Travel","2014 October","Arrivals","Other","Thousand","34.5"
"Air and Sea Travel","2014 October","Departures","All routes of travel","Thousand","1268.7"
"Air and Sea Travel","2014 October","Departures","Cross channel","Thousand","549.5"
"Air and Sea Travel","2014 October","Departures","Continental Europe","Thousand","555.3"
"Air and Sea Travel","2014 October","Departures","Transatlantic","Thousand","122.9"
"Air and Sea Travel","2014 October","Departures","Other","Thousand","41"
"Air and Sea Travel","2014 November","Arrivals","All routes of travel","Thousand","987.5"
"Air and Sea Travel","2014 November","Arrivals","Cross channel","Thousand","485.5"
"Air and Sea Travel","2014 November","Arrivals","Continental Europe","Thousand","389.9"
"Air and Sea Travel","2014 November","Arrivals","Transatlantic","Thousand","77.2"
"Air and Sea Travel","2014 November","Arrivals","Other","Thousand","35"
"Air and Sea Travel","2014 November","Departures","All routes of travel","Thousand","981.7"
"Air and Sea Travel","2014 November","Departures","Cross channel","Thousand","500.2"
"Air and Sea Travel","2014 November","Departures","Continental Europe","Thousand","371.3"
"Air and Sea Travel","2014 November","Departures","Transatlantic","Thousand","78.6"
"Air and Sea Travel","2014 November","Departures","Other","Thousand","31.5"
"Air and Sea Travel","2014 December","Arrivals","All routes of travel","Thousand","1016.7"
"Air and Sea Travel","2014 December","Arrivals","Cross channel","Thousand","538.3"
"Air and Sea Travel","2014 December","Arrivals","Continental Europe","Thousand","361.4"
"Air and Sea Travel","2014 December","Arrivals","Transatlantic","Thousand","79.6"
"Air and Sea Travel","2014 December","Arrivals","Other","Thousand","37.4"
"Air and Sea Travel","2014 December","Departures","All routes of travel","Thousand","977.1"
"Air and Sea Travel","2014 December","Departures","Cross channel","Thousand","464.5"
"Air and Sea Travel","2014 December","Departures","Continental Europe","Thousand","396.8"
"Air and Sea Travel","2014 December","Departures","Transatlantic","Thousand","74.2"
"Air and Sea Travel","2014 December","Departures","Other","Thousand","41.6"
"Air and Sea Travel","2015 January","Arrivals","All routes of travel","Thousand","871"
"Air and Sea Travel","2015 January","Arrivals","Cross channel","Thousand","393.1"
"Air and Sea Travel","2015 January","Arrivals","Continental Europe","Thousand","381.3"
"Air and Sea Travel","2015 January","Arrivals","Transatlantic","Thousand","55.4"
"Air and Sea Travel","2015 January","Arrivals","Other","Thousand","41.1"
"Air and Sea Travel","2015 January","Departures","All routes of travel","Thousand","923.4"
"Air and Sea Travel","2015 January","Departures","Cross channel","Thousand","464.3"
"Air and Sea Travel","2015 January","Departures","Continental Europe","Thousand","360.2"
"Air and Sea Travel","2015 January","Departures","Transatlantic","Thousand","59.1"
"Air and Sea Travel","2015 January","Departures","Other","Thousand","39.8"
"Air and Sea Travel","2015 February","Arrivals","All routes of travel","Thousand","911.4"
"Air and Sea Travel","2015 February","Arrivals","Cross channel","Thousand","455.1"
"Air and Sea Travel","2015 February","Arrivals","Continental Europe","Thousand","379.1"
"Air and Sea Travel","2015 February","Arrivals","Transatlantic","Thousand","46.4"
"Air and Sea Travel","2015 February","Arrivals","Other","Thousand","30.7"
"Air and Sea Travel","2015 February","Departures","All routes of travel","Thousand","894.9"
"Air and Sea Travel","2015 February","Departures","Cross channel","Thousand","444.5"
"Air and Sea Travel","2015 February","Departures","Continental Europe","Thousand","374.2"
"Air and Sea Travel","2015 February","Departures","Transatlantic","Thousand","45.4"
"Air and Sea Travel","2015 February","Departures","Other","Thousand","30.9"
"Air and Sea Travel","2015 March","Arrivals","All routes of travel","Thousand","1126.8"
"Air and Sea Travel","2015 March","Arrivals","Cross channel","Thousand","556.9"
"Air and Sea Travel","2015 March","Arrivals","Continental Europe","Thousand","458.3"
"Air and Sea Travel","2015 March","Arrivals","Transatlantic","Thousand","73.3"
"Air and Sea Travel","2015 March","Arrivals","Other","Thousand","38.3"
"Air and Sea Travel","2015 March","Departures","All routes of travel","Thousand","1135.6"
"Air and Sea Travel","2015 March","Departures","Cross channel","Thousand","549.6"
"Air and Sea Travel","2015 March","Departures","Continental Europe","Thousand","471.2"
"Air and Sea Travel","2015 March","Departures","Transatlantic","Thousand","76"
"Air and Sea Travel","2015 March","Departures","Other","Thousand","38.8"
"Air and Sea Travel","2015 April","Arrivals","All routes of travel","Thousand","1324"
"Air and Sea Travel","2015 April","Arrivals","Cross channel","Thousand","575.2"
"Air and Sea Travel","2015 April","Arrivals","Continental Europe","Thousand","608.4"
"Air and Sea Travel","2015 April","Arrivals","Transatlantic","Thousand","95.2"
"Air and Sea Travel","2015 April","Arrivals","Other","Thousand","45.2"
"Air and Sea Travel","2015 April","Departures","All routes of travel","Thousand","1291.6"
"Air and Sea Travel","2015 April","Departures","Cross channel","Thousand","579.8"
"Air and Sea Travel","2015 April","Departures","Continental Europe","Thousand","586.4"
"Air and Sea Travel","2015 April","Departures","Transatlantic","Thousand","91.2"
"Air and Sea Travel","2015 April","Departures","Other","Thousand","34.3"
"Air and Sea Travel","2015 May","Arrivals","All routes of travel","Thousand","1429.8"
"Air and Sea Travel","2015 May","Arrivals","Cross channel","Thousand","597.6"
"Air and Sea Travel","2015 May","Arrivals","Continental Europe","Thousand","649.3"
"Air and Sea Travel","2015 May","Arrivals","Transatlantic","Thousand","142"
"Air and Sea Travel","2015 May","Arrivals","Other","Thousand","40.9"
"Air and Sea Travel","2015 May","Departures","All routes of travel","Thousand","1483.3"
"Air and Sea Travel","2015 May","Departures","Cross channel","Thousand","598.9"
"Air and Sea Travel","2015 May","Departures","Continental Europe","Thousand","713.5"
"Air and Sea Travel","2015 May","Departures","Transatlantic","Thousand","130.4"
"Air and Sea Travel","2015 May","Departures","Other","Thousand","40.5"
"Air and Sea Travel","2015 June","Arrivals","All routes of travel","Thousand","1576"
"Air and Sea Travel","2015 June","Arrivals","Cross channel","Thousand","583.9"
"Air and Sea Travel","2015 June","Arrivals","Continental Europe","Thousand","776.1"
"Air and Sea Travel","2015 June","Arrivals","Transatlantic","Thousand","170.4"
"Air and Sea Travel","2015 June","Arrivals","Other","Thousand","45.6"
"Air and Sea Travel","2015 June","Departures","All routes of travel","Thousand","1691.4"
"Air and Sea Travel","2015 June","Departures","Cross channel","Thousand","624.8"
"Air and Sea Travel","2015 June","Departures","Continental Europe","Thousand","846.2"
"Air and Sea Travel","2015 June","Departures","Transatlantic","Thousand","168.8"
"Air and Sea Travel","2015 June","Departures","Other","Thousand","51.6"
"Air and Sea Travel","2015 July","Arrivals","All routes of travel","Thousand","1863.7"
"Air and Sea Travel","2015 July","Arrivals","Cross channel","Thousand","737.5"
"Air and Sea Travel","2015 July","Arrivals","Continental Europe","Thousand","898.4"
"Air and Sea Travel","2015 July","Arrivals","Transatlantic","Thousand","172.1"
"Air and Sea Travel","2015 July","Arrivals","Other","Thousand","55.7"
"Air and Sea Travel","2015 July","Departures","All routes of travel","Thousand","1793.7"
"Air and Sea Travel","2015 July","Departures","Cross channel","Thousand","671.2"
"Air and Sea Travel","2015 July","Departures","Continental Europe","Thousand","872"
"Air and Sea Travel","2015 July","Departures","Transatlantic","Thousand","190.9"
"Air and Sea Travel","2015 July","Departures","Other","Thousand","59.6"
"Air and Sea Travel","2015 August","Arrivals","All routes of travel","Thousand","1842.3"
"Air and Sea Travel","2015 August","Arrivals","Cross channel","Thousand","749.7"
"Air and Sea Travel","2015 August","Arrivals","Continental Europe","Thousand","854"
"Air and Sea Travel","2015 August","Arrivals","Transatlantic","Thousand","177.2"
"Air and Sea Travel","2015 August","Arrivals","Other","Thousand","61.4"
"Air and Sea Travel","2015 August","Departures","All routes of travel","Thousand","1799.8"
"Air and Sea Travel","2015 August","Departures","Cross channel","Thousand","758.4"
"Air and Sea Travel","2015 August","Departures","Continental Europe","Thousand","804.3"
"Air and Sea Travel","2015 August","Departures","Transatlantic","Thousand","181.2"
"Air and Sea Travel","2015 August","Departures","Other","Thousand","55.9"
"Air and Sea Travel","2015 September","Arrivals","All routes of travel","Thousand","1487"
"Air and Sea Travel","2015 September","Arrivals","Cross channel","Thousand","578.5"
"Air and Sea Travel","2015 September","Arrivals","Continental Europe","Thousand","706.9"
"Air and Sea Travel","2015 September","Arrivals","Transatlantic","Thousand","153.7"
"Air and Sea Travel","2015 September","Arrivals","Other","Thousand","47.8"
"Air and Sea Travel","2015 September","Departures","All routes of travel","Thousand","1496.6"
"Air and Sea Travel","2015 September","Departures","Cross channel","Thousand","614.6"
"Air and Sea Travel","2015 September","Departures","Continental Europe","Thousand","684.6"
"Air and Sea Travel","2015 September","Departures","Transatlantic","Thousand","152.7"
"Air and Sea Travel","2015 September","Departures","Other","Thousand","44.7"
"Air and Sea Travel","2015 October","Arrivals","All routes of travel","Thousand","1450.8"
"Air and Sea Travel","2015 October","Arrivals","Cross channel","Thousand","632.4"
"Air and Sea Travel","2015 October","Arrivals","Continental Europe","Thousand","663.2"
"Air and Sea Travel","2015 October","Arrivals","Transatlantic","Thousand","115.9"
"Air and Sea Travel","2015 October","Arrivals","Other","Thousand","39.3"
"Air and Sea Travel","2015 October","Departures","All routes of travel","Thousand","1443.5"
"Air and Sea Travel","2015 October","Departures","Cross channel","Thousand","634.8"
"Air and Sea Travel","2015 October","Departures","Continental Europe","Thousand","631.1"
"Air and Sea Travel","2015 October","Departures","Transatlantic","Thousand","131.7"
"Air and Sea Travel","2015 October","Departures","Other","Thousand","45.9"
"Air and Sea Travel","2015 November","Arrivals","All routes of travel","Thousand","1109.6"
"Air and Sea Travel","2015 November","Arrivals","Cross channel","Thousand","529.6"
"Air and Sea Travel","2015 November","Arrivals","Continental Europe","Thousand","457.7"
"Air and Sea Travel","2015 November","Arrivals","Transatlantic","Thousand","86.8"
"Air and Sea Travel","2015 November","Arrivals","Other","Thousand","35.5"
"Air and Sea Travel","2015 November","Departures","All routes of travel","Thousand","1104.6"
"Air and Sea Travel","2015 November","Departures","Cross channel","Thousand","540"
"Air and Sea Travel","2015 November","Departures","Continental Europe","Thousand","440.6"
"Air and Sea Travel","2015 November","Departures","Transatlantic","Thousand","89.9"
"Air and Sea Travel","2015 November","Departures","Other","Thousand","34"
"Air and Sea Travel","2015 December","Arrivals","All routes of travel","Thousand","1108"
"Air and Sea Travel","2015 December","Arrivals","Cross channel","Thousand","570.6"
"Air and Sea Travel","2015 December","Arrivals","Continental Europe","Thousand","410.1"
"Air and Sea Travel","2015 December","Arrivals","Transatlantic","Thousand","87.4"
"Air and Sea Travel","2015 December","Arrivals","Other","Thousand","39.9"
"Air and Sea Travel","2015 December","Departures","All routes of travel","Thousand","1080.2"
"Air and Sea Travel","2015 December","Departures","Cross channel","Thousand","498.4"
"Air and Sea Travel","2015 December","Departures","Continental Europe","Thousand","454"
"Air and Sea Travel","2015 December","Departures","Transatlantic","Thousand","84.1"
"Air and Sea Travel","2015 December","Departures","Other","Thousand","43.7"
"Air and Sea Travel","2016 January","Arrivals","All routes of travel","Thousand","1001.8"
"Air and Sea Travel","2016 January","Arrivals","Cross channel","Thousand","447.1"
"Air and Sea Travel","2016 January","Arrivals","Continental Europe","Thousand","449.7"
"Air and Sea Travel","2016 January","Arrivals","Transatlantic","Thousand","62.9"
"Air and Sea Travel","2016 January","Arrivals","Other","Thousand","42"
"Air and Sea Travel","2016 January","Departures","All routes of travel","Thousand","1041.6"
"Air and Sea Travel","2016 January","Departures","Cross channel","Thousand","513.7"
"Air and Sea Travel","2016 January","Departures","Continental Europe","Thousand","421.2"
"Air and Sea Travel","2016 January","Departures","Transatlantic","Thousand","65.7"
"Air and Sea Travel","2016 January","Departures","Other","Thousand","41"
"Air and Sea Travel","2016 February","Arrivals","All routes of travel","Thousand","1039.2"
"Air and Sea Travel","2016 February","Arrivals","Cross channel","Thousand","520.6"
"Air and Sea Travel","2016 February","Arrivals","Continental Europe","Thousand","438"
"Air and Sea Travel","2016 February","Arrivals","Transatlantic","Thousand","50.1"
"Air and Sea Travel","2016 February","Arrivals","Other","Thousand","30.7"
"Air and Sea Travel","2016 February","Departures","All routes of travel","Thousand","1033.5"
"Air and Sea Travel","2016 February","Departures","Cross channel","Thousand","521.1"
"Air and Sea Travel","2016 February","Departures","Continental Europe","Thousand","432.5"
"Air and Sea Travel","2016 February","Departures","Transatlantic","Thousand","49.1"
"Air and Sea Travel","2016 February","Departures","Other","Thousand","30.9"
"Air and Sea Travel","2016 March","Arrivals","All routes of travel","Thousand","1316"
"Air and Sea Travel","2016 March","Arrivals","Cross channel","Thousand","639.5"
"Air and Sea Travel","2016 March","Arrivals","Continental Europe","Thousand","544.3"
"Air and Sea Travel","2016 March","Arrivals","Transatlantic","Thousand","93.1"
"Air and Sea Travel","2016 March","Arrivals","Other","Thousand","39.1"
"Air and Sea Travel","2016 March","Departures","All routes of travel","Thousand","1315"
"Air and Sea Travel","2016 March","Departures","Cross channel","Thousand","602.1"
"Air and Sea Travel","2016 March","Departures","Continental Europe","Thousand","576.3"
"Air and Sea Travel","2016 March","Departures","Transatlantic","Thousand","96.9"
"Air and Sea Travel","2016 March","Departures","Other","Thousand","39.7"
"Air and Sea Travel","2016 April","Arrivals","All routes of travel","Thousand","1388.9"
"Air and Sea Travel","2016 April","Arrivals","Cross channel","Thousand","593.2"
"Air and Sea Travel","2016 April","Arrivals","Continental Europe","Thousand","648"
