"STATISTIC Label","Month","Direction","Mode","UNIT","VALUE"
"Air and Sea Travel","2015 May","Arrivals","Sea","Thousand","121.3"
"Air and Sea Travel","2015 May","Departures","All modes of transport","Thousand","1483.3"
"Air and Sea Travel","2015 May","Departures","Air","Thousand","1359.9"
"Air and Sea Travel","2015 May","Departures","Sea","Thousand","123.4"
"Air and Sea Travel","2015 June","Arrivals","All modes of transport","Thousand","1576"
"Air and Sea Travel","2015 June","Arrivals","Air","Thousand","1450.3"
"Air and Sea Travel","2015 June","Arrivals","Sea","Thousand","125.7"
"Air and Sea Travel","2015 June","Departures","All modes of transport","Thousand","1691.4"
"Air and Sea Travel","2015 June","Departures","Air","Thousand","1541.7"
"Air and Sea Travel","2015 June","Departures","Sea","Thousand","149.7"
"Air and Sea Travel","2015 July","Arrivals","All modes of transport","Thousand","1863.7"
"Air and Sea Travel","2015 July","Arrivals","Air","Thousand","1637.8"
"Air and Sea Travel","2015 July","Arrivals","Sea","Thousand","225.9"
"Air and Sea Travel","2015 July","Departures","All modes of transport","Thousand","1793.7"
"Air and Sea Travel","2015 July","Departures","Air","Thousand","1600"
"Air and Sea Travel","2015 July","Departures","Sea","Thousand","193.6"
"Air and Sea Travel","2015 August","Arrivals","All modes of transport","Thousand","1842.3"
"Air and Sea Travel","2015 August","Arrivals","Air","Thousand","1597.9"
"Air and Sea Travel","2015 August","Arrivals","Sea","Thousand","244.3"
"Air and Sea Travel","2015 August","Departures","All modes of transport","Thousand","1799.8"
"Air and Sea Travel","2015 August","Departures","Air","Thousand","1552.5"
"Air and Sea Travel","2015 August","Departures","Sea","Thousand","247.3"
"Air and Sea Travel","2015 September","Arrivals","All modes of transport","Thousand","1487"
"Air and Sea Travel","2015 September","Arrivals","Air","Thousand","1368.5"
"Air and Sea Travel","2015 September","Arrivals","Sea","Thousand","118.6"
"Air and Sea Travel","2015 September","Departures","All modes of transport","Thousand","1496.6"
"Air and Sea Travel","2015 September","Departures","Air","Thousand","1368.8"
"Air and Sea Travel","2015 September","Departures","Sea","Thousand","127.8"
"Air and Sea Travel","2015 October","Arrivals","All modes of transport","Thousand","1450.8"
"Air and Sea Travel","2015 October","Arrivals","Air","Thousand","1346.3"
"Air and Sea Travel","2015 October","Arrivals","Sea","Thousand","104.5"
"Air and Sea Travel","2015 October","Departures","All modes of transport","Thousand","1443.5"
"Air and Sea Travel","2015 October","Departures","Air","Thousand","1339.8"
"Air and Sea Travel","2015 October","Departures","Sea","Thousand","103.7"
"Air and Sea Travel","2015 November","Arrivals","All modes of transport","Thousand","1109.6"
"Air and Sea Travel","2015 November","Arrivals","Air","Thousand","1060.7"
"Air and Sea Travel","2015 November","Arrivals","Sea","Thousand","48.9"
"Air and Sea Travel","2015 November","Departures","All modes of transport","Thousand","1104.6"
"Air and Sea Travel","2015 November","Departures","Air","Thousand","1055.4"
"Air and Sea Travel","2015 November","Departures","Sea","Thousand","49.2"
"Air and Sea Travel","2015 December","Arrivals","All modes of transport","Thousand","1108"
"Air and Sea Travel","2015 December","Arrivals","Air","Thousand","1020.2"
"Air and Sea Travel","2015 December","Arrivals","Sea","Thousand","87.7"
"Air and Sea Travel","2015 December","Departures","All modes of transport","Thousand","1080.2"
"Air and Sea Travel","2015 December","Departures","Air","Thousand","1018.6"
"Air and Sea Travel","2015 December","Departures","Sea","Thousand","61.6"
"Air and Sea Travel","2016 January","Arrivals","All modes of transport","Thousand","1001.8"
"Air and Sea Travel","2016 January","Arrivals","Air","Thousand","963.8"
"Air and Sea Travel","2016 January","Arrivals","Sea","Thousand","38"
"Air and Sea Travel","2016 January","Departures","All modes of transport","Thousand","1041.6"
"Air and Sea Travel","2016 January","Departures","Air","Thousand","981.7"
"Air and Sea Travel","2016 January","Departures","Sea","Thousand","59.9"
"Air and Sea Travel","2016 February","Arrivals","All modes of transport","Thousand","1039.2"
"Air and Sea Travel","2016 February","Arrivals","Air","Thousand","992"
"Air and Sea Travel","2016 February","Arrivals","Sea","Thousand","47.2"
"Air and Sea Travel","2016 February","Departures","All modes of transport","Thousand","1033.5"
"Air and Sea Travel","2016 February","Departures","Air","Thousand","989"
"Air and Sea Travel","2016 February","Departures","Sea","Thousand","44.5"
"Air and Sea Travel","2016 March","Arrivals","All modes of transport","Thousand","1316"
"Air and Sea Travel","2016 March","Arrivals","Air","Thousand","1222.8"
"Air and Sea Travel","2016 March","Arrivals","Sea","Thousand","93.3"
"Air and Sea Travel","2016 March","Departures","All modes of transport","Thousand","1315"
"Air and Sea Travel","2016 March","Departures","Air","Thousand","1236.5"
"Air and Sea Travel","2016 March","Departures","Sea","Thousand","78.4"
"Air and Sea Travel","2016 April","Arrivals","All modes of transport","Thousand","1388.9"
"Air and Sea Travel","2016 April","Arrivals","Air","Thousand","1300.1"
"Air and Sea Travel","2016 April","Arrivals","Sea","Thousand","88.9"
"Air and Sea Travel","2016 April","Departures","All modes of transport","Thousand","1380.7"
"Air and Sea Travel","2016 April","Departures","Air","Thousand","1282.8"
"Air and Sea Travel","2016 April","Departures","Sea","Thousand","97.9"
"Air and Sea Travel","2016 May","Arrivals","All modes of transport","Thousand","1567.2"
"Air and Sea Travel","2016 May","Arrivals","Air","Thousand","1453.3"
"Air and Sea Travel","2016 May","Arrivals","Sea","Thousand","113.9"
"Air and Sea Travel","2016 May","Departures","All modes of transport","Thousand","1578.1"
"Air and Sea Travel","2016 May","Departures","Air","Thousand","1475.7"
"Air and Sea Travel","2016 May","Departures","Sea","Thousand","102.5"
"Air and Sea Travel","2016 June","Arrivals","All modes of transport","Thousand","1687.9"
"Air and Sea Travel","2016 June","Arrivals","Air","Thousand","1565.1"
"Air and Sea Travel","2016 June","Arrivals","Sea","Thousand","122.8"
"Air and Sea Travel","2016 June","Departures","All modes of transport","Thousand","1839.9"
"Air and Sea Travel","2016 June","Departures","Air","Thousand","1684.6"
"Air and Sea Travel","2016 June","Departures","Sea","Thousand","155.3"
"Air and Sea Travel","2016 July","Arrivals","All modes of transport","Thousand","1982.2"
"Air and Sea Travel","2016 July","Arrivals","Air","Thousand","1764"
"Air and Sea Travel","2016 July","Arrivals","Sea","Thousand","218.2"
"Air and Sea Travel","2016 July","Departures","All modes of transport","Thousand","1929.7"
"Air and Sea Travel","2016 July","Departures","Air","Thousand","1738.7"
"Air and Sea Travel","2016 July","Departures","Sea","Thousand","191"
"Air and Sea Travel","2016 August","Arrivals","All modes of transport","Thousand","1974.3"
"Air and Sea Travel","2016 August","Arrivals","Air","Thousand","1741.5"
"Air and Sea Travel","2016 August","Arrivals","Sea","Thousand","232.8"
"Air and Sea Travel","2016 August","Departures","All modes of transport","Thousand","1917.5"
"Air and Sea Travel","2016 August","Departures","Air","Thousand","1688.9"
"Air and Sea Travel","2016 August","Departures","Sea","Thousand","228.6"
"Air and Sea Travel","2016 September","Arrivals","All modes of transport","Thousand","1617.6"
"Air and Sea Travel","2016 September","Arrivals","Air","Thousand","1502.3"
"Air and Sea Travel","2016 September","Arrivals","Sea","Thousand","115.3"
"Air and Sea Travel","2016 September","Departures","All modes of transport","Thousand","1621.6"
"Air and Sea Travel","2016 September","Departures","Air","Thousand","1498.6"
"Air and Sea Travel","2016 September","Departures","Sea","Thousand","123"
"Air and Sea Travel","2016 October","Arrivals","All modes of transport","Thousand","1523.2"
"Air and Sea Travel","2016 October","Arrivals","Air","Thousand","1434"
"Air and Sea Travel","2016 October","Arrivals","Sea","Thousand","89.2"
"Air and Sea Travel","2016 October","Departures","All modes of transport","Thousand","1555.8"
"Air and Sea Travel","2016 October","Departures","Air","Thousand","1462.3"
"Air and Sea Travel","2016 October","Departures","Sea","Thousand","93.6"
"Air and Sea Travel","2016 November","Arrivals","All modes of transport","Thousand","1219.4"
"Air and Sea Travel","2016 November","Arrivals","Air","Thousand","1163.1"
"Air and Sea Travel","2016 November","Arrivals","Sea","Thousand","56.3"
"Air and Sea Travel","2016 November","Departures","All modes of transport","Thousand","1185.5"
"Air and Sea Travel","2016 November","Departures","Air","Thousand","1134.9"
"Air and Sea Travel","2016 November","Departures","Sea","Thousand","50.6"
"Air and Sea Travel","2016 December","Arrivals","All modes of transport","Thousand","1214.8"
"Air and Sea Travel","2016 December","Arrivals","Air","Thousand","1130.4"
"Air and Sea Travel","2016 December","Arrivals","Sea","Thousand","84.4"
"Air and Sea Travel","2016 December","Departures","All modes of transport","Thousand","1209.2"
"Air and Sea Travel","2016 December","Departures","Air","Thousand","1145.3"
"Air and Sea Travel","2016 December","Departures","Sea","Thousand","63.9"
"Air and Sea Travel","2017 January","Arrivals","All modes of transport","Thousand","1092.4"
"Air and Sea Travel","2017 January","Arrivals","Air","Thousand","1050.9"
"Air and Sea Travel","2017 January","Arrivals","Sea","Thousand","41.6"
"Air and Sea Travel","2017 January","Departures","All modes of transport","Thousand","1115.2"
"Air and Sea Travel","2017 January","Departures","Air","Thousand","1057.1"
"Air and Sea Travel","2017 January","Departures","Sea","Thousand","58.1"
"Air and Sea Travel","2017 February","Arrivals","All modes of transport","Thousand","1066.9"
"Air and Sea Travel","2017 February","Arrivals","Air","Thousand","1023.1"
"Air and Sea Travel","2017 February","Arrivals","Sea","Thousand","43.8"
"Air and Sea Travel","2017 February","Departures","All modes of transport","Thousand","1060.5"
"Air and Sea Travel","2017 February","Departures","Air","Thousand","1020.2"
"Air and Sea Travel","2017 February","Departures","Sea","Thousand","40.3"
"Air and Sea Travel","2017 March","Arrivals","All modes of transport","Thousand","1323.3"
"Air and Sea Travel","2017 March","Arrivals","Air","Thousand","1253.3"
"Air and Sea Travel","2017 March","Arrivals","Sea","Thousand","70"
"Air and Sea Travel","2017 March","Departures","All modes of transport","Thousand","1293.6"
"Air and Sea Travel","2017 March","Departures","Air","Thousand","1227.7"
"Air and Sea Travel","2017 March","Departures","Sea","Thousand","65.9"
"Air and Sea Travel","2017 April","Arrivals","All modes of transport","Thousand","1557.2"
"Air and Sea Travel","2017 April","Arrivals","Air","Thousand","1430.5"
"Air and Sea Travel","2017 April","Arrivals","Sea","Thousand","126.7"
"Air and Sea Travel","2017 April","Departures","All modes of transport","Thousand","1563.3"
"Air and Sea Travel","2017 April","Departures","Air","Thousand","1438.7"
"Air and Sea Travel","2017 April","Departures","Sea","Thousand","124.6"
"Air and Sea Travel","2017 May","Arrivals","All modes of transport","Thousand","1621.4"
"Air and Sea Travel","2017 May","Arrivals","Air","Thousand","1500.6"
"Air and Sea Travel","2017 May","Arrivals","Sea","Thousand","120.8"
"Air and Sea Travel","2017 May","Departures","All modes of transport","Thousand","1637.4"
"Air and Sea Travel","2017 May","Departures","Air","Thousand","1530.6"
"Air and Sea Travel","2017 May","Departures","Sea","Thousand","106.8"
"Air and Sea Travel","2017 June","Arrivals","All modes of transport","Thousand","1768.9"
"Air and Sea Travel","2017 June","Arrivals","Air","Thousand","1646.3"
"Air and Sea Travel","2017 June","Arrivals","Sea","Thousand","122.6"
"Air and Sea Travel","2017 June","Departures","All modes of transport","Thousand","1919.6"
"Air and Sea Travel","2017 June","Departures","Air","Thousand","1761.5"
"Air and Sea Travel","2017 June","Departures","Sea","Thousand","158.1"
"Air and Sea Travel","2017 July","Arrivals","All modes of transport","Thousand","2061.7"
"Air and Sea Travel","2017 July","Arrivals","Air","Thousand","1845.2"
"Air and Sea Travel","2017 July","Arrivals","Sea","Thousand","216.5"
"Air and Sea Travel","2017 July","Departures","All modes of transport","Thousand","2015.2"
"Air and Sea Travel","2017 July","Departures","Air","Thousand","1828.6"
"Air and Sea Travel","2017 July","Departures","Sea","Thousand","186.6"
"Air and Sea Travel","2017 August","Arrivals","All modes of transport","Thousand","2069.8"
"Air and Sea Travel","2017 August","Arrivals","Air","Thousand","1831.9"
"Air and Sea Travel","2017 August","Arrivals","Sea","Thousand","237.9"
"Air and Sea Travel","2017 August","Departures","All modes of transport","Thousand","2010.7"
"Air and Sea Travel","2017 August","Departures","Air","Thousand","1778.1"
"Air and Sea Travel","2017 August","Departures","Sea","Thousand","232.6"
"Air and Sea Travel","2017 September","Arrivals","All modes of transport","Thousand","1702.8"
"Air and Sea Travel","2017 September","Arrivals","Air","Thousand","1587"
"Air and Sea Travel","2017 September","Arrivals","Sea","Thousand","115.7"
"Air and Sea Travel","2017 September","Departures","All modes of transport","Thousand","1709.2"
"Air and Sea Travel","2017 September","Departures","Air","Thousand","1583.6"
"Air and Sea Travel","2017 September","Departures","Sea","Thousand","125.6"
"Air and Sea Travel","2017 October","Arrivals","All modes of transport","Thousand","1569.6"
"Air and Sea Travel","2017 October","Arrivals","Air","Thousand","1482.8"
"Air and Sea Travel","2017 October","Arrivals","Sea","Thousand","86.8"
"Air and Sea Travel","2017 October","Departures","All modes of transport","Thousand","1597.5"
"Air and Sea Travel","2017 October","Departures","Air","Thousand","1505.9"
"Air and Sea Travel","2017 October","Departures","Sea","Thousand","91.6"
"Air and Sea Travel","2017 November","Arrivals","All modes of transport","Thousand","1289.3"
"Air and Sea Travel","2017 November","Arrivals","Air","Thousand","1234.2"
"Air and Sea Travel","2017 November","Arrivals","Sea","Thousand","55.1"
"Air and Sea Travel","2017 November","Departures","All modes of transport","Thousand","1256.4"
"Air and Sea Travel","2017 November","Departures","Air","Thousand","1203.5"
"Air and Sea Travel","2017 November","Departures","Sea","Thousand","52.9"
"Air and Sea Travel","2017 December","Arrivals","All modes of transport","Thousand","1276"
"Air and Sea Travel","2017 December","Arrivals","Air","Thousand","1190.3"
"Air and Sea Travel","2017 December","Arrivals","Sea","Thousand","85.7"
"Air and Sea Travel","2017 December","Departures","All modes of transport","Thousand","1270.2"
"Air and Sea Travel","2017 December","Departures","Air","Thousand","1204.3"
"Air and Sea Travel","2017 December","Departures","Sea","Thousand","65.9"
"Air and Sea Travel","2018 January","Arrivals","All modes of transport","Thousand","1156.9"
"Air and Sea Travel","2018 January","Arrivals","Air","Thousand","1110.5"
"Air and Sea Travel","2018 January","Arrivals","Sea","Thousand","46.4"
"Air and Sea Travel","2018 January","Departures","All modes of transport","Thousand","1166.9"
"Air and Sea Travel","2018 January","Departures","Air","Thousand","1115.6"
"Air and Sea Travel","2018 January","Departures","Sea","Thousand","51.3"
"Air and Sea Travel","2018 February","Arrivals","All modes of transport","Thousand","1108.7"
"Air and Sea Travel","2018 February","Arrivals","Air","Thousand","1057.9"
"Air and Sea Travel","2018 February","Arrivals","Sea","Thousand","50.8"
"Air and Sea Travel","2018 February","Departures","All modes of transport","Thousand","1095.8"
"Air and Sea Travel","2018 February","Departures","Air","Thousand","1047.3"
"Air and Sea Travel","2018 February","Departures","Sea","Thousand","48.5"
"Air and Sea Travel","2018 March","Arrivals","All modes of transport","Thousand","1345"
"Air and Sea Travel","2018 March","Arrivals","Air","Thousand","1262.4"
"Air and Sea Travel","2018 March","Arrivals","Sea","Thousand","82.6"
"Air and Sea Travel","2018 March","Departures","All modes of transport","Thousand","1364.8"
"Air and Sea Travel","2018 March","Departures","Air","Thousand","1294.6"
"Air and Sea Travel","2018 March","Departures","Sea","Thousand","70.1"
"Air and Sea Travel","2018 April","Arrivals","All modes of transport","Thousand","1633.1"
"Air and Sea Travel","2018 April","Arrivals","Air","Thousand","1531.3"
"Air and Sea Travel","2018 April","Arrivals","Sea","Thousand","101.9"
"Air and Sea Travel","2018 April","Departures","All modes of transport","Thousand","1577.7"
"Air and Sea Travel","2018 April","Departures","Air","Thousand","1473.8"
"Air and Sea Travel","2018 April","Departures","Sea","Thousand","103.9"
"Air and Sea Travel","2018 May","Arrivals","All modes of transport","Thousand","1752.2"
"Air and Sea Travel","2018 May","Arrivals","Air","Thousand","1632.2"
"Air and Sea Travel","2018 May","Arrivals","Sea","Thousand","119.9"
"Air and Sea Travel","2018 May","Departures","All modes of transport","Thousand","1802.4"
"Air and Sea Travel","2018 May","Departures","Air","Thousand","1687.4"
"Air and Sea Travel","2018 May","Departures","Sea","Thousand","115"
"Air and Sea Travel","2018 June","Arrivals","All modes of transport","Thousand","1883.4"
"Air and Sea Travel","2018 June","Arrivals","Air","Thousand","1762.5"
"Air and Sea Travel","2018 June","Arrivals","Sea","Thousand","121"
"Air and Sea Travel","2018 June","Departures","All modes of transport","Thousand","2035.4"
"Air and Sea Travel","2018 June","Departures","Air","Thousand","1879"
"Air and Sea Travel","2018 June","Departures","Sea","Thousand","156.3"
"Air and Sea Travel","2018 July","Arrivals","All modes of transport","Thousand","2163.7"
"Air and Sea Travel","2018 July","Arrivals","Air","Thousand","1953"
"Air and Sea Travel","2018 July","Arrivals","Sea","Thousand","210.7"
"Air and Sea Travel","2018 July","Departures","All modes of transport","Thousand","2116.8"
"Air and Sea Travel","2018 July","Departures","Air","Thousand","1932"
"Air and Sea Travel","2018 July","Departures","Sea","Thousand","184.8"
"Air and Sea Travel","2018 August","Arrivals","All modes of transport","Thousand","2163.6"
"Air and Sea Travel","2018 August","Arrivals","Air","Thousand","1927.3"
"Air and Sea Travel","2018 August","Arrivals","Sea","Thousand","236.3"
"Air and Sea Travel","2018 August","Departures","All modes of transport","Thousand","2095.7"
"Air and Sea Travel","2018 August","Departures","Air","Thousand","1865.2"
"Air and Sea Travel","2018 August","Departures","Sea","Thousand","230.5"
"Air and Sea Travel","2018 September","Arrivals","All modes of transport","Thousand","1806.4"
"Air and Sea Travel","2018 September","Arrivals","Air","Thousand","1696.5"
"Air and Sea Travel","2018 September","Arrivals","Sea","Thousand","109.9"
"Air and Sea Travel","2018 September","Departures","All modes of transport","Thousand","1809"
"Air and Sea Travel","2018 September","Departures","Air","Thousand","1691"
"Air and Sea Travel","2018 September","Departures","Sea","Thousand","118"
"Air and Sea Travel","2018 October","Arrivals","All modes of transport","Thousand","1682.8"
"Air and Sea Travel","2018 October","Arrivals","Air","Thousand","1598.5"
"Air and Sea Travel","2018 October","Arrivals","Sea","Thousand","84.3"
"Air and Sea Travel","2018 October","Departures","All modes of transport","Thousand","1710.4"
"Air and Sea Travel","2018 October","Departures","Air","Thousand","1624.9"
"Air and Sea Travel","2018 October","Departures","Sea","Thousand","85.5"
"Air and Sea Travel","2018 November","Arrivals","All modes of transport","Thousand","1355.4"
"Air and Sea Travel","2018 November","Arrivals","Air","Thousand","1305.3"
"Air and Sea Travel","2018 November","Arrivals","Sea","Thousand","50.1"
"Air and Sea Travel","2018 November","Departures","All modes of transport","Thousand","1333.8"
"Air and Sea Travel","2018 November","Departures","Air","Thousand","1284"
"Air and Sea Travel","2018 November","Departures","Sea","Thousand","49.8"
"Air and Sea Travel","2018 December","Arrivals","All modes of transport","Thousand","1344.7"
"Air and Sea Travel","2018 December","Arrivals","Air","Thousand","1264.8"
"Air and Sea Travel","2018 December","Arrivals","Sea","Thousand","80"
"Air and Sea Travel","2018 December","Departures","All modes of transport","Thousand","1347.6"
"Air and Sea Travel","2018 December","Departures","Air","Thousand","1285.7"
"Air and Sea Travel","2018 December","Departures","Sea","Thousand","61.9"
"Air and Sea Travel","2019 January","Arrivals","All modes of transport","Thousand","1213.2"
"Air and Sea Travel","2019 January","Arrivals","Air","Thousand","1174.6"
"Air and Sea Travel","2019 January","Arrivals","Sea","Thousand","38.6"
"Air and Sea Travel","2019 January","Departures","All modes of transport","Thousand","1221.6"
"Air and Sea Travel","2019 January","Departures","Air","Thousand","1169.3"
"Air and Sea Travel","2019 January","Departures","Sea","Thousand","52.3"
"Air and Sea Travel","2019 February","Arrivals","All modes of transport","Thousand","1187.3"
"Air and Sea Travel","2019 February","Arrivals","Air","Thousand","1142.4"
"Air and Sea Travel","2019 February","Arrivals","Sea","Thousand","44.9"
"Air and Sea Travel","2019 February","Departures","All modes of transport","Thousand","1181.1"
"Air and Sea Travel","2019 February","Departures","Air","Thousand","1139.1"
"Air and Sea Travel","2019 February","Departures","Sea","Thousand","42"
"Air and Sea Travel","2019 March","Arrivals","All modes of transport","Thousand","1465.9"
"Air and Sea Travel","2019 March","Arrivals","Air","Thousand","1400.5"
"Air and Sea Travel","2019 March","Arrivals","Sea","Thousand","65.4"
"Air and Sea Travel","2019 March","Departures","All modes of transport","Thousand","1436.6"
"Air and Sea Travel","2019 March","Departures","Air","Thousand","1375.4"
"Air and Sea Travel","2019 March","Departures","Sea","Thousand","61.3"
"Air and Sea Travel","2019 April","Arrivals","All modes of transport","Thousand","1712.9"
"Air and Sea Travel","2019 April","Arrivals","Air","Thousand","1596.9"
"Air and Sea Travel","2019 April","Arrivals","Sea","Thousand","116"
"Air and Sea Travel","2019 April","Departures","All modes of transport","Thousand","1736.4"
"Air and Sea Travel","2019 April","Departures","Air","Thousand","1622.6"
"Air and Sea Travel","2019 April","Departures","Sea","Thousand","113.8"
"Air and Sea Travel","2019 May","Arrivals","All modes of transport","Thousand","1818.9"
"Air and Sea Travel","2019 May","Arrivals","Air","Thousand","1712"
"Air and Sea Travel","2019 May","Arrivals","Sea","Thousand","106.8"
"Air and Sea Travel","2019 May","Departures","All modes of transport","Thousand","1851.6"
"Air and Sea Travel","2019 May","Departures","Air","Thousand","1744"
"Air and Sea Travel","2019 May","Departures","Sea","Thousand","107.5"
"Air and Sea Travel","2019 June","Arrivals","All modes of transport","Thousand","1941.1"
"Air and Sea Travel","2019 June","Arrivals","Air","Thousand","1823.7"
"Air and Sea Travel","2019 June","Arrivals","Sea","Thousand","117.4"
"Air and Sea Travel","2019 June","Departures","All modes of transport","Thousand","2081"
"Air and Sea Travel","2019 June","Departures","Air","Thousand","1933.4"
"Air and Sea Travel","2019 June","Departures","Sea","Thousand","147.5"
"Air and Sea Travel","2019 July","Arrivals","All modes of transport","Thousand","2225.9"
"Air and Sea Travel","2019 July","Arrivals","Air","Thousand","2017.7"
"Air and Sea Travel","2019 July","Arrivals","Sea","Thousand","208.1"
"Air and Sea Travel","2019 July","Departures","All modes of transport","Thousand","2183.9"
"Air and Sea Travel","2019 July","Departures","Air","Thousand","2006.9"
"Air and Sea Travel","2019 July","Departures","Sea","Thousand","177"
"Air and Sea Travel","2019 August","Arrivals","All modes of transport","Thousand","2256.5"
"Air and Sea Travel","2019 August","Arrivals","Air","Thousand","2033.6"
"Air and Sea Travel","2019 August","Arrivals","Sea","Thousand","222.9"
"Air and Sea Travel","2019 August","Departures","All modes of transport","Thousand","2191.9"
"Air and Sea Travel","2019 August","Departures","Air","Thousand","1967.5"
"Air and Sea Travel","2019 August","Departures","Sea","Thousand","224.3"
"Air and Sea Travel","2019 September","Arrivals","All modes of transport","Thousand","1871.1"
"Air and Sea Travel","2019 September","Arrivals","Air","Thousand","1764.4"
"Air and Sea Travel","2019 September","Arrivals","Sea","Thousand","106.7"
"Air and Sea Travel","2019 September","Departures","All modes of transport","Thousand","1869.3"
"Air and Sea Travel","2019 September","Departures","Air","Thousand","1757.4"
"Air and Sea Travel","2019 September","Departures","Sea","Thousand","111.8"
"Air and Sea Travel","2019 October","Arrivals","All modes of transport","Thousand","1727.1"
"Air and Sea Travel","2019 October","Arrivals","Air","Thousand","1646.3"
"Air and Sea Travel","2019 October","Arrivals","Sea","Thousand","80.8"
"Air and Sea Travel","2019 October","Departures","All modes of transport","Thousand","1739.9"
"Air and Sea Travel","2019 October","Departures","Air","Thousand","1660.1"
"Air and Sea Travel","2019 October","Departures","Sea","Thousand","79.8"
"Air and Sea Travel","2019 November","Arrivals","All modes of transport","Thousand","1351.4"
"Air and Sea Travel","2019 November","Arrivals","Air","Thousand","1305.1"
"Air and Sea Travel","2019 November","Arrivals","Sea","Thousand","46.3"
"Air and Sea Travel","2019 November","Departures","All modes of transport","Thousand","1328.4"
"Air and Sea Travel","2019 November","Departures","Air","Thousand","1279.1"
"Air and Sea Travel","2019 November","Departures","Sea","Thousand","49.3"
"Air and Sea Travel","2019 December","Arrivals","All modes of transport","Thousand","1372.6"
"Air and Sea Travel","2019 December","Arrivals","Air","Thousand","1290.4"
"Air and Sea Travel","2019 December","Arrivals","Sea","Thousand","82.2"
"Air and Sea Travel","2019 December","Departures","All modes of transport","Thousand","1383.8"
"Air and Sea Travel","2019 December","Departures","Air","Thousand","1320.2"
"Air and Sea Travel","2019 December","Departures","Sea","Thousand","63.5"
"Air and Sea Travel","2020 January","Arrivals","All modes of transport","Thousand","1235.1"
"Air and Sea Travel","2020 January","Arrivals","Air","Thousand","1195.2"
"Air and Sea Travel","2020 January","Arrivals","Sea","Thousand","39.9"
"Air and Sea Travel","2020 January","Departures","All modes of transport","Thousand","1239.8"
"Air and Sea Travel","2020 January","Departures","Air","Thousand","1183.5"
"Air and Sea Travel","2020 January","Departures","Sea","Thousand","56.3"
"Air and Sea Travel","2020 February","Arrivals","All modes of transport","Thousand","1215.1"
"Air and Sea Travel","2020 February","Arrivals","Air","Thousand","1171.7"
"Air and Sea Travel","2020 February","Arrivals","Sea","Thousand","43.4"
"Air and Sea Travel","2020 February","Departures","All modes of transport","Thousand","1203.3"
"Air and Sea Travel","2020 February","Departures","Air","Thousand","1161.9"
"Air and Sea Travel","2020 February","Departures","Sea","Thousand","41.4"
"Air and Sea Travel","2020 March","Arrivals","All modes of transport","Thousand","635"
"Air and Sea Travel","2020 March","Arrivals","Air","Thousand","603.6"
"Air and Sea Travel","2020 March","Arrivals","Sea","Thousand","31.3"
"Air and Sea Travel","2020 March","Departures","All modes of transport","Thousand","602.1"
"Air and Sea Travel","2020 March","Departures","Air","Thousand","575.6"
"Air and Sea Travel","2020 March","Departures","Sea","Thousand","26.5"
"Air and Sea Travel","2020 April","Arrivals","All modes of transport","Thousand","16.1"
"Air and Sea Travel","2020 April","Arrivals","Air","Thousand","12.1"
"Air and Sea Travel","2020 April","Arrivals","Sea","Thousand","4"
"Air and Sea Travel","2020 April","Departures","All modes of transport","Thousand","17.8"
"Air and Sea Travel","2020 April","Departures","Air","Thousand","12.8"
"Air and Sea Travel","2020 April","Departures","Sea","Thousand","4.9"
"Air and Sea Travel","2020 May","Arrivals","All modes of transport","Thousand","28.3"
"Air and Sea Travel","2020 May","Arrivals","Air","Thousand","19.9"
"Air and Sea Travel","2020 May","Arrivals","Sea","Thousand","8.4"
"Air and Sea Travel","2020 May","Departures","All modes of transport","Thousand","36.3"
"Air and Sea Travel","2020 May","Departures","Air","Thousand","24.7"
"Air and Sea Travel","2020 May","Departures","Sea","Thousand","11.6"
"Air and Sea Travel","2020 June","Arrivals","All modes of transport","Thousand","57.1"
"Air and Sea Travel","2020 June","Arrivals","Air","Thousand","40.2"
"Air and Sea Travel","2020 June","Arrivals","Sea","Thousand","16.9"
"Air and Sea Travel","2020 June","Departures","All modes of transport","Thousand","73.9"
"Air and Sea Travel","2020 June","Departures","Air","Thousand","53.1"
"Air and Sea Travel","2020 June","Departures","Sea","Thousand","20.8"
"Air and Sea Travel","2020 July","Arrivals","All modes of transport","Thousand","227.3"
"Air and Sea Travel","2020 July","Arrivals","Air","Thousand","188.1"
"Air and Sea Travel","2020 July","Arrivals","Sea","Thousand","39.2"
"Air and Sea Travel","2020 July","Departures","All modes of transport","Thousand","275.4"
"Air and Sea Travel","2020 July","Departures","Air","Thousand","239"
"Air and Sea Travel","2020 July","Departures","Sea","Thousand","36.4"
"Air and Sea Travel","2020 August","Arrivals","All modes of transport","Thousand","362.6"
"Air and Sea Travel","2020 August","Arrivals","Air","Thousand","311.6"
"Air and Sea Travel","2020 August","Arrivals","Sea","Thousand","51"
"Air and Sea Travel","2020 August","Departures","All modes of transport","Thousand","328.2"
"Air and Sea Travel","2020 August","Departures","Air","Thousand","275.5"
"Air and Sea Travel","2020 August","Departures","Sea","Thousand","52.7"
"Air and Sea Travel","2020 September","Arrivals","All modes of transport","Thousand","254.4"
"Air and Sea Travel","2020 September","Arrivals","Air","Thousand","224"
"Air and Sea Travel","2020 September","Arrivals","Sea","Thousand","30.4"
"Air and Sea Travel","2020 September","Departures","All modes of transport","Thousand","236.7"
"Air and Sea Travel","2020 September","Departures","Air","Thousand","203.5"
