"STATISTIC Label","Year","Country","Direction","UNIT","VALUE"
"Air and Sea Travel","2015","United Arab Emirates","Departures","Thousand","357.8"
"Air and Sea Travel","2015","Austria","Arrivals","Thousand","60.8"
"Air and Sea Travel","2015","Austria","Departures","Thousand","60.3"
"Air and Sea Travel","2015","Belgium","Arrivals","Thousand","270.4"
"Air and Sea Travel","2015","Belgium","Departures","Thousand","269.3"
"Air and Sea Travel","2015","Bulgaria","Arrivals","Thousand","15.6"
"Air and Sea Travel","2015","Bulgaria","Departures","Thousand","15.4"
"Air and Sea Travel","2015","Canada","Arrivals","Thousand","150.2"
"Air and Sea Travel","2015","Canada","Departures","Thousand","158.8"
"Air and Sea Travel","2015","Switzerland","Arrivals","Thousand","195.4"
"Air and Sea Travel","2015","Switzerland","Departures","Thousand","197"
"Air and Sea Travel","2015","Cyprus","Arrivals","Thousand","0"
"Air and Sea Travel","2015","Cyprus","Departures","Thousand","0"
"Air and Sea Travel","2015","Czech Republic","Arrivals","Thousand","98.9"
"Air and Sea Travel","2015","Czech Republic","Departures","Thousand","100"
"Air and Sea Travel","2015","Germany","Arrivals","Thousand","925.9"
"Air and Sea Travel","2015","Germany","Departures","Thousand","922"
"Air and Sea Travel","2015","Denmark","Arrivals","Thousand","158.1"
"Air and Sea Travel","2015","Denmark","Departures","Thousand","157.9"
"Air and Sea Travel","2015","Estonia","Arrivals","Thousand","7"
"Air and Sea Travel","2015","Estonia","Departures","Thousand","6.9"
"Air and Sea Travel","2015","Spain","Arrivals","Thousand","1713.3"
"Air and Sea Travel","2015","Spain","Departures","Thousand","1712.5"
"Air and Sea Travel","2015","Finland","Arrivals","Thousand","30.5"
"Air and Sea Travel","2015","Finland","Departures","Thousand","31.3"
"Air and Sea Travel","2015","France","Arrivals","Thousand","1113"
"Air and Sea Travel","2015","France","Departures","Thousand","1115.4"
"Air and Sea Travel","2015","Other UK (1)","Arrivals","Thousand","25.4"
"Air and Sea Travel","2015","Other UK (1)","Departures","Thousand","25.4"
"Air and Sea Travel","2015","Greece","Arrivals","Thousand","44.6"
"Air and Sea Travel","2015","Greece","Departures","Thousand","45.3"
"Air and Sea Travel","2015","Croatia","Arrivals","Thousand","50.8"
"Air and Sea Travel","2015","Croatia","Departures","Thousand","49.1"
"Air and Sea Travel","2015","Hungary","Arrivals","Thousand","98.9"
"Air and Sea Travel","2015","Hungary","Departures","Thousand","96.6"
"Air and Sea Travel","2015","Iceland","Arrivals","Thousand","15.7"
"Air and Sea Travel","2015","Iceland","Departures","Thousand","16.3"
"Air and Sea Travel","2015","Italy","Arrivals","Thousand","619.5"
"Air and Sea Travel","2015","Italy","Departures","Thousand","614.3"
"Air and Sea Travel","2015","Lithuania","Arrivals","Thousand","88.9"
"Air and Sea Travel","2015","Lithuania","Departures","Thousand","90.5"
"Air and Sea Travel","2015","Luxembourg","Arrivals","Thousand","14.3"
"Air and Sea Travel","2015","Luxembourg","Departures","Thousand","15.1"
"Air and Sea Travel","2015","Latvia","Arrivals","Thousand","63.1"
"Air and Sea Travel","2015","Latvia","Departures","Thousand","64.7"
"Air and Sea Travel","2015","Malta","Arrivals","Thousand","39"
"Air and Sea Travel","2015","Malta","Departures","Thousand","38.7"
"Air and Sea Travel","2015","Netherlands","Arrivals","Thousand","451.3"
"Air and Sea Travel","2015","Netherlands","Departures","Thousand","454.9"
"Air and Sea Travel","2015","Norway","Arrivals","Thousand","74.5"
"Air and Sea Travel","2015","Norway","Departures","Thousand","77.7"
"Air and Sea Travel","2015","Poland","Arrivals","Thousand","488.4"
"Air and Sea Travel","2015","Poland","Departures","Thousand","488.6"
"Air and Sea Travel","2015","Portugal","Arrivals","Thousand","417.9"
"Air and Sea Travel","2015","Portugal","Departures","Thousand","416.3"
"Air and Sea Travel","2015","Qatar","Arrivals","Thousand","0"
"Air and Sea Travel","2015","Qatar","Departures","Thousand","0"
"Air and Sea Travel","2015","Romania","Arrivals","Thousand","67.3"
"Air and Sea Travel","2015","Romania","Departures","Thousand","63.9"
"Air and Sea Travel","2015","Sweden","Arrivals","Thousand","41.5"
"Air and Sea Travel","2015","Sweden","Departures","Thousand","43.9"
"Air and Sea Travel","2015","Slovenia","Arrivals","Thousand","0"
"Air and Sea Travel","2015","Slovenia","Departures","Thousand","0"
"Air and Sea Travel","2015","Slovakia","Arrivals","Thousand","64.3"
"Air and Sea Travel","2015","Slovakia","Departures","Thousand","62.8"
"Air and Sea Travel","2015","Turkey","Arrivals","Thousand","121.7"
"Air and Sea Travel","2015","Turkey","Departures","Thousand","121.5"
"Air and Sea Travel","2015","United States","Arrivals","Thousand","1225.3"
"Air and Sea Travel","2015","United States","Departures","Thousand","1242.1"
"Air and Sea Travel","2015","Great Britain","Arrivals","Thousand","6934.9"
"Air and Sea Travel","2015","Great Britain","Departures","Thousand","6953.8"
"Air and Sea Travel","2015","Other Europe (33)","Arrivals","Thousand","14.1"
"Air and Sea Travel","2015","Other Europe (33)","Departures","Thousand","11.7"
"Air and Sea Travel","2015","Other Countries(43)","Arrivals","Thousand","40.5"
"Air and Sea Travel","2015","Other Countries(43)","Departures","Thousand","40.4"
"Air and Sea Travel","2015","Other transatlantic countries(2)","Arrivals","Thousand","0.2"
"Air and Sea Travel","2015","Other transatlantic countries(2)","Departures","Thousand","0.4"
"Air and Sea Travel","2016","All countries","Arrivals","Thousand","17532.6"
"Air and Sea Travel","2016","All countries","Departures","Thousand","17608.1"
"Air and Sea Travel","2016","United Arab Emirates","Arrivals","Thousand","350.6"
"Air and Sea Travel","2016","United Arab Emirates","Departures","Thousand","349"
"Air and Sea Travel","2016","Austria","Arrivals","Thousand","65.4"
"Air and Sea Travel","2016","Austria","Departures","Thousand","66.3"
"Air and Sea Travel","2016","Belgium","Arrivals","Thousand","252.6"
"Air and Sea Travel","2016","Belgium","Departures","Thousand","253.1"
"Air and Sea Travel","2016","Bulgaria","Arrivals","Thousand","22.3"
"Air and Sea Travel","2016","Bulgaria","Departures","Thousand","22.2"
"Air and Sea Travel","2016","Canada","Arrivals","Thousand","166.7"
"Air and Sea Travel","2016","Canada","Departures","Thousand","171.3"
"Air and Sea Travel","2016","Switzerland","Arrivals","Thousand","213.2"
"Air and Sea Travel","2016","Switzerland","Departures","Thousand","217.8"
"Air and Sea Travel","2016","Cyprus","Arrivals","Thousand","2"
"Air and Sea Travel","2016","Cyprus","Departures","Thousand","2"
"Air and Sea Travel","2016","Czech Republic","Arrivals","Thousand","96.2"
"Air and Sea Travel","2016","Czech Republic","Departures","Thousand","97.1"
"Air and Sea Travel","2016","Germany","Arrivals","Thousand","992.9"
"Air and Sea Travel","2016","Germany","Departures","Thousand","996.2"
"Air and Sea Travel","2016","Denmark","Arrivals","Thousand","141.5"
"Air and Sea Travel","2016","Denmark","Departures","Thousand","141.3"
"Air and Sea Travel","2016","Estonia","Arrivals","Thousand","10.8"
"Air and Sea Travel","2016","Estonia","Departures","Thousand","11.1"
"Air and Sea Travel","2016","Spain","Arrivals","Thousand","1966.7"
"Air and Sea Travel","2016","Spain","Departures","Thousand","1969.1"
"Air and Sea Travel","2016","Finland","Arrivals","Thousand","46.2"
"Air and Sea Travel","2016","Finland","Departures","Thousand","47.7"
"Air and Sea Travel","2016","France","Arrivals","Thousand","1124.9"
"Air and Sea Travel","2016","France","Departures","Thousand","1131.3"
"Air and Sea Travel","2016","Other UK (1)","Arrivals","Thousand","32.9"
"Air and Sea Travel","2016","Other UK (1)","Departures","Thousand","33.1"
"Air and Sea Travel","2016","Greece","Arrivals","Thousand","69"
"Air and Sea Travel","2016","Greece","Departures","Thousand","69"
"Air and Sea Travel","2016","Croatia","Arrivals","Thousand","55.1"
"Air and Sea Travel","2016","Croatia","Departures","Thousand","54.4"
"Air and Sea Travel","2016","Hungary","Arrivals","Thousand","116.5"
"Air and Sea Travel","2016","Hungary","Departures","Thousand","114.4"
"Air and Sea Travel","2016","Iceland","Arrivals","Thousand","39.2"
"Air and Sea Travel","2016","Iceland","Departures","Thousand","39.2"
"Air and Sea Travel","2016","Italy","Arrivals","Thousand","652.7"
"Air and Sea Travel","2016","Italy","Departures","Thousand","648"
"Air and Sea Travel","2016","Lithuania","Arrivals","Thousand","87.6"
"Air and Sea Travel","2016","Lithuania","Departures","Thousand","90"
"Air and Sea Travel","2016","Luxembourg","Arrivals","Thousand","16.6"
"Air and Sea Travel","2016","Luxembourg","Departures","Thousand","17.4"
"Air and Sea Travel","2016","Latvia","Arrivals","Thousand","58.4"
"Air and Sea Travel","2016","Latvia","Departures","Thousand","60"
"Air and Sea Travel","2016","Malta","Arrivals","Thousand","38.9"
"Air and Sea Travel","2016","Malta","Departures","Thousand","39.1"
"Air and Sea Travel","2016","Netherlands","Arrivals","Thousand","615.6"
"Air and Sea Travel","2016","Netherlands","Departures","Thousand","613.7"
"Air and Sea Travel","2016","Norway","Arrivals","Thousand","71.8"
"Air and Sea Travel","2016","Norway","Departures","Thousand","74.1"
"Air and Sea Travel","2016","Poland","Arrivals","Thousand","527.2"
"Air and Sea Travel","2016","Poland","Departures","Thousand","529.5"
"Air and Sea Travel","2016","Portugal","Arrivals","Thousand","483.6"
"Air and Sea Travel","2016","Portugal","Departures","Thousand","485"
"Air and Sea Travel","2016","Qatar","Arrivals","Thousand","0"
"Air and Sea Travel","2016","Qatar","Departures","Thousand","0"
"Air and Sea Travel","2016","Romania","Arrivals","Thousand","90.1"
"Air and Sea Travel","2016","Romania","Departures","Thousand","88"
"Air and Sea Travel","2016","Sweden","Arrivals","Thousand","54.2"
"Air and Sea Travel","2016","Sweden","Departures","Thousand","55.3"
"Air and Sea Travel","2016","Slovenia","Arrivals","Thousand","0"
"Air and Sea Travel","2016","Slovenia","Departures","Thousand","0"
"Air and Sea Travel","2016","Slovakia","Arrivals","Thousand","67"
"Air and Sea Travel","2016","Slovakia","Departures","Thousand","66.5"
"Air and Sea Travel","2016","Turkey","Arrivals","Thousand","96.4"
"Air and Sea Travel","2016","Turkey","Departures","Thousand","97.5"
"Air and Sea Travel","2016","United States","Arrivals","Thousand","1383.4"
"Air and Sea Travel","2016","United States","Departures","Thousand","1402.7"
"Air and Sea Travel","2016","Great Britain","Arrivals","Thousand","7464.7"
"Air and Sea Travel","2016","Great Britain","Departures","Thousand","7498.7"
"Air and Sea Travel","2016","Other Europe (33)","Arrivals","Thousand","22.4"
"Air and Sea Travel","2016","Other Europe (33)","Departures","Thousand","18.9"
"Air and Sea Travel","2016","Other Countries(43)","Arrivals","Thousand","34.4"
"Air and Sea Travel","2016","Other Countries(43)","Departures","Thousand","34.3"
"Air and Sea Travel","2016","Other transatlantic countries(2)","Arrivals","Thousand","3.2"
"Air and Sea Travel","2016","Other transatlantic countries(2)","Departures","Thousand","3.8"
"Air and Sea Travel","2017","All countries","Arrivals","Thousand","18399.4"
"Air and Sea Travel","2017","All countries","Departures","Thousand","18448.8"
"Air and Sea Travel","2017","United Arab Emirates","Arrivals","Thousand","363.5"
"Air and Sea Travel","2017","United Arab Emirates","Departures","Thousand","363.5"
"Air and Sea Travel","2017","Austria","Arrivals","Thousand","68.8"
"Air and Sea Travel","2017","Austria","Departures","Thousand","68.6"
"Air and Sea Travel","2017","Belgium","Arrivals","Thousand","253.3"
"Air and Sea Travel","2017","Belgium","Departures","Thousand","251.1"
"Air and Sea Travel","2017","Bulgaria","Arrivals","Thousand","48.3"
"Air and Sea Travel","2017","Bulgaria","Departures","Thousand","48.1"
"Air and Sea Travel","2017","Canada","Arrivals","Thousand","202.2"
"Air and Sea Travel","2017","Canada","Departures","Thousand","211.4"
"Air and Sea Travel","2017","Switzerland","Arrivals","Thousand","220.2"
"Air and Sea Travel","2017","Switzerland","Departures","Thousand","224.5"
"Air and Sea Travel","2017","Cyprus","Arrivals","Thousand","6.4"
"Air and Sea Travel","2017","Cyprus","Departures","Thousand","6.2"
"Air and Sea Travel","2017","Czech Republic","Arrivals","Thousand","99.3"
"Air and Sea Travel","2017","Czech Republic","Departures","Thousand","101.7"
"Air and Sea Travel","2017","Germany","Arrivals","Thousand","1062.3"
"Air and Sea Travel","2017","Germany","Departures","Thousand","1069.7"
"Air and Sea Travel","2017","Denmark","Arrivals","Thousand","146.4"
"Air and Sea Travel","2017","Denmark","Departures","Thousand","145.3"
"Air and Sea Travel","2017","Estonia","Arrivals","Thousand","10.9"
"Air and Sea Travel","2017","Estonia","Departures","Thousand","11.3"
"Air and Sea Travel","2017","Spain","Arrivals","Thousand","2077"
"Air and Sea Travel","2017","Spain","Departures","Thousand","2077.1"
"Air and Sea Travel","2017","Finland","Arrivals","Thousand","54.2"
"Air and Sea Travel","2017","Finland","Departures","Thousand","56.6"
"Air and Sea Travel","2017","France","Arrivals","Thousand","1117.2"
"Air and Sea Travel","2017","France","Departures","Thousand","1122.6"
"Air and Sea Travel","2017","Other UK (1)","Arrivals","Thousand","34.2"
"Air and Sea Travel","2017","Other UK (1)","Departures","Thousand","34.2"
"Air and Sea Travel","2017","Greece","Arrivals","Thousand","78.4"
"Air and Sea Travel","2017","Greece","Departures","Thousand","78.3"
"Air and Sea Travel","2017","Croatia","Arrivals","Thousand","67.1"
"Air and Sea Travel","2017","Croatia","Departures","Thousand","65.8"
"Air and Sea Travel","2017","Hungary","Arrivals","Thousand","119"
"Air and Sea Travel","2017","Hungary","Departures","Thousand","116.5"
"Air and Sea Travel","2017","Iceland","Arrivals","Thousand","68.9"
"Air and Sea Travel","2017","Iceland","Departures","Thousand","67.3"
"Air and Sea Travel","2017","Italy","Arrivals","Thousand","680.9"
"Air and Sea Travel","2017","Italy","Departures","Thousand","682"
"Air and Sea Travel","2017","Lithuania","Arrivals","Thousand","86.6"
"Air and Sea Travel","2017","Lithuania","Departures","Thousand","88.6"
"Air and Sea Travel","2017","Luxembourg","Arrivals","Thousand","18.4"
"Air and Sea Travel","2017","Luxembourg","Departures","Thousand","18.9"
"Air and Sea Travel","2017","Latvia","Arrivals","Thousand","57.1"
"Air and Sea Travel","2017","Latvia","Departures","Thousand","58.5"
"Air and Sea Travel","2017","Malta","Arrivals","Thousand","40.8"
"Air and Sea Travel","2017","Malta","Departures","Thousand","41"
"Air and Sea Travel","2017","Netherlands","Arrivals","Thousand","687.6"
"Air and Sea Travel","2017","Netherlands","Departures","Thousand","687.1"
"Air and Sea Travel","2017","Norway","Arrivals","Thousand","74.6"
"Air and Sea Travel","2017","Norway","Departures","Thousand","74.4"
"Air and Sea Travel","2017","Poland","Arrivals","Thousand","512.2"
"Air and Sea Travel","2017","Poland","Departures","Thousand","511.1"
"Air and Sea Travel","2017","Portugal","Arrivals","Thousand","544.4"
"Air and Sea Travel","2017","Portugal","Departures","Thousand","547.5"
"Air and Sea Travel","2017","Qatar","Arrivals","Thousand","31.4"
"Air and Sea Travel","2017","Qatar","Departures","Thousand","30.4"
"Air and Sea Travel","2017","Romania","Arrivals","Thousand","113.3"
"Air and Sea Travel","2017","Romania","Departures","Thousand","110.5"
"Air and Sea Travel","2017","Sweden","Arrivals","Thousand","75.6"
"Air and Sea Travel","2017","Sweden","Departures","Thousand","75.6"
"Air and Sea Travel","2017","Slovenia","Arrivals","Thousand","0"
"Air and Sea Travel","2017","Slovenia","Departures","Thousand","0"
"Air and Sea Travel","2017","Slovakia","Arrivals","Thousand","65.5"
"Air and Sea Travel","2017","Slovakia","Departures","Thousand","66.3"
"Air and Sea Travel","2017","Turkey","Arrivals","Thousand","96.3"
"Air and Sea Travel","2017","Turkey","Departures","Thousand","100.8"
"Air and Sea Travel","2017","United States","Arrivals","Thousand","1628.1"
"Air and Sea Travel","2017","United States","Departures","Thousand","1652.4"
"Air and Sea Travel","2017","Great Britain","Arrivals","Thousand","7527.7"
"Air and Sea Travel","2017","Great Britain","Departures","Thousand","7525.1"
"Air and Sea Travel","2017","Other Europe (33)","Arrivals","Thousand","32.4"
"Air and Sea Travel","2017","Other Europe (33)","Departures","Thousand","28.7"
"Air and Sea Travel","2017","Other Countries(43)","Arrivals","Thousand","25.9"
"Air and Sea Travel","2017","Other Countries(43)","Departures","Thousand","27.3"
"Air and Sea Travel","2017","Other transatlantic countries(2)","Arrivals","Thousand","2.6"
"Air and Sea Travel","2017","Other transatlantic countries(2)","Departures","Thousand","2.8"
"Air and Sea Travel","2018","All countries","Arrivals","Thousand","19395.9"
"Air and Sea Travel","2018","All countries","Departures","Thousand","19456.3"
"Air and Sea Travel","2018","United Arab Emirates","Arrivals","Thousand","364"
"Air and Sea Travel","2018","United Arab Emirates","Departures","Thousand","361.1"
"Air and Sea Travel","2018","Austria","Arrivals","Thousand","84.9"
"Air and Sea Travel","2018","Austria","Departures","Thousand","85.7"
"Air and Sea Travel","2018","Belgium","Arrivals","Thousand","255.1"
"Air and Sea Travel","2018","Belgium","Departures","Thousand","255.1"
"Air and Sea Travel","2018","Bulgaria","Arrivals","Thousand","51.1"
"Air and Sea Travel","2018","Bulgaria","Departures","Thousand","50.9"
"Air and Sea Travel","2018","Canada","Arrivals","Thousand","236.4"
"Air and Sea Travel","2018","Canada","Departures","Thousand","244.7"
"Air and Sea Travel","2018","Switzerland","Arrivals","Thousand","242.4"
"Air and Sea Travel","2018","Switzerland","Departures","Thousand","242.3"
"Air and Sea Travel","2018","Cyprus","Arrivals","Thousand","18.7"
"Air and Sea Travel","2018","Cyprus","Departures","Thousand","18.3"
"Air and Sea Travel","2018","Czech Republic","Arrivals","Thousand","103.1"
"Air and Sea Travel","2018","Czech Republic","Departures","Thousand","106.7"
"Air and Sea Travel","2018","Germany","Arrivals","Thousand","1259.9"
"Air and Sea Travel","2018","Germany","Departures","Thousand","1271"
"Air and Sea Travel","2018","Denmark","Arrivals","Thousand","138.8"
"Air and Sea Travel","2018","Denmark","Departures","Thousand","138.8"
"Air and Sea Travel","2018","Estonia","Arrivals","Thousand","10.8"
"Air and Sea Travel","2018","Estonia","Departures","Thousand","11.2"
"Air and Sea Travel","2018","Spain","Arrivals","Thousand","2171.4"
"Air and Sea Travel","2018","Spain","Departures","Thousand","2171.6"
"Air and Sea Travel","2018","Finland","Arrivals","Thousand","60.9"
"Air and Sea Travel","2018","Finland","Departures","Thousand","67.1"
"Air and Sea Travel","2018","France","Arrivals","Thousand","1160.4"
"Air and Sea Travel","2018","France","Departures","Thousand","1175"
"Air and Sea Travel","2018","Other UK (1)","Arrivals","Thousand","33.3"
"Air and Sea Travel","2018","Other UK (1)","Departures","Thousand","33.7"
"Air and Sea Travel","2018","Greece","Arrivals","Thousand","83.8"
"Air and Sea Travel","2018","Greece","Departures","Thousand","82.9"
"Air and Sea Travel","2018","Croatia","Arrivals","Thousand","80.9"
"Air and Sea Travel","2018","Croatia","Departures","Thousand","80.1"
"Air and Sea Travel","2018","Hungary","Arrivals","Thousand","119"
"Air and Sea Travel","2018","Hungary","Departures","Thousand","119.1"
"Air and Sea Travel","2018","Iceland","Arrivals","Thousand","110.4"
"Air and Sea Travel","2018","Iceland","Departures","Thousand","111.4"
"Air and Sea Travel","2018","Italy","Arrivals","Thousand","737.2"
"Air and Sea Travel","2018","Italy","Departures","Thousand","737.8"
"Air and Sea Travel","2018","Lithuania","Arrivals","Thousand","86.6"
"Air and Sea Travel","2018","Lithuania","Departures","Thousand","87.9"
"Air and Sea Travel","2018","Luxembourg","Arrivals","Thousand","32"
"Air and Sea Travel","2018","Luxembourg","Departures","Thousand","31.6"
"Air and Sea Travel","2018","Latvia","Arrivals","Thousand","55.9"
"Air and Sea Travel","2018","Latvia","Departures","Thousand","57"
"Air and Sea Travel","2018","Malta","Arrivals","Thousand","40.2"
"Air and Sea Travel","2018","Malta","Departures","Thousand","40.8"
"Air and Sea Travel","2018","Netherlands","Arrivals","Thousand","737.9"
"Air and Sea Travel","2018","Netherlands","Departures","Thousand","735"
"Air and Sea Travel","2018","Norway","Arrivals","Thousand","72.9"
"Air and Sea Travel","2018","Norway","Departures","Thousand","73.9"
"Air and Sea Travel","2018","Poland","Arrivals","Thousand","487.9"
"Air and Sea Travel","2018","Poland","Departures","Thousand","492.2"
"Air and Sea Travel","2018","Portugal","Arrivals","Thousand","562.3"
"Air and Sea Travel","2018","Portugal","Departures","Thousand","565"
"Air and Sea Travel","2018","Qatar","Arrivals","Thousand","59.7"
"Air and Sea Travel","2018","Qatar","Departures","Thousand","55.3"
"Air and Sea Travel","2018","Romania","Arrivals","Thousand","116.7"
"Air and Sea Travel","2018","Romania","Departures","Thousand","113"
"Air and Sea Travel","2018","Sweden","Arrivals","Thousand","78.8"
"Air and Sea Travel","2018","Sweden","Departures","Thousand","80.6"
"Air and Sea Travel","2018","Slovenia","Arrivals","Thousand","0.1"
"Air and Sea Travel","2018","Slovenia","Departures","Thousand","0.1"
"Air and Sea Travel","2018","Slovakia","Arrivals","Thousand","65.4"
"Air and Sea Travel","2018","Slovakia","Departures","Thousand","65.9"
"Air and Sea Travel","2018","Turkey","Arrivals","Thousand","114.5"
"Air and Sea Travel","2018","Turkey","Departures","Thousand","118.8"
"Air and Sea Travel","2018","United States","Arrivals","Thousand","1871.2"
"Air and Sea Travel","2018","United States","Departures","Thousand","1889.9"
"Air and Sea Travel","2018","Great Britain","Arrivals","Thousand","7573.1"
"Air and Sea Travel","2018","Great Britain","Departures","Thousand","7565.6"
"Air and Sea Travel","2018","Other Europe (33)","Arrivals","Thousand","41.1"
"Air and Sea Travel","2018","Other Europe (33)","Departures","Thousand","38.2"
"Air and Sea Travel","2018","Other Countries(43)","Arrivals","Thousand","74.5"
"Air and Sea Travel","2018","Other Countries(43)","Departures","Thousand","78.9"
"Air and Sea Travel","2018","Other transatlantic countries(2)","Arrivals","Thousand","2.4"
"Air and Sea Travel","2018","Other transatlantic countries(2)","Departures","Thousand","2.3"
"Air and Sea Travel","2019","All countries","Arrivals","Thousand","20143.7"
"Air and Sea Travel","2019","All countries","Departures","Thousand","20205.3"
"Air and Sea Travel","2019","United Arab Emirates","Arrivals","Thousand","330.9"
"Air and Sea Travel","2019","United Arab Emirates","Departures","Thousand","327"
"Air and Sea Travel","2019","Austria","Arrivals","Thousand","128.5"
"Air and Sea Travel","2019","Austria","Departures","Thousand","129.4"
"Air and Sea Travel","2019","Belgium","Arrivals","Thousand","252.1"
"Air and Sea Travel","2019","Belgium","Departures","Thousand","250.9"
"Air and Sea Travel","2019","Bulgaria","Arrivals","Thousand","55.7"
"Air and Sea Travel","2019","Bulgaria","Departures","Thousand","55.4"
"Air and Sea Travel","2019","Canada","Arrivals","Thousand","259.4"
"Air and Sea Travel","2019","Canada","Departures","Thousand","266.7"
"Air and Sea Travel","2019","Switzerland","Arrivals","Thousand","251.2"
"Air and Sea Travel","2019","Switzerland","Departures","Thousand","252.3"
"Air and Sea Travel","2019","Cyprus","Arrivals","Thousand","18.1"
"Air and Sea Travel","2019","Cyprus","Departures","Thousand","18"
"Air and Sea Travel","2019","Czech Republic","Arrivals","Thousand","104.5"
"Air and Sea Travel","2019","Czech Republic","Departures","Thousand","107"
"Air and Sea Travel","2019","Germany","Arrivals","Thousand","1256.3"
"Air and Sea Travel","2019","Germany","Departures","Thousand","1261"
"Air and Sea Travel","2019","Denmark","Arrivals","Thousand","136.6"
"Air and Sea Travel","2019","Denmark","Departures","Thousand","137.4"
"Air and Sea Travel","2019","Estonia","Arrivals","Thousand","10.4"
"Air and Sea Travel","2019","Estonia","Departures","Thousand","10.6"
"Air and Sea Travel","2019","Spain","Arrivals","Thousand","2335.5"
"Air and Sea Travel","2019","Spain","Departures","Thousand","2334.5"
"Air and Sea Travel","2019","Finland","Arrivals","Thousand","57"
"Air and Sea Travel","2019","Finland","Departures","Thousand","61.8"
"Air and Sea Travel","2019","France","Arrivals","Thousand","1210.3"
"Air and Sea Travel","2019","France","Departures","Thousand","1221.4"
"Air and Sea Travel","2019","Other UK (1)","Arrivals","Thousand","32.4"
"Air and Sea Travel","2019","Other UK (1)","Departures","Thousand","33.1"
"Air and Sea Travel","2019","Greece","Arrivals","Thousand","105.2"
"Air and Sea Travel","2019","Greece","Departures","Thousand","105.3"
"Air and Sea Travel","2019","Croatia","Arrivals","Thousand","119.2"
"Air and Sea Travel","2019","Croatia","Departures","Thousand","116.3"
"Air and Sea Travel","2019","Hungary","Arrivals","Thousand","143.3"
"Air and Sea Travel","2019","Hungary","Departures","Thousand","142.5"
"Air and Sea Travel","2019","Iceland","Arrivals","Thousand","73.2"
"Air and Sea Travel","2019","Iceland","Departures","Thousand","73.6"
"Air and Sea Travel","2019","Italy","Arrivals","Thousand","806.1"
"Air and Sea Travel","2019","Italy","Departures","Thousand","804.8"
"Air and Sea Travel","2019","Lithuania","Arrivals","Thousand","86.6"
"Air and Sea Travel","2019","Lithuania","Departures","Thousand","88"
"Air and Sea Travel","2019","Luxembourg","Arrivals","Thousand","45.9"
"Air and Sea Travel","2019","Luxembourg","Departures","Thousand","45.7"
"Air and Sea Travel","2019","Latvia","Arrivals","Thousand","73.7"
"Air and Sea Travel","2019","Latvia","Departures","Thousand","77.4"
"Air and Sea Travel","2019","Malta","Arrivals","Thousand","53.3"
"Air and Sea Travel","2019","Malta","Departures","Thousand","53.6"
"Air and Sea Travel","2019","Netherlands","Arrivals","Thousand","741.5"
"Air and Sea Travel","2019","Netherlands","Departures","Thousand","743.8"
"Air and Sea Travel","2019","Norway","Arrivals","Thousand","69.2"
"Air and Sea Travel","2019","Norway","Departures","Thousand","69.7"
"Air and Sea Travel","2019","Poland","Arrivals","Thousand","512.1"
"Air and Sea Travel","2019","Poland","Departures","Thousand","516"
"Air and Sea Travel","2019","Portugal","Arrivals","Thousand","682.5"
"Air and Sea Travel","2019","Portugal","Departures","Thousand","686.8"
"Air and Sea Travel","2019","Qatar","Arrivals","Thousand","77.7"
"Air and Sea Travel","2019","Qatar","Departures","Thousand","69.5"
"Air and Sea Travel","2019","Romania","Arrivals","Thousand","120.3"
"Air and Sea Travel","2019","Romania","Departures","Thousand","117.6"
"Air and Sea Travel","2019","Sweden","Arrivals","Thousand","85.3"
"Air and Sea Travel","2019","Sweden","Departures","Thousand","87.8"
"Air and Sea Travel","2019","Slovenia","Arrivals","Thousand","0.2"
"Air and Sea Travel","2019","Slovenia","Departures","Thousand","0"
"Air and Sea Travel","2019","Slovakia","Arrivals","Thousand","63.7"
"Air and Sea Travel","2019","Slovakia","Departures","Thousand","63.4"
"Air and Sea Travel","2019","Turkey","Arrivals","Thousand","138.3"
"Air and Sea Travel","2019","Turkey","Departures","Thousand","138.9"
"Air and Sea Travel","2019","United States","Arrivals","Thousand","1891.7"
"Air and Sea Travel","2019","United States","Departures","Thousand","1913.3"
"Air and Sea Travel","2019","Great Britain","Arrivals","Thousand","7627.7"
"Air and Sea Travel","2019","Great Britain","Departures","Thousand","7637.4"
"Air and Sea Travel","2019","Other Europe (33)","Arrivals","Thousand","85.8"
"Air and Sea Travel","2019","Other Europe (33)","Departures","Thousand","83.9"
"Air and Sea Travel","2019","Other Countries(43)","Arrivals","Thousand","98.2"
"Air and Sea Travel","2019","Other Countries(43)","Departures","Thousand","99"
"Air and Sea Travel","2019","Other transatlantic countries(2)","Arrivals","Thousand","4.4"
"Air and Sea Travel","2019","Other transatlantic countries(2)","Departures","Thousand","4.7"
"Air and Sea Travel","2020","All countries","Arrivals","Thousand","4460.2"
"Air and Sea Travel","2020","All countries","Departures","Thousand","4452.6"
"Air and Sea Travel","2020","United Arab Emirates","Arrivals","Thousand","90.6"
"Air and Sea Travel","2020","United Arab Emirates","Departures","Thousand","81.7"
"Air and Sea Travel","2020","Austria","Arrivals","Thousand","34.7"
"Air and Sea Travel","2020","Austria","Departures","Thousand","33.9"
"Air and Sea Travel","2020","Belgium","Arrivals","Thousand","59.8"
"Air and Sea Travel","2020","Belgium","Departures","Thousand","60.1"
"Air and Sea Travel","2020","Bulgaria","Arrivals","Thousand","16.4"
