"STATISTIC Label","Month","Country","Direction","UNIT","VALUE"
"Air and Sea Travel","2016 July","Other Europe (34)","Departures","Thousand","13.6"
"Air and Sea Travel","2016 July","United States","Arrivals","Thousand","156.5"
"Air and Sea Travel","2016 July","United States","Departures","Thousand","173.6"
"Air and Sea Travel","2016 July","Other Transatlantic Countries(1)","Arrivals","Thousand","26.9"
"Air and Sea Travel","2016 July","Other Transatlantic Countries(1)","Departures","Thousand","28.8"
"Air and Sea Travel","2016 July","United Arab Emirates","Arrivals","Thousand","37.3"
"Air and Sea Travel","2016 July","United Arab Emirates","Departures","Thousand","38.4"
"Air and Sea Travel","2016 July","Other Countries(42)","Arrivals","Thousand","13.5"
"Air and Sea Travel","2016 July","Other Countries(42)","Departures","Thousand","14.6"
"Air and Sea Travel","2016 July","All countries","Arrivals","Thousand","1982.2"
"Air and Sea Travel","2016 July","All countries","Departures","Thousand","1929.7"
"Air and Sea Travel","2016 August","Great Britain","Arrivals","Thousand","801.2"
"Air and Sea Travel","2016 August","Great Britain","Departures","Thousand","799.4"
"Air and Sea Travel","2016 August","Other UK (1)","Arrivals","Thousand","5.2"
"Air and Sea Travel","2016 August","Other UK (1)","Departures","Thousand","5.3"
"Air and Sea Travel","2016 August","Belgium","Arrivals","Thousand","23.1"
"Air and Sea Travel","2016 August","Belgium","Departures","Thousand","23"
"Air and Sea Travel","2016 August","Germany","Arrivals","Thousand","109.8"
"Air and Sea Travel","2016 August","Germany","Departures","Thousand","104.9"
"Air and Sea Travel","2016 August","Spain","Arrivals","Thousand","251.1"
"Air and Sea Travel","2016 August","Spain","Departures","Thousand","227"
"Air and Sea Travel","2016 August","France","Arrivals","Thousand","139.8"
"Air and Sea Travel","2016 August","France","Departures","Thousand","135.9"
"Air and Sea Travel","2016 August","Italy","Arrivals","Thousand","78.9"
"Air and Sea Travel","2016 August","Italy","Departures","Thousand","76.9"
"Air and Sea Travel","2016 August","Netherlands","Arrivals","Thousand","53.7"
"Air and Sea Travel","2016 August","Netherlands","Departures","Thousand","54.3"
"Air and Sea Travel","2016 August","Poland","Arrivals","Thousand","49.7"
"Air and Sea Travel","2016 August","Poland","Departures","Thousand","44.5"
"Air and Sea Travel","2016 August","Portugal","Arrivals","Thousand","67.1"
"Air and Sea Travel","2016 August","Portugal","Departures","Thousand","58.7"
"Air and Sea Travel","2016 August","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","117.4"
"Air and Sea Travel","2016 August","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","109.8"
"Air and Sea Travel","2016 August","Switzerland","Arrivals","Thousand","20.5"
"Air and Sea Travel","2016 August","Switzerland","Departures","Thousand","22.7"
"Air and Sea Travel","2016 August","Other Europe (34)","Arrivals","Thousand","15.6"
"Air and Sea Travel","2016 August","Other Europe (34)","Departures","Thousand","14"
"Air and Sea Travel","2016 August","United States","Arrivals","Thousand","160.6"
"Air and Sea Travel","2016 August","United States","Departures","Thousand","165.6"
"Air and Sea Travel","2016 August","Other Transatlantic Countries(1)","Arrivals","Thousand","26.2"
"Air and Sea Travel","2016 August","Other Transatlantic Countries(1)","Departures","Thousand","26.4"
"Air and Sea Travel","2016 August","United Arab Emirates","Arrivals","Thousand","39.1"
"Air and Sea Travel","2016 August","United Arab Emirates","Departures","Thousand","35.5"
"Air and Sea Travel","2016 August","Other Countries(42)","Arrivals","Thousand","15.3"
"Air and Sea Travel","2016 August","Other Countries(42)","Departures","Thousand","13.5"
"Air and Sea Travel","2016 August","All countries","Arrivals","Thousand","1974.3"
"Air and Sea Travel","2016 August","All countries","Departures","Thousand","1917.5"
"Air and Sea Travel","2016 September","Great Britain","Arrivals","Thousand","615"
"Air and Sea Travel","2016 September","Great Britain","Departures","Thousand","650.1"
"Air and Sea Travel","2016 September","Other UK (1)","Arrivals","Thousand","2.9"
"Air and Sea Travel","2016 September","Other UK (1)","Departures","Thousand","3"
"Air and Sea Travel","2016 September","Belgium","Arrivals","Thousand","22.2"
"Air and Sea Travel","2016 September","Belgium","Departures","Thousand","20.7"
"Air and Sea Travel","2016 September","Germany","Arrivals","Thousand","96.3"
"Air and Sea Travel","2016 September","Germany","Departures","Thousand","97.1"
"Air and Sea Travel","2016 September","Spain","Arrivals","Thousand","202.1"
"Air and Sea Travel","2016 September","Spain","Departures","Thousand","200.9"
"Air and Sea Travel","2016 September","France","Arrivals","Thousand","101.6"
"Air and Sea Travel","2016 September","France","Departures","Thousand","97.9"
"Air and Sea Travel","2016 September","Italy","Arrivals","Thousand","66.4"
"Air and Sea Travel","2016 September","Italy","Departures","Thousand","66"
"Air and Sea Travel","2016 September","Netherlands","Arrivals","Thousand","50.6"
"Air and Sea Travel","2016 September","Netherlands","Departures","Thousand","49.3"
"Air and Sea Travel","2016 September","Poland","Arrivals","Thousand","47.3"
"Air and Sea Travel","2016 September","Poland","Departures","Thousand","42.1"
"Air and Sea Travel","2016 September","Portugal","Arrivals","Thousand","57.6"
"Air and Sea Travel","2016 September","Portugal","Departures","Thousand","55.9"
"Air and Sea Travel","2016 September","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","103.8"
"Air and Sea Travel","2016 September","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","93.8"
"Air and Sea Travel","2016 September","Switzerland","Arrivals","Thousand","17.1"
"Air and Sea Travel","2016 September","Switzerland","Departures","Thousand","17.1"
"Air and Sea Travel","2016 September","Other Europe (34)","Arrivals","Thousand","15.2"
"Air and Sea Travel","2016 September","Other Europe (34)","Departures","Thousand","12.2"
"Air and Sea Travel","2016 September","United States","Arrivals","Thousand","150.9"
"Air and Sea Travel","2016 September","United States","Departures","Thousand","149.6"
"Air and Sea Travel","2016 September","Other Transatlantic Countries(1)","Arrivals","Thousand","25.6"
"Air and Sea Travel","2016 September","Other Transatlantic Countries(1)","Departures","Thousand","24.6"
"Air and Sea Travel","2016 September","United Arab Emirates","Arrivals","Thousand","30.7"
"Air and Sea Travel","2016 September","United Arab Emirates","Departures","Thousand","29.2"
"Air and Sea Travel","2016 September","Other Countries(42)","Arrivals","Thousand","12.7"
"Air and Sea Travel","2016 September","Other Countries(42)","Departures","Thousand","11.9"
"Air and Sea Travel","2016 September","All countries","Arrivals","Thousand","1617.6"
"Air and Sea Travel","2016 September","All countries","Departures","Thousand","1621.6"
"Air and Sea Travel","2016 October","Great Britain","Arrivals","Thousand","619.3"
"Air and Sea Travel","2016 October","Great Britain","Departures","Thousand","645.7"
"Air and Sea Travel","2016 October","Other UK (1)","Arrivals","Thousand","2.6"
"Air and Sea Travel","2016 October","Other UK (1)","Departures","Thousand","2.6"
"Air and Sea Travel","2016 October","Belgium","Arrivals","Thousand","23.5"
"Air and Sea Travel","2016 October","Belgium","Departures","Thousand","22.7"
"Air and Sea Travel","2016 October","Germany","Arrivals","Thousand","91.3"
"Air and Sea Travel","2016 October","Germany","Departures","Thousand","95.8"
"Air and Sea Travel","2016 October","Spain","Arrivals","Thousand","191.4"
"Air and Sea Travel","2016 October","Spain","Departures","Thousand","178.7"
"Air and Sea Travel","2016 October","France","Arrivals","Thousand","90.5"
"Air and Sea Travel","2016 October","France","Departures","Thousand","85"
"Air and Sea Travel","2016 October","Italy","Arrivals","Thousand","58.4"
"Air and Sea Travel","2016 October","Italy","Departures","Thousand","54.5"
"Air and Sea Travel","2016 October","Netherlands","Arrivals","Thousand","52.4"
"Air and Sea Travel","2016 October","Netherlands","Departures","Thousand","53.4"
"Air and Sea Travel","2016 October","Poland","Arrivals","Thousand","46.8"
"Air and Sea Travel","2016 October","Poland","Departures","Thousand","47"
"Air and Sea Travel","2016 October","Portugal","Arrivals","Thousand","50.1"
"Air and Sea Travel","2016 October","Portugal","Departures","Thousand","44.8"
"Air and Sea Travel","2016 October","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","88.4"
"Air and Sea Travel","2016 October","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","85.2"
"Air and Sea Travel","2016 October","Switzerland","Arrivals","Thousand","17.4"
"Air and Sea Travel","2016 October","Switzerland","Departures","Thousand","18.5"
"Air and Sea Travel","2016 October","Other Europe (34)","Arrivals","Thousand","14.2"
"Air and Sea Travel","2016 October","Other Europe (34)","Departures","Thousand","14.7"
"Air and Sea Travel","2016 October","United States","Arrivals","Thousand","127.1"
"Air and Sea Travel","2016 October","United States","Departures","Thousand","147.6"
"Air and Sea Travel","2016 October","Other Transatlantic Countries(1)","Arrivals","Thousand","15.5"
"Air and Sea Travel","2016 October","Other Transatlantic Countries(1)","Departures","Thousand","17.8"
"Air and Sea Travel","2016 October","United Arab Emirates","Arrivals","Thousand","22.7"
"Air and Sea Travel","2016 October","United Arab Emirates","Departures","Thousand","30.9"
"Air and Sea Travel","2016 October","Other Countries(42)","Arrivals","Thousand","11.3"
"Air and Sea Travel","2016 October","Other Countries(42)","Departures","Thousand","11"
"Air and Sea Travel","2016 October","All countries","Arrivals","Thousand","1523.2"
"Air and Sea Travel","2016 October","All countries","Departures","Thousand","1555.8"
"Air and Sea Travel","2016 November","Great Britain","Arrivals","Thousand","574.2"
"Air and Sea Travel","2016 November","Great Britain","Departures","Thousand","569.6"
"Air and Sea Travel","2016 November","Other UK (1)","Arrivals","Thousand","1.5"
"Air and Sea Travel","2016 November","Other UK (1)","Departures","Thousand","1.6"
"Air and Sea Travel","2016 November","Belgium","Arrivals","Thousand","19.9"
"Air and Sea Travel","2016 November","Belgium","Departures","Thousand","21.1"
"Air and Sea Travel","2016 November","Germany","Arrivals","Thousand","63.4"
"Air and Sea Travel","2016 November","Germany","Departures","Thousand","65.7"
"Air and Sea Travel","2016 November","Spain","Arrivals","Thousand","114.3"
"Air and Sea Travel","2016 November","Spain","Departures","Thousand","96.6"
"Air and Sea Travel","2016 November","France","Arrivals","Thousand","57.3"
"Air and Sea Travel","2016 November","France","Departures","Thousand","58.1"
"Air and Sea Travel","2016 November","Italy","Arrivals","Thousand","37.6"
"Air and Sea Travel","2016 November","Italy","Departures","Thousand","34.6"
"Air and Sea Travel","2016 November","Netherlands","Arrivals","Thousand","55.6"
"Air and Sea Travel","2016 November","Netherlands","Departures","Thousand","54.3"
"Air and Sea Travel","2016 November","Poland","Arrivals","Thousand","40.8"
"Air and Sea Travel","2016 November","Poland","Departures","Thousand","38.6"
"Air and Sea Travel","2016 November","Portugal","Arrivals","Thousand","22.7"
"Air and Sea Travel","2016 November","Portugal","Departures","Thousand","17.7"
"Air and Sea Travel","2016 November","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","73.3"
"Air and Sea Travel","2016 November","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","71.6"
"Air and Sea Travel","2016 November","Switzerland","Arrivals","Thousand","11.7"
"Air and Sea Travel","2016 November","Switzerland","Departures","Thousand","12.6"
"Air and Sea Travel","2016 November","Other Europe (34)","Arrivals","Thousand","10.2"
"Air and Sea Travel","2016 November","Other Europe (34)","Departures","Thousand","10"
"Air and Sea Travel","2016 November","United States","Arrivals","Thousand","98.3"
"Air and Sea Travel","2016 November","United States","Departures","Thousand","97.2"
"Air and Sea Travel","2016 November","Other Transatlantic Countries(1)","Arrivals","Thousand","4.8"
"Air and Sea Travel","2016 November","Other Transatlantic Countries(1)","Departures","Thousand","5.2"
"Air and Sea Travel","2016 November","United Arab Emirates","Arrivals","Thousand","25.5"
"Air and Sea Travel","2016 November","United Arab Emirates","Departures","Thousand","23.5"
"Air and Sea Travel","2016 November","Other Countries(42)","Arrivals","Thousand","8.3"
"Air and Sea Travel","2016 November","Other Countries(42)","Departures","Thousand","7.4"
"Air and Sea Travel","2016 November","All countries","Arrivals","Thousand","1219.4"
"Air and Sea Travel","2016 November","All countries","Departures","Thousand","1185.5"
"Air and Sea Travel","2016 December","Great Britain","Arrivals","Thousand","607.1"
"Air and Sea Travel","2016 December","Great Britain","Departures","Thousand","549.1"
"Air and Sea Travel","2016 December","Other UK (1)","Arrivals","Thousand","2"
"Air and Sea Travel","2016 December","Other UK (1)","Departures","Thousand","1.8"
"Air and Sea Travel","2016 December","Belgium","Arrivals","Thousand","21.2"
"Air and Sea Travel","2016 December","Belgium","Departures","Thousand","21.1"
"Air and Sea Travel","2016 December","Germany","Arrivals","Thousand","66.2"
"Air and Sea Travel","2016 December","Germany","Departures","Thousand","70.1"
"Air and Sea Travel","2016 December","Spain","Arrivals","Thousand","83.4"
"Air and Sea Travel","2016 December","Spain","Departures","Thousand","102.5"
"Air and Sea Travel","2016 December","France","Arrivals","Thousand","55"
"Air and Sea Travel","2016 December","France","Departures","Thousand","60.2"
"Air and Sea Travel","2016 December","Italy","Arrivals","Thousand","30.8"
"Air and Sea Travel","2016 December","Italy","Departures","Thousand","34.8"
"Air and Sea Travel","2016 December","Netherlands","Arrivals","Thousand","51.4"
"Air and Sea Travel","2016 December","Netherlands","Departures","Thousand","50.1"
"Air and Sea Travel","2016 December","Poland","Arrivals","Thousand","40.5"
"Air and Sea Travel","2016 December","Poland","Departures","Thousand","49.5"
"Air and Sea Travel","2016 December","Portugal","Arrivals","Thousand","14.6"
"Air and Sea Travel","2016 December","Portugal","Departures","Thousand","18.1"
"Air and Sea Travel","2016 December","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","77.7"
"Air and Sea Travel","2016 December","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","86.4"
"Air and Sea Travel","2016 December","Switzerland","Arrivals","Thousand","14.3"
"Air and Sea Travel","2016 December","Switzerland","Departures","Thousand","15.2"
"Air and Sea Travel","2016 December","Other Europe (34)","Arrivals","Thousand","8.5"
"Air and Sea Travel","2016 December","Other Europe (34)","Departures","Thousand","9.6"
"Air and Sea Travel","2016 December","United States","Arrivals","Thousand","98.5"
"Air and Sea Travel","2016 December","United States","Departures","Thousand","92.4"
"Air and Sea Travel","2016 December","Other Transatlantic Countries(1)","Arrivals","Thousand","7.3"
"Air and Sea Travel","2016 December","Other Transatlantic Countries(1)","Departures","Thousand","6.9"
"Air and Sea Travel","2016 December","United Arab Emirates","Arrivals","Thousand","29"
"Air and Sea Travel","2016 December","United Arab Emirates","Departures","Thousand","32.4"
"Air and Sea Travel","2016 December","Other Countries(42)","Arrivals","Thousand","7.3"
"Air and Sea Travel","2016 December","Other Countries(42)","Departures","Thousand","8.8"
"Air and Sea Travel","2016 December","All countries","Arrivals","Thousand","1214.8"
"Air and Sea Travel","2016 December","All countries","Departures","Thousand","1209.2"
"Air and Sea Travel","2017 January","Great Britain","Arrivals","Thousand","484"
"Air and Sea Travel","2017 January","Great Britain","Departures","Thousand","542.4"
"Air and Sea Travel","2017 January","Other UK (1)","Arrivals","Thousand","1.3"
"Air and Sea Travel","2017 January","Other UK (1)","Departures","Thousand","1.5"
"Air and Sea Travel","2017 January","Belgium","Arrivals","Thousand","18.6"
"Air and Sea Travel","2017 January","Belgium","Departures","Thousand","18.5"
"Air and Sea Travel","2017 January","Germany","Arrivals","Thousand","59.2"
"Air and Sea Travel","2017 January","Germany","Departures","Thousand","56.9"
"Air and Sea Travel","2017 January","Spain","Arrivals","Thousand","104"
"Air and Sea Travel","2017 January","Spain","Departures","Thousand","90.8"
"Air and Sea Travel","2017 January","France","Arrivals","Thousand","59"
"Air and Sea Travel","2017 January","France","Departures","Thousand","54.6"
"Air and Sea Travel","2017 January","Italy","Arrivals","Thousand","33.2"
"Air and Sea Travel","2017 January","Italy","Departures","Thousand","30.7"
"Air and Sea Travel","2017 January","Netherlands","Arrivals","Thousand","51.1"
"Air and Sea Travel","2017 January","Netherlands","Departures","Thousand","51.8"
"Air and Sea Travel","2017 January","Poland","Arrivals","Thousand","46.5"
"Air and Sea Travel","2017 January","Poland","Departures","Thousand","38.4"
"Air and Sea Travel","2017 January","Portugal","Arrivals","Thousand","17"
"Air and Sea Travel","2017 January","Portugal","Departures","Thousand","14.4"
"Air and Sea Travel","2017 January","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","75"
"Air and Sea Travel","2017 January","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","69.5"
"Air and Sea Travel","2017 January","Switzerland","Arrivals","Thousand","15.5"
"Air and Sea Travel","2017 January","Switzerland","Departures","Thousand","16"
"Air and Sea Travel","2017 January","Other Europe (34)","Arrivals","Thousand","8.3"
"Air and Sea Travel","2017 January","Other Europe (34)","Departures","Thousand","7.2"
"Air and Sea Travel","2017 January","United States","Arrivals","Thousand","73.2"
"Air and Sea Travel","2017 January","United States","Departures","Thousand","76.7"
"Air and Sea Travel","2017 January","Other Transatlantic Countries(1)","Arrivals","Thousand","5.7"
"Air and Sea Travel","2017 January","Other Transatlantic Countries(1)","Departures","Thousand","6.2"
"Air and Sea Travel","2017 January","United Arab Emirates","Arrivals","Thousand","32.5"
"Air and Sea Travel","2017 January","United Arab Emirates","Departures","Thousand","32.2"
"Air and Sea Travel","2017 January","Other Countries(42)","Arrivals","Thousand","8.4"
"Air and Sea Travel","2017 January","Other Countries(42)","Departures","Thousand","7.7"
"Air and Sea Travel","2017 January","All countries","Arrivals","Thousand","1092.4"
"Air and Sea Travel","2017 January","All countries","Departures","Thousand","1115.2"
"Air and Sea Travel","2017 February","Great Britain","Arrivals","Thousand","514.4"
"Air and Sea Travel","2017 February","Great Britain","Departures","Thousand","510.5"
"Air and Sea Travel","2017 February","Other UK (1)","Arrivals","Thousand","1.3"
"Air and Sea Travel","2017 February","Other UK (1)","Departures","Thousand","1.3"
"Air and Sea Travel","2017 February","Belgium","Arrivals","Thousand","18.8"
"Air and Sea Travel","2017 February","Belgium","Departures","Thousand","18.5"
"Air and Sea Travel","2017 February","Germany","Arrivals","Thousand","56.1"
"Air and Sea Travel","2017 February","Germany","Departures","Thousand","54.5"
"Air and Sea Travel","2017 February","Spain","Arrivals","Thousand","90.2"
"Air and Sea Travel","2017 February","Spain","Departures","Thousand","91.7"
"Air and Sea Travel","2017 February","France","Arrivals","Thousand","63.5"
"Air and Sea Travel","2017 February","France","Departures","Thousand","61.9"
"Air and Sea Travel","2017 February","Italy","Arrivals","Thousand","38.2"
"Air and Sea Travel","2017 February","Italy","Departures","Thousand","38.3"
"Air and Sea Travel","2017 February","Netherlands","Arrivals","Thousand","49.1"
"Air and Sea Travel","2017 February","Netherlands","Departures","Thousand","47"
"Air and Sea Travel","2017 February","Poland","Arrivals","Thousand","37.2"
"Air and Sea Travel","2017 February","Poland","Departures","Thousand","37.6"
"Air and Sea Travel","2017 February","Portugal","Arrivals","Thousand","15"
"Air and Sea Travel","2017 February","Portugal","Departures","Thousand","16.1"
"Air and Sea Travel","2017 February","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","66.1"
"Air and Sea Travel","2017 February","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","65.2"
"Air and Sea Travel","2017 February","Switzerland","Arrivals","Thousand","15.2"
"Air and Sea Travel","2017 February","Switzerland","Departures","Thousand","15.3"
"Air and Sea Travel","2017 February","Other Europe (34)","Arrivals","Thousand","7.6"
"Air and Sea Travel","2017 February","Other Europe (34)","Departures","Thousand","7.6"
"Air and Sea Travel","2017 February","United States","Arrivals","Thousand","59.2"
"Air and Sea Travel","2017 February","United States","Departures","Thousand","60"
"Air and Sea Travel","2017 February","Other Transatlantic Countries(1)","Arrivals","Thousand","3.7"
"Air and Sea Travel","2017 February","Other Transatlantic Countries(1)","Departures","Thousand","3.5"
"Air and Sea Travel","2017 February","United Arab Emirates","Arrivals","Thousand","24.6"
"Air and Sea Travel","2017 February","United Arab Emirates","Departures","Thousand","24.4"
"Air and Sea Travel","2017 February","Other Countries(42)","Arrivals","Thousand","6.6"
"Air and Sea Travel","2017 February","Other Countries(42)","Departures","Thousand","7.2"
"Air and Sea Travel","2017 February","All countries","Arrivals","Thousand","1066.9"
"Air and Sea Travel","2017 February","All countries","Departures","Thousand","1060.5"
"Air and Sea Travel","2017 March","Great Britain","Arrivals","Thousand","610.1"
"Air and Sea Travel","2017 March","Great Britain","Departures","Thousand","588.7"
"Air and Sea Travel","2017 March","Other UK (1)","Arrivals","Thousand","1.8"
"Air and Sea Travel","2017 March","Other UK (1)","Departures","Thousand","1.8"
"Air and Sea Travel","2017 March","Belgium","Arrivals","Thousand","22.5"
"Air and Sea Travel","2017 March","Belgium","Departures","Thousand","21.9"
"Air and Sea Travel","2017 March","Germany","Arrivals","Thousand","75.9"
"Air and Sea Travel","2017 March","Germany","Departures","Thousand","72.1"
"Air and Sea Travel","2017 March","Spain","Arrivals","Thousand","118.4"
"Air and Sea Travel","2017 March","Spain","Departures","Thousand","123.5"
"Air and Sea Travel","2017 March","France","Arrivals","Thousand","73.3"
"Air and Sea Travel","2017 March","France","Departures","Thousand","71.4"
"Air and Sea Travel","2017 March","Italy","Arrivals","Thousand","44"
"Air and Sea Travel","2017 March","Italy","Departures","Thousand","43.6"
"Air and Sea Travel","2017 March","Netherlands","Arrivals","Thousand","58.8"
"Air and Sea Travel","2017 March","Netherlands","Departures","Thousand","57.6"
"Air and Sea Travel","2017 March","Poland","Arrivals","Thousand","42.1"
"Air and Sea Travel","2017 March","Poland","Departures","Thousand","41.4"
"Air and Sea Travel","2017 March","Portugal","Arrivals","Thousand","22.3"
"Air and Sea Travel","2017 March","Portugal","Departures","Thousand","25.6"
"Air and Sea Travel","2017 March","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","81.8"
"Air and Sea Travel","2017 March","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","80.6"
"Air and Sea Travel","2017 March","Switzerland","Arrivals","Thousand","18.3"
"Air and Sea Travel","2017 March","Switzerland","Departures","Thousand","18"
"Air and Sea Travel","2017 March","Other Europe (34)","Arrivals","Thousand","11.1"
"Air and Sea Travel","2017 March","Other Europe (34)","Departures","Thousand","10.9"
"Air and Sea Travel","2017 March","United States","Arrivals","Thousand","99.6"
"Air and Sea Travel","2017 March","United States","Departures","Thousand","97"
"Air and Sea Travel","2017 March","Other Transatlantic Countries(1)","Arrivals","Thousand","6.5"
"Air and Sea Travel","2017 March","Other Transatlantic Countries(1)","Departures","Thousand","6.8"
"Air and Sea Travel","2017 March","United Arab Emirates","Arrivals","Thousand","28.9"
"Air and Sea Travel","2017 March","United Arab Emirates","Departures","Thousand","24.5"
"Air and Sea Travel","2017 March","Other Countries(42)","Arrivals","Thousand","7.8"
"Air and Sea Travel","2017 March","Other Countries(42)","Departures","Thousand","8.2"
"Air and Sea Travel","2017 March","All countries","Arrivals","Thousand","1323.3"
"Air and Sea Travel","2017 March","All countries","Departures","Thousand","1293.6"
"Air and Sea Travel","2017 April","Great Britain","Arrivals","Thousand","653.7"
"Air and Sea Travel","2017 April","Great Britain","Departures","Thousand","655"
"Air and Sea Travel","2017 April","Other UK (1)","Arrivals","Thousand","3.2"
"Air and Sea Travel","2017 April","Other UK (1)","Departures","Thousand","3.3"
"Air and Sea Travel","2017 April","Belgium","Arrivals","Thousand","22.4"
"Air and Sea Travel","2017 April","Belgium","Departures","Thousand","22.4"
"Air and Sea Travel","2017 April","Germany","Arrivals","Thousand","95"
"Air and Sea Travel","2017 April","Germany","Departures","Thousand","93.4"
"Air and Sea Travel","2017 April","Spain","Arrivals","Thousand","172.3"
"Air and Sea Travel","2017 April","Spain","Departures","Thousand","178.1"
"Air and Sea Travel","2017 April","France","Arrivals","Thousand","101.9"
"Air and Sea Travel","2017 April","France","Departures","Thousand","101.1"
"Air and Sea Travel","2017 April","Italy","Arrivals","Thousand","56.4"
"Air and Sea Travel","2017 April","Italy","Departures","Thousand","57.8"
"Air and Sea Travel","2017 April","Netherlands","Arrivals","Thousand","59.4"
"Air and Sea Travel","2017 April","Netherlands","Departures","Thousand","56.7"
"Air and Sea Travel","2017 April","Poland","Arrivals","Thousand","41.9"
"Air and Sea Travel","2017 April","Poland","Departures","Thousand","43.8"
"Air and Sea Travel","2017 April","Portugal","Arrivals","Thousand","46.3"
"Air and Sea Travel","2017 April","Portugal","Departures","Thousand","49.2"
"Air and Sea Travel","2017 April","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","89.6"
"Air and Sea Travel","2017 April","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","92.7"
"Air and Sea Travel","2017 April","Switzerland","Arrivals","Thousand","19.3"
"Air and Sea Travel","2017 April","Switzerland","Departures","Thousand","18.6"
"Air and Sea Travel","2017 April","Other Europe (34)","Arrivals","Thousand","14.5"
"Air and Sea Travel","2017 April","Other Europe (34)","Departures","Thousand","14.2"
"Air and Sea Travel","2017 April","United States","Arrivals","Thousand","126.1"
"Air and Sea Travel","2017 April","United States","Departures","Thousand","126.2"
"Air and Sea Travel","2017 April","Other Transatlantic Countries(1)","Arrivals","Thousand","11.3"
"Air and Sea Travel","2017 April","Other Transatlantic Countries(1)","Departures","Thousand","10.8"
"Air and Sea Travel","2017 April","United Arab Emirates","Arrivals","Thousand","34.1"
"Air and Sea Travel","2017 April","United Arab Emirates","Departures","Thousand","29.8"
"Air and Sea Travel","2017 April","Other Countries(42)","Arrivals","Thousand","9.9"
"Air and Sea Travel","2017 April","Other Countries(42)","Departures","Thousand","10.2"
"Air and Sea Travel","2017 April","All countries","Arrivals","Thousand","1557.2"
"Air and Sea Travel","2017 April","All countries","Departures","Thousand","1563.3"
"Air and Sea Travel","2017 May","Great Britain","Arrivals","Thousand","648.6"
"Air and Sea Travel","2017 May","Great Britain","Departures","Thousand","626.6"
"Air and Sea Travel","2017 May","Other UK (1)","Arrivals","Thousand","3.1"
"Air and Sea Travel","2017 May","Other UK (1)","Departures","Thousand","3.6"
"Air and Sea Travel","2017 May","Belgium","Arrivals","Thousand","21.4"
"Air and Sea Travel","2017 May","Belgium","Departures","Thousand","21.6"
"Air and Sea Travel","2017 May","Germany","Arrivals","Thousand","95.2"
"Air and Sea Travel","2017 May","Germany","Departures","Thousand","96.5"
"Air and Sea Travel","2017 May","Spain","Arrivals","Thousand","184.1"
"Air and Sea Travel","2017 May","Spain","Departures","Thousand","204.4"
"Air and Sea Travel","2017 May","France","Arrivals","Thousand","102.4"
"Air and Sea Travel","2017 May","France","Departures","Thousand","110.2"
"Air and Sea Travel","2017 May","Italy","Arrivals","Thousand","57"
"Air and Sea Travel","2017 May","Italy","Departures","Thousand","63.3"
"Air and Sea Travel","2017 May","Netherlands","Arrivals","Thousand","55.6"
