"STATISTIC Label","Month","Country","Direction","UNIT","VALUE"
"Air and Sea Travel","2014 February","Other Transatlantic Countries(1)","Departures","Thousand","0"
"Air and Sea Travel","2014 February","United Arab Emirates","Arrivals","Thousand","17.6"
"Air and Sea Travel","2014 February","United Arab Emirates","Departures","Thousand","18.2"
"Air and Sea Travel","2014 February","Other Countries(42)","Arrivals","Thousand","6.1"
"Air and Sea Travel","2014 February","Other Countries(42)","Departures","Thousand","5.8"
"Air and Sea Travel","2014 February","All countries","Arrivals","Thousand","800.1"
"Air and Sea Travel","2014 February","All countries","Departures","Thousand","790.3"
"Air and Sea Travel","2014 March","Great Britain","Arrivals","Thousand","484"
"Air and Sea Travel","2014 March","Great Britain","Departures","Thousand","478.9"
"Air and Sea Travel","2014 March","Other UK (1)","Arrivals","Thousand","1.4"
"Air and Sea Travel","2014 March","Other UK (1)","Departures","Thousand","1.4"
"Air and Sea Travel","2014 March","Belgium","Arrivals","Thousand","17.6"
"Air and Sea Travel","2014 March","Belgium","Departures","Thousand","17.8"
"Air and Sea Travel","2014 March","Germany","Arrivals","Thousand","58.8"
"Air and Sea Travel","2014 March","Germany","Departures","Thousand","57.3"
"Air and Sea Travel","2014 March","Spain","Arrivals","Thousand","72.8"
"Air and Sea Travel","2014 March","Spain","Departures","Thousand","73"
"Air and Sea Travel","2014 March","France","Arrivals","Thousand","64.9"
"Air and Sea Travel","2014 March","France","Departures","Thousand","64.1"
"Air and Sea Travel","2014 March","Italy","Arrivals","Thousand","29.1"
"Air and Sea Travel","2014 March","Italy","Departures","Thousand","28.6"
"Air and Sea Travel","2014 March","Netherlands","Arrivals","Thousand","32.9"
"Air and Sea Travel","2014 March","Netherlands","Departures","Thousand","32.8"
"Air and Sea Travel","2014 March","Poland","Arrivals","Thousand","32.3"
"Air and Sea Travel","2014 March","Poland","Departures","Thousand","31.2"
"Air and Sea Travel","2014 March","Portugal","Arrivals","Thousand","8.7"
"Air and Sea Travel","2014 March","Portugal","Departures","Thousand","9"
"Air and Sea Travel","2014 March","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","52.4"
"Air and Sea Travel","2014 March","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","49.4"
"Air and Sea Travel","2014 March","Switzerland","Arrivals","Thousand","14.1"
"Air and Sea Travel","2014 March","Switzerland","Departures","Thousand","13.8"
"Air and Sea Travel","2014 March","Other Europe (34)","Arrivals","Thousand","5.7"
"Air and Sea Travel","2014 March","Other Europe (34)","Departures","Thousand","6.2"
"Air and Sea Travel","2014 March","United States","Arrivals","Thousand","68.9"
"Air and Sea Travel","2014 March","United States","Departures","Thousand","68.8"
"Air and Sea Travel","2014 March","Other Transatlantic Countries(1)","Arrivals","Thousand","0"
"Air and Sea Travel","2014 March","Other Transatlantic Countries(1)","Departures","Thousand","0"
"Air and Sea Travel","2014 March","United Arab Emirates","Arrivals","Thousand","22.6"
"Air and Sea Travel","2014 March","United Arab Emirates","Departures","Thousand","18.8"
"Air and Sea Travel","2014 March","Other Countries(42)","Arrivals","Thousand","6.8"
"Air and Sea Travel","2014 March","Other Countries(42)","Departures","Thousand","6.9"
"Air and Sea Travel","2014 March","All countries","Arrivals","Thousand","972.8"
"Air and Sea Travel","2014 March","All countries","Departures","Thousand","958"
"Air and Sea Travel","2014 April","Great Britain","Arrivals","Thousand","549.5"
"Air and Sea Travel","2014 April","Great Britain","Departures","Thousand","547"
"Air and Sea Travel","2014 April","Other UK (1)","Arrivals","Thousand","2.2"
"Air and Sea Travel","2014 April","Other UK (1)","Departures","Thousand","2.2"
"Air and Sea Travel","2014 April","Belgium","Arrivals","Thousand","19.4"
"Air and Sea Travel","2014 April","Belgium","Departures","Thousand","18.2"
"Air and Sea Travel","2014 April","Germany","Arrivals","Thousand","75.6"
"Air and Sea Travel","2014 April","Germany","Departures","Thousand","71.9"
"Air and Sea Travel","2014 April","Spain","Arrivals","Thousand","126.4"
"Air and Sea Travel","2014 April","Spain","Departures","Thousand","133.5"
"Air and Sea Travel","2014 April","France","Arrivals","Thousand","99.2"
"Air and Sea Travel","2014 April","France","Departures","Thousand","93.3"
"Air and Sea Travel","2014 April","Italy","Arrivals","Thousand","44"
"Air and Sea Travel","2014 April","Italy","Departures","Thousand","45.1"
"Air and Sea Travel","2014 April","Netherlands","Arrivals","Thousand","35.9"
"Air and Sea Travel","2014 April","Netherlands","Departures","Thousand","34.3"
"Air and Sea Travel","2014 April","Poland","Arrivals","Thousand","35.4"
"Air and Sea Travel","2014 April","Poland","Departures","Thousand","37.8"
"Air and Sea Travel","2014 April","Portugal","Arrivals","Thousand","32.8"
"Air and Sea Travel","2014 April","Portugal","Departures","Thousand","36.6"
"Air and Sea Travel","2014 April","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","66.3"
"Air and Sea Travel","2014 April","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","68.4"
"Air and Sea Travel","2014 April","Switzerland","Arrivals","Thousand","13.5"
"Air and Sea Travel","2014 April","Switzerland","Departures","Thousand","12.2"
"Air and Sea Travel","2014 April","Other Europe (34)","Arrivals","Thousand","9.2"
"Air and Sea Travel","2014 April","Other Europe (34)","Departures","Thousand","9.5"
"Air and Sea Travel","2014 April","United States","Arrivals","Thousand","85.2"
"Air and Sea Travel","2014 April","United States","Departures","Thousand","88.1"
"Air and Sea Travel","2014 April","Other Transatlantic Countries(1)","Arrivals","Thousand","3.4"
"Air and Sea Travel","2014 April","Other Transatlantic Countries(1)","Departures","Thousand","3.3"
"Air and Sea Travel","2014 April","United Arab Emirates","Arrivals","Thousand","23.7"
"Air and Sea Travel","2014 April","United Arab Emirates","Departures","Thousand","21.3"
"Air and Sea Travel","2014 April","Other Countries(42)","Arrivals","Thousand","9.3"
"Air and Sea Travel","2014 April","Other Countries(42)","Departures","Thousand","10"
"Air and Sea Travel","2014 April","All countries","Arrivals","Thousand","1231"
"Air and Sea Travel","2014 April","All countries","Departures","Thousand","1232.8"
"Air and Sea Travel","2014 May","Great Britain","Arrivals","Thousand","554.1"
"Air and Sea Travel","2014 May","Great Britain","Departures","Thousand","548"
"Air and Sea Travel","2014 May","Other UK (1)","Arrivals","Thousand","2.7"
"Air and Sea Travel","2014 May","Other UK (1)","Departures","Thousand","2.9"
"Air and Sea Travel","2014 May","Belgium","Arrivals","Thousand","17.7"
"Air and Sea Travel","2014 May","Belgium","Departures","Thousand","17.8"
"Air and Sea Travel","2014 May","Germany","Arrivals","Thousand","77.5"
"Air and Sea Travel","2014 May","Germany","Departures","Thousand","76.7"
"Air and Sea Travel","2014 May","Spain","Arrivals","Thousand","143.8"
"Air and Sea Travel","2014 May","Spain","Departures","Thousand","165.1"
"Air and Sea Travel","2014 May","France","Arrivals","Thousand","97.2"
"Air and Sea Travel","2014 May","France","Departures","Thousand","111.9"
"Air and Sea Travel","2014 May","Italy","Arrivals","Thousand","46.9"
"Air and Sea Travel","2014 May","Italy","Departures","Thousand","51.9"
"Air and Sea Travel","2014 May","Netherlands","Arrivals","Thousand","35.7"
"Air and Sea Travel","2014 May","Netherlands","Departures","Thousand","37.2"
"Air and Sea Travel","2014 May","Poland","Arrivals","Thousand","38.4"
"Air and Sea Travel","2014 May","Poland","Departures","Thousand","38"
"Air and Sea Travel","2014 May","Portugal","Arrivals","Thousand","42.1"
"Air and Sea Travel","2014 May","Portugal","Departures","Thousand","50.2"
"Air and Sea Travel","2014 May","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","72.9"
"Air and Sea Travel","2014 May","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","80.2"
"Air and Sea Travel","2014 May","Switzerland","Arrivals","Thousand","13.1"
"Air and Sea Travel","2014 May","Switzerland","Departures","Thousand","12.9"
"Air and Sea Travel","2014 May","Other Europe (34)","Arrivals","Thousand","7.1"
"Air and Sea Travel","2014 May","Other Europe (34)","Departures","Thousand","7.1"
"Air and Sea Travel","2014 May","United States","Arrivals","Thousand","114.1"
"Air and Sea Travel","2014 May","United States","Departures","Thousand","102.6"
"Air and Sea Travel","2014 May","Other Transatlantic Countries(1)","Arrivals","Thousand","12.3"
"Air and Sea Travel","2014 May","Other Transatlantic Countries(1)","Departures","Thousand","12.6"
"Air and Sea Travel","2014 May","United Arab Emirates","Arrivals","Thousand","23"
"Air and Sea Travel","2014 May","United Arab Emirates","Departures","Thousand","19"
"Air and Sea Travel","2014 May","Other Countries(42)","Arrivals","Thousand","12.3"
"Air and Sea Travel","2014 May","Other Countries(42)","Departures","Thousand","15.2"
"Air and Sea Travel","2014 May","All countries","Arrivals","Thousand","1310.8"
"Air and Sea Travel","2014 May","All countries","Departures","Thousand","1349.4"
"Air and Sea Travel","2014 June","Great Britain","Arrivals","Thousand","525.6"
"Air and Sea Travel","2014 June","Great Britain","Departures","Thousand","580.7"
"Air and Sea Travel","2014 June","Other UK (1)","Arrivals","Thousand","3.5"
"Air and Sea Travel","2014 June","Other UK (1)","Departures","Thousand","3.3"
"Air and Sea Travel","2014 June","Belgium","Arrivals","Thousand","16.9"
"Air and Sea Travel","2014 June","Belgium","Departures","Thousand","18"
"Air and Sea Travel","2014 June","Germany","Arrivals","Thousand","78.1"
"Air and Sea Travel","2014 June","Germany","Departures","Thousand","85.2"
"Air and Sea Travel","2014 June","Spain","Arrivals","Thousand","188.5"
"Air and Sea Travel","2014 June","Spain","Departures","Thousand","199"
"Air and Sea Travel","2014 June","France","Arrivals","Thousand","113.9"
"Air and Sea Travel","2014 June","France","Departures","Thousand","140.4"
"Air and Sea Travel","2014 June","Italy","Arrivals","Thousand","57.6"
"Air and Sea Travel","2014 June","Italy","Departures","Thousand","60.7"
"Air and Sea Travel","2014 June","Netherlands","Arrivals","Thousand","36.8"
"Air and Sea Travel","2014 June","Netherlands","Departures","Thousand","40.4"
"Air and Sea Travel","2014 June","Poland","Arrivals","Thousand","35.3"
"Air and Sea Travel","2014 June","Poland","Departures","Thousand","42.2"
"Air and Sea Travel","2014 June","Portugal","Arrivals","Thousand","50.4"
"Air and Sea Travel","2014 June","Portugal","Departures","Thousand","54.4"
"Air and Sea Travel","2014 June","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","81.9"
"Air and Sea Travel","2014 June","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","89.5"
"Air and Sea Travel","2014 June","Switzerland","Arrivals","Thousand","13.2"
"Air and Sea Travel","2014 June","Switzerland","Departures","Thousand","14.5"
"Air and Sea Travel","2014 June","Other Europe (34)","Arrivals","Thousand","7.7"
"Air and Sea Travel","2014 June","Other Europe (34)","Departures","Thousand","8.7"
"Air and Sea Travel","2014 June","United States","Arrivals","Thousand","134.3"
"Air and Sea Travel","2014 June","United States","Departures","Thousand","131.1"
"Air and Sea Travel","2014 June","Other Transatlantic Countries(1)","Arrivals","Thousand","16.4"
"Air and Sea Travel","2014 June","Other Transatlantic Countries(1)","Departures","Thousand","17.6"
"Air and Sea Travel","2014 June","United Arab Emirates","Arrivals","Thousand","22.2"
"Air and Sea Travel","2014 June","United Arab Emirates","Departures","Thousand","24.2"
"Air and Sea Travel","2014 June","Other Countries(42)","Arrivals","Thousand","15.8"
"Air and Sea Travel","2014 June","Other Countries(42)","Departures","Thousand","17.2"
"Air and Sea Travel","2014 June","All countries","Arrivals","Thousand","1398.2"
"Air and Sea Travel","2014 June","All countries","Departures","Thousand","1527"
"Air and Sea Travel","2014 July","Great Britain","Arrivals","Thousand","678.8"
"Air and Sea Travel","2014 July","Great Britain","Departures","Thousand","619.7"
"Air and Sea Travel","2014 July","Other UK (1)","Arrivals","Thousand","4.8"
"Air and Sea Travel","2014 July","Other UK (1)","Departures","Thousand","4.6"
"Air and Sea Travel","2014 July","Belgium","Arrivals","Thousand","19.2"
"Air and Sea Travel","2014 July","Belgium","Departures","Thousand","17.6"
"Air and Sea Travel","2014 July","Germany","Arrivals","Thousand","87.6"
"Air and Sea Travel","2014 July","Germany","Departures","Thousand","84"
"Air and Sea Travel","2014 July","Spain","Arrivals","Thousand","220.9"
"Air and Sea Travel","2014 July","Spain","Departures","Thousand","217.8"
"Air and Sea Travel","2014 July","France","Arrivals","Thousand","156"
"Air and Sea Travel","2014 July","France","Departures","Thousand","143.5"
"Air and Sea Travel","2014 July","Italy","Arrivals","Thousand","71.6"
"Air and Sea Travel","2014 July","Italy","Departures","Thousand","65.8"
"Air and Sea Travel","2014 July","Netherlands","Arrivals","Thousand","41.9"
"Air and Sea Travel","2014 July","Netherlands","Departures","Thousand","38"
"Air and Sea Travel","2014 July","Poland","Arrivals","Thousand","39.9"
"Air and Sea Travel","2014 July","Poland","Departures","Thousand","43.7"
"Air and Sea Travel","2014 July","Portugal","Arrivals","Thousand","58.6"
"Air and Sea Travel","2014 July","Portugal","Departures","Thousand","58.4"
"Air and Sea Travel","2014 July","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","94.5"
"Air and Sea Travel","2014 July","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","98.8"
"Air and Sea Travel","2014 July","Switzerland","Arrivals","Thousand","20.3"
"Air and Sea Travel","2014 July","Switzerland","Departures","Thousand","18.7"
"Air and Sea Travel","2014 July","Other Europe (34)","Arrivals","Thousand","6.9"
"Air and Sea Travel","2014 July","Other Europe (34)","Departures","Thousand","8.1"
"Air and Sea Travel","2014 July","United States","Arrivals","Thousand","127.8"
"Air and Sea Travel","2014 July","United States","Departures","Thousand","141.5"
"Air and Sea Travel","2014 July","Other Transatlantic Countries(1)","Arrivals","Thousand","19.8"
"Air and Sea Travel","2014 July","Other Transatlantic Countries(1)","Departures","Thousand","22.3"
"Air and Sea Travel","2014 July","United Arab Emirates","Arrivals","Thousand","27.5"
"Air and Sea Travel","2014 July","United Arab Emirates","Departures","Thousand","26.6"
"Air and Sea Travel","2014 July","Other Countries(42)","Arrivals","Thousand","16.3"
"Air and Sea Travel","2014 July","Other Countries(42)","Departures","Thousand","17.5"
"Air and Sea Travel","2014 July","All countries","Arrivals","Thousand","1692.4"
"Air and Sea Travel","2014 July","All countries","Departures","Thousand","1626.6"
"Air and Sea Travel","2014 August","Great Britain","Arrivals","Thousand","714.3"
"Air and Sea Travel","2014 August","Great Britain","Departures","Thousand","717.5"
"Air and Sea Travel","2014 August","Other UK (1)","Arrivals","Thousand","5"
"Air and Sea Travel","2014 August","Other UK (1)","Departures","Thousand","4.8"
"Air and Sea Travel","2014 August","Belgium","Arrivals","Thousand","16.6"
"Air and Sea Travel","2014 August","Belgium","Departures","Thousand","16.7"
"Air and Sea Travel","2014 August","Germany","Arrivals","Thousand","93.9"
"Air and Sea Travel","2014 August","Germany","Departures","Thousand","87.7"
"Air and Sea Travel","2014 August","Spain","Arrivals","Thousand","213.1"
"Air and Sea Travel","2014 August","Spain","Departures","Thousand","190.4"
"Air and Sea Travel","2014 August","France","Arrivals","Thousand","148.5"
"Air and Sea Travel","2014 August","France","Departures","Thousand","145.1"
"Air and Sea Travel","2014 August","Italy","Arrivals","Thousand","69.2"
"Air and Sea Travel","2014 August","Italy","Departures","Thousand","66.1"
"Air and Sea Travel","2014 August","Netherlands","Arrivals","Thousand","38.8"
"Air and Sea Travel","2014 August","Netherlands","Departures","Thousand","41.2"
"Air and Sea Travel","2014 August","Poland","Arrivals","Thousand","45.4"
"Air and Sea Travel","2014 August","Poland","Departures","Thousand","39.7"
"Air and Sea Travel","2014 August","Portugal","Arrivals","Thousand","57.7"
"Air and Sea Travel","2014 August","Portugal","Departures","Thousand","49.9"
"Air and Sea Travel","2014 August","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","101.2"
"Air and Sea Travel","2014 August","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","90.2"
"Air and Sea Travel","2014 August","Switzerland","Arrivals","Thousand","18.2"
"Air and Sea Travel","2014 August","Switzerland","Departures","Thousand","19.1"
"Air and Sea Travel","2014 August","Other Europe (34)","Arrivals","Thousand","8.1"
"Air and Sea Travel","2014 August","Other Europe (34)","Departures","Thousand","7.4"
"Air and Sea Travel","2014 August","United States","Arrivals","Thousand","135.8"
"Air and Sea Travel","2014 August","United States","Departures","Thousand","137.7"
"Air and Sea Travel","2014 August","Other Transatlantic Countries(1)","Arrivals","Thousand","21.5"
"Air and Sea Travel","2014 August","Other Transatlantic Countries(1)","Departures","Thousand","22.7"
"Air and Sea Travel","2014 August","United Arab Emirates","Arrivals","Thousand","30.6"
"Air and Sea Travel","2014 August","United Arab Emirates","Departures","Thousand","29"
"Air and Sea Travel","2014 August","Other Countries(42)","Arrivals","Thousand","19.5"
"Air and Sea Travel","2014 August","Other Countries(42)","Departures","Thousand","17.5"
"Air and Sea Travel","2014 August","All countries","Arrivals","Thousand","1737.1"
"Air and Sea Travel","2014 August","All countries","Departures","Thousand","1682.8"
"Air and Sea Travel","2014 September","Great Britain","Arrivals","Thousand","528.7"
"Air and Sea Travel","2014 September","Great Britain","Departures","Thousand","555.2"
"Air and Sea Travel","2014 September","Other UK (1)","Arrivals","Thousand","2.6"
"Air and Sea Travel","2014 September","Other UK (1)","Departures","Thousand","2.5"
"Air and Sea Travel","2014 September","Belgium","Arrivals","Thousand","17.8"
"Air and Sea Travel","2014 September","Belgium","Departures","Thousand","17.4"
"Air and Sea Travel","2014 September","Germany","Arrivals","Thousand","78"
"Air and Sea Travel","2014 September","Germany","Departures","Thousand","80.7"
"Air and Sea Travel","2014 September","Spain","Arrivals","Thousand","159"
"Air and Sea Travel","2014 September","Spain","Departures","Thousand","159.1"
"Air and Sea Travel","2014 September","France","Arrivals","Thousand","92.3"
"Air and Sea Travel","2014 September","France","Departures","Thousand","88.8"
"Air and Sea Travel","2014 September","Italy","Arrivals","Thousand","50.6"
"Air and Sea Travel","2014 September","Italy","Departures","Thousand","51.3"
"Air and Sea Travel","2014 September","Netherlands","Arrivals","Thousand","35"
"Air and Sea Travel","2014 September","Netherlands","Departures","Thousand","35"
"Air and Sea Travel","2014 September","Poland","Arrivals","Thousand","40.9"
"Air and Sea Travel","2014 September","Poland","Departures","Thousand","34.8"
"Air and Sea Travel","2014 September","Portugal","Arrivals","Thousand","49.3"
"Air and Sea Travel","2014 September","Portugal","Departures","Thousand","48.4"
"Air and Sea Travel","2014 September","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","86.3"
"Air and Sea Travel","2014 September","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","76.7"
"Air and Sea Travel","2014 September","Switzerland","Arrivals","Thousand","13.9"
"Air and Sea Travel","2014 September","Switzerland","Departures","Thousand","13.5"
"Air and Sea Travel","2014 September","Other Europe (34)","Arrivals","Thousand","8.4"
"Air and Sea Travel","2014 September","Other Europe (34)","Departures","Thousand","7.1"
"Air and Sea Travel","2014 September","United States","Arrivals","Thousand","118.9"
"Air and Sea Travel","2014 September","United States","Departures","Thousand","118.6"
"Air and Sea Travel","2014 September","Other Transatlantic Countries(1)","Arrivals","Thousand","19.9"
"Air and Sea Travel","2014 September","Other Transatlantic Countries(1)","Departures","Thousand","19.7"
"Air and Sea Travel","2014 September","United Arab Emirates","Arrivals","Thousand","27.4"
"Air and Sea Travel","2014 September","United Arab Emirates","Departures","Thousand","27.2"
"Air and Sea Travel","2014 September","Other Countries(42)","Arrivals","Thousand","15.7"
"Air and Sea Travel","2014 September","Other Countries(42)","Departures","Thousand","14.8"
"Air and Sea Travel","2014 September","All countries","Arrivals","Thousand","1344.7"
"Air and Sea Travel","2014 September","All countries","Departures","Thousand","1350.7"
"Air and Sea Travel","2014 October","Great Britain","Arrivals","Thousand","548.8"
"Air and Sea Travel","2014 October","Great Britain","Departures","Thousand","547.4"
"Air and Sea Travel","2014 October","Other UK (1)","Arrivals","Thousand","2.3"
"Air and Sea Travel","2014 October","Other UK (1)","Departures","Thousand","2.1"
"Air and Sea Travel","2014 October","Belgium","Arrivals","Thousand","19.8"
"Air and Sea Travel","2014 October","Belgium","Departures","Thousand","19"
"Air and Sea Travel","2014 October","Germany","Arrivals","Thousand","74.8"
"Air and Sea Travel","2014 October","Germany","Departures","Thousand","77.4"
"Air and Sea Travel","2014 October","Spain","Arrivals","Thousand","147.7"
"Air and Sea Travel","2014 October","Spain","Departures","Thousand","134"
"Air and Sea Travel","2014 October","France","Arrivals","Thousand","80.3"
"Air and Sea Travel","2014 October","France","Departures","Thousand","76"
"Air and Sea Travel","2014 October","Italy","Arrivals","Thousand","43.8"
"Air and Sea Travel","2014 October","Italy","Departures","Thousand","40.6"
"Air and Sea Travel","2014 October","Netherlands","Arrivals","Thousand","35.8"
"Air and Sea Travel","2014 October","Netherlands","Departures","Thousand","37.2"
"Air and Sea Travel","2014 October","Poland","Arrivals","Thousand","38.7"
"Air and Sea Travel","2014 October","Poland","Departures","Thousand","38.5"
"Air and Sea Travel","2014 October","Portugal","Arrivals","Thousand","43.1"
"Air and Sea Travel","2014 October","Portugal","Departures","Thousand","37.4"
"Air and Sea Travel","2014 October","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","76.2"
"Air and Sea Travel","2014 October","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","71.4"
"Air and Sea Travel","2014 October","Switzerland","Arrivals","Thousand","14.3"
"Air and Sea Travel","2014 October","Switzerland","Departures","Thousand","14.8"
"Air and Sea Travel","2014 October","Other Europe (34)","Arrivals","Thousand","9.1"
"Air and Sea Travel","2014 October","Other Europe (34)","Departures","Thousand","9.2"
"Air and Sea Travel","2014 October","United States","Arrivals","Thousand","94.8"
"Air and Sea Travel","2014 October","United States","Departures","Thousand","107.1"
"Air and Sea Travel","2014 October","Other Transatlantic Countries(1)","Arrivals","Thousand","12.5"
"Air and Sea Travel","2014 October","Other Transatlantic Countries(1)","Departures","Thousand","15.8"
"Air and Sea Travel","2014 October","United Arab Emirates","Arrivals","Thousand","21.8"
"Air and Sea Travel","2014 October","United Arab Emirates","Departures","Thousand","29.8"
"Air and Sea Travel","2014 October","Other Countries(42)","Arrivals","Thousand","12.7"
"Air and Sea Travel","2014 October","Other Countries(42)","Departures","Thousand","11.2"
"Air and Sea Travel","2014 October","All countries","Arrivals","Thousand","1276.6"
"Air and Sea Travel","2014 October","All countries","Departures","Thousand","1268.7"
"Air and Sea Travel","2014 November","Great Britain","Arrivals","Thousand","484.2"
"Air and Sea Travel","2014 November","Great Britain","Departures","Thousand","498.9"
"Air and Sea Travel","2014 November","Other UK (1)","Arrivals","Thousand","1.3"
"Air and Sea Travel","2014 November","Other UK (1)","Departures","Thousand","1.3"
"Air and Sea Travel","2014 November","Belgium","Arrivals","Thousand","19.2"
"Air and Sea Travel","2014 November","Belgium","Departures","Thousand","19.8"
"Air and Sea Travel","2014 November","Germany","Arrivals","Thousand","54.3"
"Air and Sea Travel","2014 November","Germany","Departures","Thousand","57.5"
"Air and Sea Travel","2014 November","Spain","Arrivals","Thousand","82.6"
"Air and Sea Travel","2014 November","Spain","Departures","Thousand","68.9"
"Air and Sea Travel","2014 November","France","Arrivals","Thousand","51.4"
"Air and Sea Travel","2014 November","France","Departures","Thousand","52"
"Air and Sea Travel","2014 November","Italy","Arrivals","Thousand","30.2"
"Air and Sea Travel","2014 November","Italy","Departures","Thousand","28"
"Air and Sea Travel","2014 November","Netherlands","Arrivals","Thousand","31.3"
"Air and Sea Travel","2014 November","Netherlands","Departures","Thousand","31.8"
"Air and Sea Travel","2014 November","Poland","Arrivals","Thousand","36.6"
"Air and Sea Travel","2014 November","Poland","Departures","Thousand","33.8"
"Air and Sea Travel","2014 November","Portugal","Arrivals","Thousand","14.9"
"Air and Sea Travel","2014 November","Portugal","Departures","Thousand","10.8"
"Air and Sea Travel","2014 November","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","52.8"
"Air and Sea Travel","2014 November","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","51"
"Air and Sea Travel","2014 November","Switzerland","Arrivals","Thousand","9.5"
"Air and Sea Travel","2014 November","Switzerland","Departures","Thousand","10.1"
"Air and Sea Travel","2014 November","Other Europe (34)","Arrivals","Thousand","7.1"
"Air and Sea Travel","2014 November","Other Europe (34)","Departures","Thousand","7.6"
"Air and Sea Travel","2014 November","United States","Arrivals","Thousand","72.8"
"Air and Sea Travel","2014 November","United States","Departures","Thousand","74.1"
"Air and Sea Travel","2014 November","Other Transatlantic Countries(1)","Arrivals","Thousand","4.4"
"Air and Sea Travel","2014 November","Other Transatlantic Countries(1)","Departures","Thousand","4.5"
"Air and Sea Travel","2014 November","United Arab Emirates","Arrivals","Thousand","26.1"
"Air and Sea Travel","2014 November","United Arab Emirates","Departures","Thousand","23.6"
"Air and Sea Travel","2014 November","Other Countries(42)","Arrivals","Thousand","8.9"
"Air and Sea Travel","2014 November","Other Countries(42)","Departures","Thousand","7.9"
"Air and Sea Travel","2014 November","All countries","Arrivals","Thousand","987.5"
"Air and Sea Travel","2014 November","All countries","Departures","Thousand","981.7"
"Air and Sea Travel","2014 December","Great Britain","Arrivals","Thousand","536.7"
"Air and Sea Travel","2014 December","Great Britain","Departures","Thousand","463"
"Air and Sea Travel","2014 December","Other UK (1)","Arrivals","Thousand","1.6"
"Air and Sea Travel","2014 December","Other UK (1)","Departures","Thousand","1.4"
"Air and Sea Travel","2014 December","Belgium","Arrivals","Thousand","19.3"
"Air and Sea Travel","2014 December","Belgium","Departures","Thousand","18.4"
"Air and Sea Travel","2014 December","Germany","Arrivals","Thousand","56.9"
"Air and Sea Travel","2014 December","Germany","Departures","Thousand","58.5"
"Air and Sea Travel","2014 December","Spain","Arrivals","Thousand","58.7"
"Air and Sea Travel","2014 December","Spain","Departures","Thousand","72"
"Air and Sea Travel","2014 December","France","Arrivals","Thousand","52.9"
"Air and Sea Travel","2014 December","France","Departures","Thousand","55.4"
"Air and Sea Travel","2014 December","Italy","Arrivals","Thousand","26.7"
"Air and Sea Travel","2014 December","Italy","Departures","Thousand","29.7"
"Air and Sea Travel","2014 December","Netherlands","Arrivals","Thousand","30.8"
"Air and Sea Travel","2014 December","Netherlands","Departures","Thousand","29.8"
"Air and Sea Travel","2014 December","Poland","Arrivals","Thousand","33.3"
"Air and Sea Travel","2014 December","Poland","Departures","Thousand","40.6"
"Air and Sea Travel","2014 December","Portugal","Arrivals","Thousand","8.9"
"Air and Sea Travel","2014 December","Portugal","Departures","Thousand","10.6"
