"STATISTIC","Statistic Label","C02164V02610","Type of Accommodation Used","AREARES","Area of Residence","TLIST(Q1)","Quarter","UNIT","VALUE"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20161","2016Q1","Thousand","176"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20162","2016Q2","Thousand","634"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20163","2016Q3","Thousand","919"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20164","2016Q4","Thousand","351"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20171","2017Q1","Thousand","186"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20172","2017Q2","Thousand","837"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20173","2017Q3","Thousand","1012"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20174","2017Q4","Thousand","497"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20181","2018Q1","Thousand","262"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20182","2018Q2","Thousand","930"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20183","2018Q3","Thousand","1216"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20184","2018Q4","Thousand","571"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20191","2019Q1","Thousand","283"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20192","2019Q2","Thousand","942"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20193","2019Q3","Thousand","1007"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20194","2019Q4","Thousand","329"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20121","2012Q1","Thousand","42"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20122","2012Q2","Thousand","90"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20123","2012Q3","Thousand","109"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20124","2012Q4","Thousand","73"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20131","2013Q1","Thousand","58"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20132","2013Q2","Thousand","85"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20133","2013Q3","Thousand","183"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20134","2013Q4","Thousand","112"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20141","2014Q1","Thousand","53"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20142","2014Q2","Thousand","113"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20143","2014Q3","Thousand","165"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20144","2014Q4","Thousand","133"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20151","2015Q1","Thousand","54"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20152","2015Q2","Thousand","158"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20153","2015Q3","Thousand","242"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20154","2015Q4","Thousand","173"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20161","2016Q1","Thousand","51"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20162","2016Q2","Thousand","163"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20163","2016Q3","Thousand","272"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20164","2016Q4","Thousand","164"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20171","2017Q1","Thousand","91"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20172","2017Q2","Thousand","174"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20173","2017Q3","Thousand","277"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20174","2017Q4","Thousand","154"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20181","2018Q1","Thousand","120"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20182","2018Q2","Thousand","258"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20183","2018Q3","Thousand","302"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20184","2018Q4","Thousand","185"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20191","2019Q1","Thousand","98"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20192","2019Q2","Thousand","216"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20193","2019Q3","Thousand","313"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","04","Other Areas","20194","2019Q4","Thousand","165"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20121","2012Q1","Thousand","1599"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20122","2012Q2","Thousand","2560"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20123","2012Q3","Thousand","4274"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20124","2012Q4","Thousand","1877"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20131","2013Q1","Thousand","1751"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20132","2013Q2","Thousand","2758"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20133","2013Q3","Thousand","4162"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20134","2013Q4","Thousand","2321"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20141","2014Q1","Thousand","1609"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20142","2014Q2","Thousand","3044"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20143","2014Q3","Thousand","4260"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20144","2014Q4","Thousand","2138"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20151","2015Q1","Thousand","2024"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20152","2015Q2","Thousand","2967"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20153","2015Q3","Thousand","4285"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20154","2015Q4","Thousand","2624"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20161","2016Q1","Thousand","2150"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20162","2016Q2","Thousand","3025"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20163","2016Q3","Thousand","4926"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20164","2016Q4","Thousand","2315"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20171","2017Q1","Thousand","2088"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20172","2017Q2","Thousand","3241"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20173","2017Q3","Thousand","4723"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20174","2017Q4","Thousand","3030"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20181","2018Q1","Thousand","2464"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20182","2018Q2","Thousand","2916"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20183","2018Q3","Thousand","4928"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20184","2018Q4","Thousand","2711"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20191","2019Q1","Thousand","2074"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20192","2019Q2","Thousand","3389"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20193","2019Q3","Thousand","4357"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All areas of residence","20194","2019Q4","Thousand","2749"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20121","2012Q1","Thousand","348"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20122","2012Q2","Thousand","453"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20123","2012Q3","Thousand","777"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20124","2012Q4","Thousand","387"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20131","2013Q1","Thousand","359"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20132","2013Q2","Thousand","498"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20133","2013Q3","Thousand","929"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20134","2013Q4","Thousand","451"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20141","2014Q1","Thousand","406"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20142","2014Q2","Thousand","667"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20143","2014Q3","Thousand","935"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20144","2014Q4","Thousand","415"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20151","2015Q1","Thousand","511"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20152","2015Q2","Thousand","610"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20153","2015Q3","Thousand","883"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20154","2015Q4","Thousand","493"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20161","2016Q1","Thousand","494"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20162","2016Q2","Thousand","627"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20163","2016Q3","Thousand","1112"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20164","2016Q4","Thousand","552"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20171","2017Q1","Thousand","494"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20172","2017Q2","Thousand","788"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20173","2017Q3","Thousand","1302"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20174","2017Q4","Thousand","630"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20181","2018Q1","Thousand","540"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20182","2018Q2","Thousand","640"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20183","2018Q3","Thousand","1042"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20184","2018Q4","Thousand","473"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20191","2019Q1","Thousand","435"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20192","2019Q2","Thousand","664"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20193","2019Q3","Thousand","1129"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","01","Great Britain","20194","2019Q4","Thousand","502"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20121","2012Q1","Thousand","831"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20122","2012Q2","Thousand","1458"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20123","2012Q3","Thousand","2906"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20124","2012Q4","Thousand","1099"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20131","2013Q1","Thousand","894"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20132","2013Q2","Thousand","1643"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20133","2013Q3","Thousand","2382"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20134","2013Q4","Thousand","1263"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20141","2014Q1","Thousand","703"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20142","2014Q2","Thousand","1632"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20143","2014Q3","Thousand","2464"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20144","2014Q4","Thousand","1126"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20151","2015Q1","Thousand","1007"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20152","2015Q2","Thousand","1565"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20153","2015Q3","Thousand","2353"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20154","2015Q4","Thousand","1378"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20161","2016Q1","Thousand","1108"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20162","2016Q2","Thousand","1640"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20163","2016Q3","Thousand","2882"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20164","2016Q4","Thousand","979"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20171","2017Q1","Thousand","979"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20172","2017Q2","Thousand","1749"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20173","2017Q3","Thousand","2400"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20174","2017Q4","Thousand","1617"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20181","2018Q1","Thousand","1329"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20182","2018Q2","Thousand","1489"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20183","2018Q3","Thousand","2492"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20184","2018Q4","Thousand","1531"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20191","2019Q1","Thousand","1137"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20192","2019Q2","Thousand","1934"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20193","2019Q3","Thousand","2240"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","02","Other Europe","20194","2019Q4","Thousand","1318"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20121","2012Q1","Thousand","200"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20122","2012Q2","Thousand","435"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20123","2012Q3","Thousand","378"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20124","2012Q4","Thousand","247"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20131","2013Q1","Thousand","227"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20132","2013Q2","Thousand","414"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20133","2013Q3","Thousand","413"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20134","2013Q4","Thousand","411"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20141","2014Q1","Thousand","263"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20142","2014Q2","Thousand","381"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20143","2014Q3","Thousand","434"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20144","2014Q4","Thousand","354"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20151","2015Q1","Thousand","197"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20152","2015Q2","Thousand","468"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20153","2015Q3","Thousand","536"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20154","2015Q4","Thousand","439"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20161","2016Q1","Thousand","268"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20162","2016Q2","Thousand","408"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20163","2016Q3","Thousand","582"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20164","2016Q4","Thousand","551"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20171","2017Q1","Thousand","313"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20172","2017Q2","Thousand","463"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20173","2017Q3","Thousand","588"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20174","2017Q4","Thousand","417"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20181","2018Q1","Thousand","323"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20182","2018Q2","Thousand","522"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20183","2018Q3","Thousand","743"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20184","2018Q4","Thousand","406"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20191","2019Q1","Thousand","253"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20192","2019Q2","Thousand","532"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20193","2019Q3","Thousand","461"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","03","USA and Canada","20194","2019Q4","Thousand","544"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20121","2012Q1","Thousand","219"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20122","2012Q2","Thousand","214"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20123","2012Q3","Thousand","214"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20124","2012Q4","Thousand","144"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20131","2013Q1","Thousand","270"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20132","2013Q2","Thousand","203"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20133","2013Q3","Thousand","437"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20134","2013Q4","Thousand","196"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20141","2014Q1","Thousand","237"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20142","2014Q2","Thousand","364"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20143","2014Q3","Thousand","427"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20144","2014Q4","Thousand","244"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20151","2015Q1","Thousand","309"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20152","2015Q2","Thousand","324"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20153","2015Q3","Thousand","513"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20154","2015Q4","Thousand","314"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20161","2016Q1","Thousand","280"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20162","2016Q2","Thousand","350"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20163","2016Q3","Thousand","349"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20164","2016Q4","Thousand","233"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20171","2017Q1","Thousand","302"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","04","Other Areas","20172","2017Q2","Thousand","241"
